Start_Time,City,State,Average_Severity
2016-07-22,Vancouver,WA,2.0
2016-07-23,Atlanta,GA,2.9
2016-07-23,Chicago,IL,2.4545454545454546
2016-07-23,Dallas,TX,2.45
2016-07-23,Denver,CO,2.0
2016-07-23,Detroit,MI,2.5714285714285716
2016-07-23,Houston,TX,2.066666666666667
2016-07-23,Indianapolis,IN,2.6666666666666665
2016-07-23,Kansas City,MO,2.0
2016-07-23,Las Vegas,NV,2.5
2016-07-23,Los Angeles,CA,2.5833333333333335
2016-07-23,Miami,FL,2.5
2016-07-23,Minneapolis,MN,2.0
2016-07-23,Philadelphia,PA,3.0
2016-07-23,Pittsburgh,PA,3.0
2016-07-23,San Antonio,FL,3.0
2016-07-23,San Antonio,TX,2.0
2016-07-23,San Diego,CA,2.6666666666666665
2016-07-23,San Francisco,CA,2.0
2016-07-23,Seattle,WA,2.0
2016-07-24,Atlanta,GA,2.909090909090909
2016-07-24,Charlotte,NC,4.0
2016-07-24,Chicago,IL,2.230769230769231
2016-07-24,Dallas,TX,2.260869565217391
2016-07-24,Detroit,MI,2.8
2016-07-24,Houston,TX,2.142857142857143
2016-07-24,Jacksonville,FL,2.0
2016-07-24,Kansas City,KS,2.0
2016-07-24,Las Vegas,NV,2.0
2016-07-24,Los Angeles,CA,2.6153846153846154
2016-07-24,Miami,FL,2.6
2016-07-24,Minneapolis,MN,2.0
2016-07-24,Nashville,TN,3.0
2016-07-24,New York,NY,3.0
2016-07-24,Philadelphia,PA,3.0
2016-07-24,Phoenix,AZ,4.0
2016-07-24,Pittsburgh,PA,3.0
2016-07-24,San Antonio,TX,2.0
2016-07-24,San Diego,CA,2.5
2016-07-24,San Francisco,CA,2.6666666666666665
2016-07-24,Seattle,WA,2.0
2016-07-24,Vancouver,WA,2.0
2016-07-25,Albuquerque,NM,2.0
2016-07-25,Atlanta,GA,2.7
2016-07-25,Boston,MA,2.2
2016-07-25,Charlotte,NC,2.0408163265306123
2016-07-25,Chicago,IL,2.8
2016-07-25,Dallas,TX,2.257142857142857
2016-07-25,Denver,CO,2.0
2016-07-25,Detroit,MI,2.2857142857142856
2016-07-25,Houston,TX,2.23943661971831
2016-07-25,Jacksonville,FL,2.0
2016-07-25,Kansas City,KS,2.0
2016-07-25,Kansas City,MO,3.0
2016-07-25,Las Vegas,NV,2.0
2016-07-25,Los Angeles,CA,2.3278688524590163
2016-07-25,Miami,FL,2.392857142857143
2016-07-25,Minneapolis,MN,2.0
2016-07-25,Nashville,TN,2.3333333333333335
2016-07-25,New York,NY,2.5714285714285716
2016-07-25,Philadelphia,PA,2.3333333333333335
2016-07-25,Phoenix,AZ,2.5
2016-07-25,Pittsburgh,PA,2.142857142857143
2016-07-25,Portland,OR,2.0
2016-07-25,San Antonio,FL,3.0
2016-07-25,San Antonio,TX,2.3636363636363638
2016-07-25,San Diego,CA,2.6875
2016-07-25,San Francisco,CA,3.0
2016-07-25,Seattle,WA,2.1
2016-07-26,Atlanta,GA,2.6551724137931036
2016-07-26,Boston,MA,2.0
2016-07-26,Charlotte,NC,2.0
2016-07-26,Chicago,IL,2.533333333333333
2016-07-26,Dallas,TX,2.2903225806451615
2016-07-26,Denver,CO,2.0
2016-07-26,Denver,PA,2.0
2016-07-26,Detroit,MI,2.5
2016-07-26,Houston,TX,2.3504273504273505
2016-07-26,Jacksonville,FL,2.0
2016-07-26,Kansas City,KS,2.0
2016-07-26,Kansas City,MO,2.0
2016-07-26,Las Vegas,NV,2.0
2016-07-26,Los Angeles,CA,2.3866666666666667
2016-07-26,Miami,FL,2.391304347826087
2016-07-26,Minneapolis,MN,2.1666666666666665
2016-07-26,Nashville,TN,2.5714285714285716
2016-07-26,New York,NY,3.0
2016-07-26,Philadelphia,PA,2.2222222222222223
2016-07-26,Phoenix,AZ,2.0
2016-07-26,Pittsburgh,PA,2.375
2016-07-26,San Antonio,TX,2.2
2016-07-26,San Diego,CA,2.5925925925925926
2016-07-26,San Francisco,CA,2.5
2016-07-26,Seattle,WA,2.09375
2016-07-27,Atlanta,GA,2.6666666666666665
2016-07-27,Boston,MA,2.2
2016-07-27,Charlotte,NC,2.0
2016-07-27,Chicago,IL,2.7142857142857144
2016-07-27,Dallas,TX,2.2941176470588234
2016-07-27,Denver,CO,4.0
2016-07-27,Detroit,MI,2.4166666666666665
2016-07-27,Houston,TX,2.2093023255813953
2016-07-27,Kansas City,KS,2.0
2016-07-27,Kansas City,MO,2.5714285714285716
2016-07-27,Las Vegas,NV,2.25
2016-07-27,Los Angeles,CA,2.48
2016-07-27,Miami,FL,2.3333333333333335
2016-07-27,Minneapolis,MN,2.2
2016-07-27,Nashville,TN,2.0
2016-07-27,New York,NY,2.8
2016-07-27,Philadelphia,PA,2.375
2016-07-27,Phoenix,AZ,3.0
2016-07-27,Pittsburgh,PA,2.2
2016-07-27,Portland,OR,2.0
2016-07-27,San Antonio,TX,2.3333333333333335
2016-07-27,San Diego,CA,2.5
2016-07-27,San Francisco,CA,2.25
2016-07-27,Seattle,WA,2.1142857142857143
2016-07-28,Atlanta,GA,2.6904761904761907
2016-07-28,Boston,MA,2.0
2016-07-28,Charlotte,NC,2.026315789473684
2016-07-28,Chicago,IL,2.5
2016-07-28,Dallas,TX,2.282608695652174
2016-07-28,Denver,CO,2.0
2016-07-28,Detroit,MI,2.642857142857143
2016-07-28,Houston,TX,2.244186046511628
2016-07-28,Indianapolis,IN,2.6666666666666665
2016-07-28,Jacksonville,FL,2.0
2016-07-28,Kansas City,MO,2.8
2016-07-28,Las Vegas,NV,2.25
2016-07-28,Los Angeles,CA,2.6206896551724137
2016-07-28,Miami,FL,2.25
2016-07-28,Minneapolis,MN,2.0
2016-07-28,New York,NY,2.0
2016-07-28,Philadelphia,PA,2.2857142857142856
2016-07-28,Phoenix,AZ,2.4
2016-07-28,Pittsburgh,PA,2.3636363636363638
2016-07-28,Portland,OR,2.0
2016-07-28,San Antonio,TX,2.5
2016-07-28,San Diego,CA,2.8333333333333335
2016-07-28,San Francisco,CA,2.1666666666666665
2016-07-28,Seattle,WA,2.0816326530612246
2016-07-29,Albuquerque,NM,4.0
2016-07-29,Atlanta,GA,2.764705882352941
2016-07-29,Boston,MA,2.0
2016-07-29,Charlotte,MI,4.0
2016-07-29,Charlotte,NC,2.0
2016-07-29,Chicago,IL,2.4444444444444446
2016-07-29,Dallas,TX,2.293103448275862
2016-07-29,Denver,CO,2.0
2016-07-29,Denver,PA,2.0
2016-07-29,Detroit,MI,2.6666666666666665
2016-07-29,Houston,TX,2.1549295774647885
2016-07-29,Indianapolis,IN,2.0
2016-07-29,Jacksonville,FL,2.6666666666666665
2016-07-29,Kansas City,MO,2.3333333333333335
2016-07-29,Las Vegas,NV,2.125
2016-07-29,Los Angeles,CA,2.4761904761904763
2016-07-29,Miami,FL,2.238095238095238
2016-07-29,Minneapolis,MN,2.0
2016-07-29,Nashville,TN,3.0
2016-07-29,New York,NY,2.3636363636363638
2016-07-29,Philadelphia,PA,2.3076923076923075
2016-07-29,Phoenix,AZ,2.2
2016-07-29,Pittsburgh,PA,2.4444444444444446
2016-07-29,Portland,OR,2.0
2016-07-29,San Antonio,FL,3.0
2016-07-29,San Antonio,TX,2.5
2016-07-29,San Diego,CA,2.4
2016-07-29,San Francisco,CA,2.0
2016-07-29,Seattle,WA,2.36
2016-07-30,Atlanta,GA,3.0625
2016-07-30,Charlotte,NC,2.0
2016-07-30,Chicago,IL,2.857142857142857
2016-07-30,Dallas,TX,2.2941176470588234
2016-07-30,Detroit,MI,3.0
2016-07-30,Houston,TX,2.176470588235294
2016-07-30,Jacksonville,FL,3.0
2016-07-30,Kansas City,MO,3.0
2016-07-30,Los Angeles,CA,2.515151515151515
2016-07-30,Miami,FL,2.3333333333333335
2016-07-30,Philadelphia,PA,3.0
2016-07-30,Pittsburgh,PA,3.5
2016-07-30,Portland,OR,2.0
2016-07-30,San Antonio,TX,2.25
2016-07-30,San Diego,CA,2.8
2016-07-30,San Francisco,CA,2.0
2016-07-30,Seattle,WA,2.375
2016-07-31,Atlanta,GA,3.0
2016-07-31,Boston,MA,2.0
2016-07-31,Chicago,IL,3.0
2016-07-31,Dallas,TX,2.4
2016-07-31,Detroit,MI,2.6363636363636362
2016-07-31,Houston,TX,2.107142857142857
2016-07-31,Los Angeles,CA,2.41025641025641
2016-07-31,Miami,FL,2.8
2016-07-31,Nashville,TN,2.0
2016-07-31,New York,NY,3.0
2016-07-31,Philadelphia,PA,3.0
2016-07-31,Phoenix,AZ,3.0
2016-07-31,Pittsburgh,PA,2.0
2016-07-31,San Antonio,TX,2.0
2016-07-31,San Diego,CA,2.625
2016-07-31,San Francisco,CA,2.0
2016-07-31,Seattle,WA,2.5
2016-10-01,Atlanta,GA,3.1
2016-10-01,Chicago,IL,2.25
2016-10-01,Dallas,TX,2.388888888888889
2016-10-01,Detroit,MI,2.9
2016-10-01,Houston,TX,2.0
2016-10-01,Indianapolis,IN,3.0
2016-10-01,Kansas City,KS,2.5
2016-10-01,Kansas City,MO,2.5
2016-10-01,Las Vegas,NV,2.0
2016-10-01,Los Angeles,CA,2.5625
2016-10-01,Miami,FL,2.7777777777777777
2016-10-01,New York,NY,2.5
2016-10-01,Phoenix,AZ,2.0
2016-10-01,Pittsburgh,PA,3.0
2016-10-01,San Diego,CA,2.8
2016-10-01,San Francisco,CA,3.0
2016-10-01,Seattle,WA,2.6666666666666665
2016-10-02,Atlanta,GA,3.0
2016-10-02,Chicago,IL,3.2857142857142856
2016-10-02,Dallas,TX,2.230769230769231
2016-10-02,Denver,CO,3.0
2016-10-02,Detroit,MI,3.4
2016-10-02,Houston,TX,2.32
2016-10-02,Las Vegas,NV,3.0
2016-10-02,Los Angeles,CA,2.48
2016-10-02,Miami,FL,2.8
2016-10-02,Nashville,TN,4.0
2016-10-02,Philadelphia,PA,2.5
2016-10-02,Phoenix,AZ,2.0
2016-10-02,Pittsburgh,PA,2.5
2016-10-02,San Diego,CA,4.0
2016-10-02,San Francisco,CA,2.857142857142857
2016-10-02,Seattle,WA,2.2
2016-10-03,Albuquerque,NM,4.0
2016-10-03,Atlanta,GA,2.6363636363636362
2016-10-03,Boston,MA,2.0
2016-10-03,Charlotte,NC,2.0
2016-10-03,Chicago,IL,2.5833333333333335
2016-10-03,Dallas,TX,2.24
2016-10-03,Denver,CO,2.0
2016-10-03,Denver,PA,2.0
2016-10-03,Detroit,MI,2.5
2016-10-03,Houston,TX,2.1869158878504673
2016-10-03,Indianapolis,IN,2.25
2016-10-03,Kansas City,MO,2.0
2016-10-03,Las Vegas,NV,2.0
2016-10-03,Los Angeles,CA,2.2916666666666665
2016-10-03,Miami,FL,2.1818181818181817
2016-10-03,Minneapolis,MN,2.0
2016-10-03,Nashville,TN,2.0
2016-10-03,New York,NY,2.142857142857143
2016-10-03,Philadelphia,PA,2.5555555555555554
2016-10-03,Phoenix,AZ,2.75
2016-10-03,Pittsburgh,PA,2.0
2016-10-03,Portland,OR,2.6666666666666665
2016-10-03,San Antonio,FL,2.0
2016-10-03,San Antonio,TX,2.4375
2016-10-03,San Diego,CA,2.235294117647059
2016-10-03,San Francisco,CA,2.375
2016-10-03,Seattle,WA,2.1923076923076925
2016-10-04,Atlanta,GA,2.7209302325581395
2016-10-04,Boston,MA,2.0
2016-10-04,Charlotte,NC,2.0
2016-10-04,Chicago,IL,2.6
2016-10-04,Dallas,TX,2.2035398230088497
2016-10-04,Denver,CO,2.0
2016-10-04,Detroit,MI,2.5789473684210527
2016-10-04,Houston,TX,2.25
2016-10-04,Indianapolis,IN,2.1666666666666665
2016-10-04,Jacksonville,FL,2.5
2016-10-04,Kansas City,MO,2.0
2016-10-04,Las Vegas,NV,2.4444444444444446
2016-10-04,Los Angeles,CA,2.2650602409638556
2016-10-04,Miami,FL,2.212121212121212
2016-10-04,Minneapolis,MN,2.3125
2016-10-04,Nashville,TN,3.0
2016-10-04,New York,NY,2.466666666666667
2016-10-04,Philadelphia,PA,2.4285714285714284
2016-10-04,Phoenix,AZ,2.3636363636363638
2016-10-04,Pittsburgh,PA,2.272727272727273
2016-10-04,Portland,OR,2.4
2016-10-04,San Antonio,FL,2.0
2016-10-04,San Antonio,TX,2.1739130434782608
2016-10-04,San Diego,CA,2.391304347826087
2016-10-04,San Francisco,CA,2.4285714285714284
2016-10-04,Seattle,WA,2.2439024390243905
2016-10-04,Vancouver,WA,2.0
2016-10-05,Atlanta,GA,2.5
2016-10-05,Charlotte,NC,2.3076923076923075
2016-10-05,Chicago,IL,2.6666666666666665
2016-10-05,Dallas,TX,2.2752293577981653
2016-10-05,Denver,CO,2.0
2016-10-05,Detroit,MI,2.5
2016-10-05,Houston,TX,2.324675324675325
2016-10-05,Indianapolis,IN,2.0
2016-10-05,Jacksonville,FL,2.0
2016-10-05,Kansas City,KS,2.25
2016-10-05,Kansas City,MO,2.2
2016-10-05,Las Vegas,NV,2.125
2016-10-05,Los Angeles,CA,2.3278688524590163
2016-10-05,Miami,FL,2.411764705882353
2016-10-05,Minneapolis,MN,2.0
2016-10-05,Nashville,TN,2.0
2016-10-05,New York,NY,2.1666666666666665
2016-10-05,Philadelphia,PA,2.0
2016-10-05,Phoenix,AZ,2.4
2016-10-05,Pittsburgh,PA,2.6666666666666665
2016-10-05,Portland,OR,2.0
2016-10-05,San Antonio,TX,2.0833333333333335
2016-10-05,San Diego,CA,2.3448275862068964
2016-10-05,San Francisco,CA,2.625
2016-10-05,Seattle,WA,2.24
2016-10-06,Albuquerque,NM,2.0
2016-10-06,Atlanta,GA,2.3846153846153846
2016-10-06,Boston,MA,2.0
2016-10-06,Charlotte,NC,2.0
2016-10-06,Chicago,IL,2.6666666666666665
2016-10-06,Dallas,TX,2.2222222222222223
2016-10-06,Denver,CO,3.0
2016-10-06,Detroit,MI,2.4615384615384617
2016-10-06,Houston,TX,2.2714285714285714
2016-10-06,Indianapolis,IN,3.3333333333333335
2016-10-06,Jacksonville,FL,2.3333333333333335
2016-10-06,Kansas City,KS,2.0
2016-10-06,Kansas City,MO,2.5
2016-10-06,Las Vegas,NV,2.0
2016-10-06,Los Angeles,CA,2.2542372881355934
2016-10-06,Miami,FL,2.5
2016-10-06,Minneapolis,MN,2.0
2016-10-06,Nashville,TN,2.0
2016-10-06,New York,NY,2.125
2016-10-06,Philadelphia,PA,2.2
2016-10-06,Phoenix,AZ,2.6
2016-10-06,Pittsburgh,PA,2.3333333333333335
2016-10-06,Portland,ME,2.0
2016-10-06,Portland,OR,2.0
2016-10-06,San Antonio,TX,2.2857142857142856
2016-10-06,San Diego,CA,2.5652173913043477
2016-10-06,San Francisco,CA,2.5
2016-10-06,Seattle,WA,2.3076923076923075
2016-10-06,Vancouver,WA,2.5
2016-10-07,Albuquerque,NM,2.0
2016-10-07,Atlanta,GA,2.659090909090909
2016-10-07,Boston,MA,2.5
2016-10-07,Charlotte,NC,2.230769230769231
2016-10-07,Chicago,IL,2.5294117647058822
2016-10-07,Dallas,TX,2.328125
2016-10-07,Denver,CO,2.75
2016-10-07,Denver,PA,2.0
2016-10-07,Detroit,MI,2.357142857142857
2016-10-07,Houston,TX,2.207317073170732
2016-10-07,Indianapolis,IN,3.0
2016-10-07,Jacksonville,FL,2.0
2016-10-07,Kansas City,MO,2.0
2016-10-07,Las Vegas,NV,2.0588235294117645
2016-10-07,Los Angeles,CA,2.378787878787879
2016-10-07,Miami,FL,2.3125
2016-10-07,Minneapolis,MN,2.0
2016-10-07,Nashville,TN,4.0
2016-10-07,New York,NY,2.375
2016-10-07,Philadelphia,PA,2.6923076923076925
2016-10-07,Phoenix,AZ,2.090909090909091
2016-10-07,Pittsburgh,PA,2.625
2016-10-07,Portland,OR,2.1666666666666665
2016-10-07,San Antonio,TX,2.5555555555555554
2016-10-07,San Diego,CA,2.4375
2016-10-07,San Francisco,CA,2.5
2016-10-07,Seattle,WA,2.3448275862068964
2016-10-08,Atlanta,GA,2.3333333333333335
2016-10-08,Chicago,IL,2.5714285714285716
2016-10-08,Dallas,TX,2.4
2016-10-08,Detroit,MI,2.9166666666666665
2016-10-08,Houston,TX,2.4285714285714284
2016-10-08,Indianapolis,IN,2.0
2016-10-08,Kansas City,MO,2.0
2016-10-08,Las Vegas,NV,2.0
2016-10-08,Los Angeles,CA,2.65
2016-10-08,Miami,FL,2.8333333333333335
2016-10-08,Philadelphia,PA,2.75
2016-10-08,Pittsburgh,PA,3.0
2016-10-08,Portland,OR,4.0
2016-10-08,San Antonio,TX,2.0
2016-10-08,San Diego,CA,2.8
2016-10-08,San Francisco,CA,2.6666666666666665
2016-10-08,Seattle,WA,2.375
2016-10-09,Atlanta,GA,3.0
2016-10-09,Dallas,TX,3.0
2016-10-09,Denver,CO,4.0
2016-10-09,Detroit,MI,2.0
2016-10-09,Jacksonville,FL,4.0
2016-10-09,Las Vegas,NV,3.0
2016-10-09,Los Angeles,CA,2.5
2016-10-09,Miami,FL,2.6666666666666665
2016-10-09,San Diego,CA,4.0
2016-10-09,San Francisco,CA,2.0
2016-10-09,Seattle,WA,2.0
2016-10-10,Albuquerque,NM,3.0
2016-10-10,Atlanta,GA,2.6
2016-10-10,Charlotte,NC,2.0
2016-10-10,Chicago,IL,2.0
2016-10-10,Dallas,TX,2.25
2016-10-10,Denver,CO,3.0
2016-10-10,Denver,PA,2.0
2016-10-10,Detroit,MI,2.4
2016-10-10,Houston,TX,2.2222222222222223
2016-10-10,Indianapolis,IN,2.0
2016-10-10,Jacksonville,FL,3.0
2016-10-10,Las Vegas,NV,2.6666666666666665
2016-10-10,Los Angeles,CA,2.1621621621621623
2016-10-10,Miami,FL,2.5
2016-10-10,Minneapolis,MN,2.0
2016-10-10,Nashville,TN,2.0
2016-10-10,New York,NY,2.3333333333333335
2016-10-10,Philadelphia,PA,2.0
2016-10-10,Phoenix,AZ,2.0
2016-10-10,Portland,OR,2.25
2016-10-10,San Antonio,TX,2.0
2016-10-10,San Diego,CA,2.5
2016-10-10,San Francisco,CA,2.3333333333333335
2016-10-10,Seattle,WA,2.5555555555555554
2016-10-11,Atlanta,GA,2.8076923076923075
2016-10-11,Boston,MA,2.6
2016-10-11,Charlotte,NC,2.0
2016-10-11,Chicago,IL,2.2142857142857144
2016-10-11,Dallas,TX,2.1984126984126986
2016-10-11,Denver,CO,2.6666666666666665
2016-10-11,Detroit,MI,2.230769230769231
2016-10-11,Houston,TX,2.2815533980582523
2016-10-11,Indianapolis,IN,2.0
2016-10-11,Jacksonville,FL,2.5
2016-10-11,Kansas City,KS,2.0
2016-10-11,Kansas City,MO,2.0
2016-10-11,Las Vegas,NV,2.6666666666666665
2016-10-11,Los Angeles,CA,2.4
2016-10-11,Miami,FL,2.4615384615384617
2016-10-11,Minneapolis,MN,2.0
2016-10-11,Nashville,TN,2.0
2016-10-11,New York,NY,2.0
2016-10-11,Philadelphia,PA,2.125
2016-10-11,Phoenix,AZ,2.6
2016-10-11,Pittsburgh,PA,2.2
2016-10-11,Portland,OR,2.0
2016-10-11,San Antonio,TX,2.2962962962962963
2016-10-11,San Diego,CA,2.4186046511627906
2016-10-11,San Francisco,CA,2.6666666666666665
2016-10-11,Seattle,WA,2.380952380952381
2016-10-12,Atlanta,GA,2.7209302325581395
2016-10-12,Boston,MA,2.4
2016-10-12,Charlotte,NC,2.0
2016-10-12,Chicago,IL,2.25
2016-10-12,Dallas,TX,2.323529411764706
2016-10-12,Denver,CO,2.0
2016-10-12,Denver,PA,2.0
2016-10-12,Detroit,MI,2.5454545454545454
2016-10-12,Houston,TX,2.2054794520547945
2016-10-12,Indianapolis,IN,2.25
2016-10-12,Jacksonville,FL,3.0
2016-10-12,Kansas City,KS,2.0
2016-10-12,Kansas City,MO,2.4
2016-10-12,Las Vegas,NV,2.0
2016-10-12,Los Angeles,CA,2.453125
2016-10-12,Miami,FL,2.3548387096774195
2016-10-12,Minneapolis,MN,2.0
2016-10-12,New York,NY,2.5714285714285716
2016-10-12,Philadelphia,PA,2.3333333333333335
2016-10-12,Phoenix,AZ,2.5555555555555554
2016-10-12,Pittsburgh,PA,2.3333333333333335
2016-10-12,Portland,CT,2.0
2016-10-12,Portland,OR,2.0
2016-10-12,San Antonio,FL,2.0
2016-10-12,San Antonio,TX,2.2857142857142856
2016-10-12,San Diego,CA,2.5294117647058822
2016-10-12,San Francisco,CA,2.5454545454545454
2016-10-12,Seattle,WA,2.5625
2016-10-13,Atlanta,GA,2.5306122448979593
2016-10-13,Boston,MA,2.0
2016-10-13,Charlotte,MI,4.0
2016-10-13,Charlotte,NC,2.0
2016-10-13,Chicago,IL,2.1923076923076925
2016-10-13,Dallas,TX,2.3846153846153846
2016-10-13,Denver,CO,2.0
2016-10-13,Detroit,MI,2.5
2016-10-13,Houston,TX,2.211764705882353
2016-10-13,Indianapolis,IN,2.0
2016-10-13,Jacksonville,FL,2.0
2016-10-13,Kansas City,KS,2.0
2016-10-13,Kansas City,MO,2.090909090909091
2016-10-13,Las Vegas,NV,2.0
2016-10-13,Los Angeles,CA,2.5106382978723403
2016-10-13,Miami,FL,2.4166666666666665
2016-10-13,Minneapolis,MN,2.1538461538461537
2016-10-13,New York,NY,2.1666666666666665
2016-10-13,Philadelphia,PA,2.4444444444444446
2016-10-13,Phoenix,AZ,2.0
2016-10-13,Pittsburgh,PA,2.142857142857143
2016-10-13,Portland,OR,2.2222222222222223
2016-10-13,San Antonio,TX,2.2222222222222223
2016-10-13,San Diego,CA,2.4838709677419355
2016-10-13,San Francisco,CA,2.3846153846153846
2016-10-13,Seattle,WA,2.2641509433962264
2016-10-13,Vancouver,WA,2.0
2016-10-14,Atlanta,GA,2.6
2016-10-14,Boston,MA,2.3333333333333335
2016-10-14,Charlotte,NC,2.0
2016-10-14,Chicago,IL,2.2142857142857144
2016-10-14,Dallas,TX,2.22
2016-10-14,Denver,CO,2.0
2016-10-14,Denver,PA,2.0
2016-10-14,Detroit,MI,2.090909090909091
2016-10-14,Houston,TX,2.2476190476190476
2016-10-14,Indianapolis,IN,2.25
2016-10-14,Jacksonville,FL,2.0
2016-10-14,Kansas City,KS,2.0
2016-10-14,Kansas City,MO,2.142857142857143
2016-10-14,Las Vegas,NV,2.1818181818181817
2016-10-14,Los Angeles,CA,2.4683544303797467
2016-10-14,Miami,FL,2.35
2016-10-14,Minneapolis,MN,2.0714285714285716
2016-10-14,Nashville,TN,2.0
2016-10-14,New York,NY,2.375
2016-10-14,Philadelphia,PA,2.272727272727273
2016-10-14,Phoenix,AZ,2.0
2016-10-14,Pittsburgh,PA,2.0
2016-10-14,Portland,ME,2.0
2016-10-14,Portland,OR,2.25
2016-10-14,San Antonio,TX,2.3043478260869565
2016-10-14,San Diego,CA,2.526315789473684
2016-10-14,San Francisco,CA,2.357142857142857
2016-10-14,Seattle,WA,2.3448275862068964
2016-10-15,Atlanta,GA,2.875
2016-10-15,Chicago,IL,2.25
2016-10-15,Dallas,TX,2.3
2016-10-15,Denver,CO,3.0
2016-10-15,Denver,PA,2.0
2016-10-15,Detroit,MI,2.25
2016-10-15,Houston,TX,2.175
2016-10-15,Kansas City,KS,2.0
2016-10-15,Kansas City,MO,3.3333333333333335
2016-10-15,Las Vegas,NV,2.0
2016-10-15,Los Angeles,CA,2.735294117647059
2016-10-15,Miami,FL,2.727272727272727
2016-10-15,Minneapolis,MN,2.0
2016-10-15,New York,NY,2.25
2016-10-15,Phoenix,AZ,3.5
2016-10-15,Portland,OR,2.0
2016-10-15,San Antonio,TX,2.0
2016-10-15,San Diego,CA,2.5714285714285716
2016-10-15,San Francisco,CA,2.6666666666666665
2016-10-15,Seattle,WA,2.3333333333333335
2016-10-16,Atlanta,GA,2.9523809523809526
2016-10-16,Boston,MA,2.5
2016-10-16,Charlotte,MI,2.0
2016-10-16,Chicago,IL,2.6666666666666665
2016-10-16,Dallas,TX,2.3
2016-10-16,Detroit,MI,2.5
2016-10-16,Houston,TX,2.259259259259259
2016-10-16,Indianapolis,IN,2.0
2016-10-16,Jacksonville,FL,3.0
2016-10-16,Kansas City,KS,2.0
2016-10-16,Kansas City,MO,2.0
2016-10-16,Los Angeles,CA,2.6363636363636362
2016-10-16,Miami,FL,3.3333333333333335
2016-10-16,Minneapolis,MN,2.0
2016-10-16,Nashville,TN,2.8
2016-10-16,New York,NY,2.3333333333333335
2016-10-16,Philadelphia,PA,3.0
2016-10-16,Phoenix,AZ,2.0
2016-10-16,Pittsburgh,PA,3.0
2016-10-16,Portland,OR,2.0
2016-10-16,San Diego,CA,2.3333333333333335
2016-10-16,San Francisco,CA,3.0
2016-10-16,Seattle,WA,2.4285714285714284
2016-10-17,Atlanta,GA,2.52
2016-10-17,Boston,MA,2.0
2016-10-17,Charlotte,NC,2.0
2016-10-17,Chicago,IL,2.3529411764705883
2016-10-17,Dallas,TX,2.1285714285714286
2016-10-17,Denver,CO,3.0
2016-10-17,Detroit,MI,2.5
2016-10-17,Houston,TX,2.2560975609756095
2016-10-17,Indianapolis,IN,3.0
2016-10-17,Jacksonville,FL,2.5
2016-10-17,Kansas City,KS,2.0
2016-10-17,Kansas City,MO,2.0
2016-10-17,Las Vegas,NV,2.0
2016-10-17,Los Angeles,CA,2.47
2016-10-17,Miami,FL,2.392857142857143
2016-10-17,Minneapolis,MN,2.0
2016-10-17,Nashville,TN,2.0
2016-10-17,New York,NY,2.1666666666666665
2016-10-17,Philadelphia,PA,2.6
2016-10-17,Phoenix,AZ,2.25
2016-10-17,Pittsburgh,PA,2.4545454545454546
2016-10-17,Portland,OR,2.25
2016-10-17,San Antonio,TX,2.3666666666666667
2016-10-17,San Diego,CA,2.5
2016-10-17,San Francisco,CA,2.357142857142857
2016-10-17,Seattle,WA,2.2857142857142856
2016-10-17,Vancouver,WA,2.0
2016-10-18,Atlanta,GA,2.611111111111111
2016-10-18,Boston,MA,2.5
2016-10-18,Charlotte,NC,2.0
2016-10-18,Chicago,IL,2.25
2016-10-18,Dallas,TX,2.2054794520547945
2016-10-18,Denver,CO,2.0
2016-10-18,Detroit,MI,2.4444444444444446
2016-10-18,Houston,TX,2.3118279569892475
2016-10-18,Indianapolis,IN,2.0
2016-10-18,Jacksonville,FL,2.5714285714285716
2016-10-18,Kansas City,KS,2.0
2016-10-18,Kansas City,MO,2.125
2016-10-18,Los Angeles,CA,2.408450704225352
2016-10-18,Miami,FL,2.3902439024390243
2016-10-18,Minneapolis,MN,2.375
2016-10-18,Nashville,TN,2.0
2016-10-18,New York,NY,2.3333333333333335
2016-10-18,Philadelphia,PA,2.5
2016-10-18,Phoenix,AZ,2.25
2016-10-18,Pittsburgh,PA,2.5384615384615383
2016-10-18,Portland,OR,2.3333333333333335
2016-10-18,San Antonio,TX,2.3
2016-10-18,San Diego,CA,2.65
2016-10-18,San Francisco,CA,2.3333333333333335
2016-10-18,Seattle,WA,2.2916666666666665
2016-10-19,Albuquerque,NM,2.0
2016-10-19,Atlanta,GA,2.6440677966101696
2016-10-19,Boston,MA,2.272727272727273
2016-10-19,Charlotte,NC,2.0
2016-10-19,Chicago,IL,2.658536585365854
2016-10-19,Dallas,TX,2.1649484536082473
2016-10-19,Denver,CO,2.0
2016-10-19,Denver,PA,2.0
2016-10-19,Detroit,MI,2.3
2016-10-19,Houston,TX,2.2735849056603774
2016-10-19,Indianapolis,IN,3.0
2016-10-19,Jacksonville,FL,2.0
2016-10-19,Kansas City,MO,2.0
2016-10-19,Los Angeles,CA,2.3333333333333335
2016-10-19,Miami,FL,2.2758620689655173
2016-10-19,Minneapolis,MN,2.0
2016-10-19,Nashville,TN,2.0
2016-10-19,New York,NY,2.1
2016-10-19,Philadelphia,PA,2.0
2016-10-19,Phoenix,AZ,2.3333333333333335
2016-10-19,Pittsburgh,PA,2.2857142857142856
2016-10-19,Portland,OR,2.7777777777777777
2016-10-19,San Antonio,FL,2.0
