Start_Time,City,State,Average_Severity
2016-10-19,San Antonio,TX,2.2
2016-10-19,San Diego,CA,2.4375
2016-10-19,San Francisco,CA,2.272727272727273
2016-10-19,Seattle,WA,2.142857142857143
2016-10-20,Atlanta,GA,2.7222222222222223
2016-10-20,Boston,MA,2.0
2016-10-20,Charlotte,NC,2.0
2016-10-20,Chicago,IL,2.5
2016-10-20,Dallas,TX,2.3098591549295775
2016-10-20,Denver,CO,3.0
2016-10-20,Denver,PA,2.0
2016-10-20,Detroit,MI,2.676470588235294
2016-10-20,Houston,TX,2.3536585365853657
2016-10-20,Indianapolis,IN,2.8333333333333335
2016-10-20,Jacksonville,FL,2.5714285714285716
2016-10-20,Kansas City,KS,2.0
2016-10-20,Kansas City,MO,2.1
2016-10-20,Las Vegas,NV,2.0
2016-10-20,Los Angeles,CA,2.4305555555555554
2016-10-20,Miami,FL,2.606060606060606
2016-10-20,Minneapolis,MN,2.0
2016-10-20,Nashville,TN,2.0
2016-10-20,New York,NY,2.25
2016-10-20,Philadelphia,PA,2.0
2016-10-20,Phoenix,AZ,2.25
2016-10-20,Pittsburgh,PA,3.4
2016-10-20,Portland,OR,2.0
2016-10-20,San Antonio,FL,2.0
2016-10-20,San Antonio,TX,2.0
2016-10-20,San Diego,CA,2.638888888888889
2016-10-20,San Francisco,CA,2.2222222222222223
2016-10-20,Seattle,WA,2.3333333333333335
2016-10-21,Albuquerque,NM,2.0
2016-10-21,Atlanta,GA,2.9302325581395348
2016-10-21,Boston,MA,2.0
2016-10-21,Charlotte,NC,2.0392156862745097
2016-10-21,Chicago,IL,2.3636363636363638
2016-10-21,Dallas,TX,2.260869565217391
2016-10-21,Denver,CO,2.6666666666666665
2016-10-21,Denver,PA,2.0
2016-10-21,Detroit,MI,2.5294117647058822
2016-10-21,Houston,TX,2.371794871794872
2016-10-21,Indianapolis,IN,2.6666666666666665
2016-10-21,Kansas City,KS,2.5
2016-10-21,Kansas City,MO,2.0
2016-10-21,Las Vegas,NV,2.6666666666666665
2016-10-21,Los Angeles,CA,2.533333333333333
2016-10-21,Miami,FL,2.3461538461538463
2016-10-21,Minneapolis,MN,2.0
2016-10-21,Nashville,TN,2.0
2016-10-21,New York,NY,2.7777777777777777
2016-10-21,Philadelphia,PA,2.4615384615384617
2016-10-21,Phoenix,AZ,2.2857142857142856
2016-10-21,Pittsburgh,PA,3.0
2016-10-21,Portland,OR,2.0
2016-10-21,San Antonio,FL,3.0
2016-10-21,San Antonio,TX,2.193548387096774
2016-10-21,San Diego,CA,2.6666666666666665
2016-10-21,San Francisco,CA,2.3
2016-10-21,Seattle,WA,2.2
2016-10-22,Atlanta,GA,2.823529411764706
2016-10-22,Boston,MA,3.0
2016-10-22,Chicago,IL,2.857142857142857
2016-10-22,Dallas,TX,2.4
2016-10-22,Detroit,MI,2.6666666666666665
2016-10-22,Houston,TX,2.25
2016-10-22,Indianapolis,IN,2.0
2016-10-22,Jacksonville,FL,2.0
2016-10-22,Las Vegas,NV,3.5
2016-10-22,Los Angeles,CA,2.5555555555555554
2016-10-22,Miami,FL,2.727272727272727
2016-10-22,Nashville,TN,3.6666666666666665
2016-10-22,New York,NY,2.3333333333333335
2016-10-22,Philadelphia,PA,2.3333333333333335
2016-10-22,Phoenix,AZ,2.5
2016-10-22,Pittsburgh,PA,3.0
2016-10-22,San Antonio,TX,2.0
2016-10-22,San Diego,CA,2.6
2016-10-22,San Francisco,CA,2.0
2016-10-22,Seattle,WA,3.0
2016-10-23,Atlanta,GA,2.7857142857142856
2016-10-23,Chicago,IL,2.25
2016-10-23,Dallas,TX,2.5185185185185186
2016-10-23,Detroit,MI,2.8
2016-10-23,Houston,TX,2.289473684210526
2016-10-23,Indianapolis,IN,3.0
2016-10-23,Las Vegas,NV,2.0
2016-10-23,Los Angeles,CA,2.5217391304347827
2016-10-23,Miami,FL,2.8461538461538463
2016-10-23,Nashville,TN,3.0
2016-10-23,Phoenix,AZ,2.0
2016-10-23,Pittsburgh,PA,3.2
2016-10-23,Portland,OR,2.0
2016-10-23,San Diego,CA,2.6666666666666665
2016-10-23,San Francisco,CA,2.0
2016-10-23,Seattle,WA,2.4285714285714284
2016-10-24,Albuquerque,NM,2.0
2016-10-24,Atlanta,GA,2.619047619047619
2016-10-24,Boston,MA,2.0
2016-10-24,Charlotte,NC,2.0
2016-10-24,Chicago,IL,2.3125
2016-10-24,Dallas,TX,2.2719298245614037
2016-10-24,Denver,CO,2.3333333333333335
2016-10-24,Denver,PA,2.0
2016-10-24,Detroit,MI,2.3846153846153846
2016-10-24,Houston,TX,2.323943661971831
2016-10-24,Indianapolis,IN,2.25
2016-10-24,Jacksonville,FL,2.0
2016-10-24,Kansas City,KS,2.0
2016-10-24,Kansas City,MO,2.6666666666666665
2016-10-24,Las Vegas,NV,2.4285714285714284
2016-10-24,Los Angeles,CA,2.315068493150685
2016-10-24,Miami,FL,2.3333333333333335
2016-10-24,Minneapolis,MN,2.3333333333333335
2016-10-24,Nashville,TN,2.0
2016-10-24,New York,NY,2.3333333333333335
2016-10-24,Philadelphia,PA,2.6666666666666665
2016-10-24,Phoenix,AZ,2.75
2016-10-24,Pittsburgh,PA,2.25
2016-10-24,Portland,OR,2.0
2016-10-24,San Antonio,TX,2.2
2016-10-24,San Diego,CA,2.3703703703703702
2016-10-24,San Francisco,CA,2.4285714285714284
2016-10-24,Seattle,WA,2.185185185185185
2016-10-25,Albuquerque,NM,2.0
2016-10-25,Atlanta,GA,2.652173913043478
2016-10-25,Boston,MA,2.6
2016-10-25,Charlotte,NC,2.0
2016-10-25,Chicago,IL,2.5714285714285716
2016-10-25,Dallas,TX,2.3098591549295775
2016-10-25,Denver,CO,2.0
2016-10-25,Detroit,MI,2.2666666666666666
2016-10-25,Houston,TX,2.1785714285714284
2016-10-25,Indianapolis,IN,2.2222222222222223
2016-10-25,Jacksonville,FL,2.0
2016-10-25,Kansas City,KS,2.0
2016-10-25,Kansas City,MO,2.2
2016-10-25,Las Vegas,NV,2.0
2016-10-25,Los Angeles,CA,2.4069767441860463
2016-10-25,Miami,FL,2.488372093023256
2016-10-25,Minneapolis,MN,2.1
2016-10-25,Nashville,TN,2.0
2016-10-25,New York,NY,2.0
2016-10-25,Philadelphia,PA,2.2857142857142856
2016-10-25,Phoenix,AZ,2.0
2016-10-25,Pittsburgh,PA,2.3333333333333335
2016-10-25,San Antonio,TX,2.3333333333333335
2016-10-25,San Diego,CA,2.45
2016-10-25,San Francisco,CA,2.375
2016-10-25,Seattle,WA,2.3214285714285716
2016-10-26,Atlanta,GA,2.581818181818182
2016-10-26,Boston,MA,2.6666666666666665
2016-10-26,Charlotte,NC,2.0
2016-10-26,Chicago,IL,2.5217391304347827
2016-10-26,Dallas,TX,2.217391304347826
2016-10-26,Denver,CO,2.3333333333333335
2016-10-26,Detroit,MI,2.5
2016-10-26,Houston,TX,2.283464566929134
2016-10-26,Indianapolis,IN,2.0
2016-10-26,Jacksonville,FL,2.25
2016-10-26,Kansas City,KS,2.0
2016-10-26,Kansas City,MO,2.25
2016-10-26,Las Vegas,NV,2.0
2016-10-26,Los Angeles,CA,2.411764705882353
2016-10-26,Miami,FL,2.2962962962962963
2016-10-26,Minneapolis,MN,2.142857142857143
2016-10-26,Nashville,TN,2.2
2016-10-26,New York,NY,2.5
2016-10-26,Philadelphia,PA,2.0
2016-10-26,Phoenix,AZ,2.625
2016-10-26,Pittsburgh,PA,2.2
2016-10-26,Portland,OR,2.0
2016-10-26,San Antonio,FL,3.0
2016-10-26,San Antonio,TX,2.0952380952380953
2016-10-26,San Diego,CA,2.473684210526316
2016-10-26,San Francisco,CA,2.6
2016-10-26,Seattle,WA,2.2285714285714286
2016-10-26,Vancouver,WA,3.0
2016-10-27,Atlanta,GA,2.6382978723404253
2016-10-27,Boston,MA,2.0
2016-10-27,Charlotte,NC,2.0
2016-10-27,Chicago,IL,2.5384615384615383
2016-10-27,Dallas,TX,2.306122448979592
2016-10-27,Detroit,MI,2.4375
2016-10-27,Houston,TX,2.2771084337349397
2016-10-27,Indianapolis,IN,3.0
2016-10-27,Jacksonville,FL,2.0
2016-10-27,Kansas City,KS,3.0
2016-10-27,Las Vegas,NV,3.3333333333333335
2016-10-27,Los Angeles,CA,2.4444444444444446
2016-10-27,Miami,FL,2.473684210526316
2016-10-27,Minneapolis,MN,2.0
2016-10-27,Nashville,TN,2.0
2016-10-27,New York,NY,2.25
2016-10-27,Philadelphia,PA,2.4285714285714284
2016-10-27,Phoenix,AZ,2.6666666666666665
2016-10-27,Pittsburgh,PA,2.25
2016-10-27,Portland,OR,2.0
2016-10-27,San Antonio,FL,3.0
2016-10-27,San Antonio,TX,2.125
2016-10-27,San Diego,CA,2.6875
2016-10-27,San Francisco,CA,2.75
2016-10-27,Seattle,WA,2.2
2016-10-27,Vancouver,WA,2.0
2016-10-29,Atlanta,GA,3.0
2016-10-29,Dallas,TX,2.0
2016-10-29,Denver,CO,4.0
2016-10-29,Houston,TX,2.25
2016-10-29,Las Vegas,NV,2.0
2016-10-29,Los Angeles,CA,3.0
2016-10-29,Miami,FL,2.3333333333333335
2016-10-29,Nashville,TN,3.0
2016-10-29,Philadelphia,PA,2.25
2016-10-29,Portland,OR,4.0
2016-10-29,San Diego,CA,3.0
2016-10-29,Seattle,WA,3.0
2016-10-30,Atlanta,GA,2.6666666666666665
2016-10-30,Charlotte,NC,2.0
2016-10-30,Chicago,IL,2.25
2016-10-30,Dallas,TX,2.736842105263158
2016-10-30,Denver,CO,4.0
2016-10-30,Detroit,MI,2.727272727272727
2016-10-30,Houston,TX,2.2
2016-10-30,Indianapolis,IN,2.0
2016-10-30,Kansas City,MO,3.0
2016-10-30,Las Vegas,NV,2.0
2016-10-30,Los Angeles,CA,2.5757575757575757
2016-10-30,Miami,FL,2.857142857142857
2016-10-30,Nashville,TN,2.0
2016-10-30,New York,NY,3.0
2016-10-30,Philadelphia,PA,2.5
2016-10-30,Phoenix,AZ,2.0
2016-10-30,Pittsburgh,PA,3.5
2016-10-30,Portland,OR,2.0
2016-10-30,San Diego,CA,2.857142857142857
2016-10-30,San Francisco,CA,2.8333333333333335
2016-10-30,Seattle,WA,2.125
2016-10-31,Albuquerque,NM,2.0
2016-10-31,Atlanta,GA,2.697674418604651
2016-10-31,Boston,MA,2.3333333333333335
2016-10-31,Charlotte,NC,2.0392156862745097
2016-10-31,Chicago,IL,2.611111111111111
2016-10-31,Dallas,TX,2.2127659574468086
2016-10-31,Denver,CO,2.0
2016-10-31,Denver,PA,2.0
2016-10-31,Detroit,MI,2.3333333333333335
2016-10-31,Houston,TX,2.2151898734177213
2016-10-31,Indianapolis,IN,2.0
2016-10-31,Jacksonville,FL,2.0
2016-10-31,Kansas City,KS,2.6666666666666665
2016-10-31,Kansas City,MO,2.0
2016-10-31,Las Vegas,NV,3.0
2016-10-31,Los Angeles,CA,2.4324324324324325
2016-10-31,Miami,FL,2.6666666666666665
2016-10-31,Minneapolis,MN,2.0
2016-10-31,Nashville,TN,2.3333333333333335
2016-10-31,New York,NY,2.2857142857142856
2016-10-31,Philadelphia,PA,2.5
2016-10-31,Phoenix,AZ,2.6666666666666665
2016-10-31,Pittsburgh,PA,2.0
2016-10-31,San Antonio,TX,2.235294117647059
2016-10-31,San Diego,CA,2.5384615384615383
2016-10-31,San Francisco,CA,2.625
2016-10-31,Seattle,WA,2.2758620689655173
2017-01-01,Chicago,IL,3.0
2017-01-01,Dallas,TX,3.0
2017-01-01,Los Angeles,CA,2.0
2017-01-01,Miami,FL,3.0
2017-01-01,Philadelphia,PA,2.0
2017-01-01,Pittsburgh,PA,4.0
2017-01-02,Atlanta,GA,2.76
2017-01-02,Boston,MA,2.6666666666666665
2017-01-02,Chicago,IL,2.5
2017-01-02,Dallas,TX,2.0
2017-01-02,Denver,PA,2.0
2017-01-02,Detroit,MI,2.5
2017-01-02,Houston,TX,2.084507042253521
2017-01-02,Indianapolis,IN,2.5
2017-01-02,Jacksonville,FL,2.0
2017-01-02,Los Angeles,CA,2.357142857142857
2017-01-02,Miami,FL,2.0
2017-01-02,Minneapolis,MN,2.5555555555555554
2017-01-02,Nashville,TN,2.75
2017-01-02,New York,NY,2.4
2017-01-02,Philadelphia,PA,2.0
2017-01-02,Phoenix,AZ,2.5
2017-01-02,San Antonio,TX,2.6666666666666665
2017-01-02,San Diego,CA,2.3333333333333335
2017-01-02,San Francisco,CA,2.6
2017-01-02,Seattle,WA,2.25
2017-01-03,Atlanta,GA,2.603448275862069
2017-01-03,Boston,MA,2.0
2017-01-03,Charlotte,NC,2.0
2017-01-03,Chicago,IL,2.5714285714285716
2017-01-03,Dallas,TX,2.2666666666666666
2017-01-03,Denver,CO,2.0
2017-01-03,Detroit,MI,2.3
2017-01-03,Houston,TX,2.265625
2017-01-03,Indianapolis,IN,2.3333333333333335
2017-01-03,Jacksonville,FL,2.3333333333333335
2017-01-03,Kansas City,MO,2.111111111111111
2017-01-03,Las Vegas,NV,2.0
2017-01-03,Los Angeles,CA,2.391304347826087
2017-01-03,Miami,FL,2.1320754716981134
2017-01-03,Minneapolis,MN,2.0
2017-01-03,Nashville,TN,2.25
2017-01-03,New York,NY,2.5
2017-01-03,Philadelphia,PA,2.4444444444444446
2017-01-03,Phoenix,AZ,2.4
2017-01-03,Pittsburgh,PA,2.4
2017-01-03,Portland,OR,4.0
2017-01-03,San Antonio,FL,2.0
2017-01-03,San Antonio,TX,2.3125
2017-01-03,San Diego,CA,2.25
2017-01-03,San Francisco,CA,2.6666666666666665
2017-01-03,Seattle,WA,2.2142857142857144
2017-01-04,Atlanta,GA,2.7586206896551726
2017-01-04,Charlotte,NC,2.0
2017-01-04,Chicago,IL,2.75
2017-01-04,Dallas,TX,2.2916666666666665
2017-01-04,Denver,CO,2.0
2017-01-04,Denver,PA,3.0
2017-01-04,Detroit,MI,2.4
2017-01-04,Houston,TX,2.274193548387097
2017-01-04,Indianapolis,IN,2.5
2017-01-04,Jacksonville,FL,2.0
2017-01-04,Kansas City,KS,3.0
2017-01-04,Kansas City,MO,2.4
2017-01-04,Las Vegas,NV,2.0
2017-01-04,Los Angeles,CA,2.3666666666666667
2017-01-04,Miami,FL,2.2222222222222223
2017-01-04,Minneapolis,MN,2.0
2017-01-04,Nashville,TN,2.5
2017-01-04,New York,NY,2.4
2017-01-04,Philadelphia,PA,2.2857142857142856
2017-01-04,Pittsburgh,PA,3.0
2017-01-04,Portland,MI,3.0
2017-01-04,San Antonio,TX,2.5
2017-01-04,San Diego,CA,2.5454545454545454
2017-01-04,San Francisco,CA,3.3333333333333335
2017-01-04,Seattle,WA,2.235294117647059
2017-01-05,Atlanta,GA,2.7560975609756095
2017-01-05,Boston,MA,2.25
2017-01-05,Charlotte,NC,2.0
2017-01-05,Chicago,IL,2.5625
2017-01-05,Dallas,GA,2.0
2017-01-05,Dallas,TX,2.323529411764706
2017-01-05,Denver,CO,2.4
2017-01-05,Detroit,MI,2.5294117647058822
2017-01-05,Houston,TX,2.1755725190839694
2017-01-05,Indianapolis,IN,2.2
2017-01-05,Jacksonville,FL,2.0
2017-01-05,Kansas City,KS,2.142857142857143
2017-01-05,Kansas City,MO,2.1785714285714284
2017-01-05,Las Vegas,NV,2.0
2017-01-05,Los Angeles,CA,2.4363636363636365
2017-01-05,Miami,FL,2.0689655172413794
2017-01-05,Minneapolis,MN,2.2
2017-01-05,Nashville,TN,2.0
2017-01-05,New York,NY,2.2
2017-01-05,Philadelphia,PA,2.5
2017-01-05,Phoenix,AZ,2.0
2017-01-05,Pittsburgh,PA,2.0
2017-01-05,Portland,ME,2.0
2017-01-05,Portland,OR,2.0
2017-01-05,San Antonio,FL,2.5
2017-01-05,San Antonio,TX,2.1666666666666665
2017-01-05,San Diego,CA,2.3636363636363638
2017-01-05,San Francisco,CA,2.111111111111111
2017-01-05,Seattle,WA,2.3448275862068964
2017-01-06,Atlanta,GA,2.5625
2017-01-06,Boston,MA,2.5
2017-01-06,Charlotte,NC,2.0
2017-01-06,Charlotte,TN,4.0
2017-01-06,Chicago,IL,2.7857142857142856
2017-01-06,Dallas,TX,2.3739837398373984
2017-01-06,Denver,PA,2.0
2017-01-06,Detroit,MI,2.4285714285714284
2017-01-06,Houston,TX,2.1724137931034484
2017-01-06,Indianapolis,IN,2.1666666666666665
2017-01-06,Jacksonville,FL,2.6666666666666665
2017-01-06,Kansas City,KS,2.375
2017-01-06,Kansas City,MO,2.5833333333333335
2017-01-06,Las Vegas,NV,2.0
2017-01-06,Los Angeles,CA,2.5
2017-01-06,Miami,FL,2.2222222222222223
2017-01-06,Minneapolis,MN,2.0
2017-01-06,Nashville,TN,2.0
2017-01-06,New York,NY,2.4
2017-01-06,Philadelphia,PA,2.5
2017-01-06,Phoenix,AZ,2.1666666666666665
2017-01-06,Pittsburgh,PA,2.272727272727273
2017-01-06,Portland,OR,3.4
2017-01-06,San Antonio,FL,3.0
2017-01-06,San Antonio,TX,2.3333333333333335
2017-01-06,San Diego,CA,2.588235294117647
2017-01-06,San Francisco,CA,2.25
2017-01-06,Seattle,WA,2.3181818181818183
2017-01-07,Atlanta,GA,2.9583333333333335
2017-01-07,Chicago,IL,2.375
2017-01-07,Dallas,GA,2.0
2017-01-07,Dallas,TX,2.8333333333333335
2017-01-07,Denver,CO,4.0
2017-01-07,Denver,PA,2.0
2017-01-07,Detroit,MI,3.0
2017-01-07,Houston,TX,2.25
2017-01-07,Kansas City,MO,3.5
2017-01-07,Los Angeles,CA,2.526315789473684
2017-01-07,Miami,FL,2.727272727272727
2017-01-07,Minneapolis,MN,3.0
2017-01-07,New York,NY,2.0
2017-01-07,Philadelphia,PA,2.25
2017-01-07,Pittsburgh,PA,3.0
2017-01-07,San Diego,CA,2.4615384615384617
2017-01-07,San Francisco,CA,3.0
2017-01-07,Seattle,WA,2.3333333333333335
2017-01-08,Albuquerque,NM,4.0
2017-01-08,Atlanta,GA,3.0
2017-01-08,Chicago,IL,3.0
2017-01-08,Dallas,TX,2.888888888888889
2017-01-08,Detroit,MI,3.0
2017-01-08,Houston,TX,2.257142857142857
2017-01-08,Indianapolis,IN,3.0
2017-01-08,Las Vegas,NV,4.0
2017-01-08,Los Angeles,CA,2.6
2017-01-08,Miami,FL,2.5
2017-01-08,New York,NY,2.2
2017-01-08,Philadelphia,PA,2.5
2017-01-08,Phoenix,AZ,4.0
2017-01-08,Pittsburgh,PA,2.6666666666666665
2017-01-08,San Diego,CA,2.75
2017-01-08,San Francisco,CA,2.75
2017-01-08,Seattle,WA,2.6666666666666665
2017-01-09,Albuquerque,NM,2.0
2017-01-09,Atlanta,GA,2.52
2017-01-09,Boston,MA,2.5
2017-01-09,Charlotte,MI,4.0
2017-01-09,Charlotte,NC,2.235294117647059
2017-01-09,Chicago,IL,2.44
2017-01-09,Dallas,TX,2.2452830188679247
2017-01-09,Denver,CO,2.0
2017-01-09,Detroit,MI,2.6
2017-01-09,Houston,TX,2.109090909090909
2017-01-09,Indianapolis,IN,2.2
2017-01-09,Jacksonville,FL,2.0
2017-01-09,Kansas City,KS,2.0
2017-01-09,Kansas City,MO,2.0
2017-01-09,Las Vegas,NV,2.75
2017-01-09,Los Angeles,CA,2.4754098360655736
2017-01-09,Miami,FL,2.473684210526316
2017-01-09,Minneapolis,MN,2.25
2017-01-09,Nashville,TN,2.0
2017-01-09,New York,NY,2.2857142857142856
2017-01-09,Philadelphia,PA,2.875
2017-01-09,Phoenix,AZ,3.3333333333333335
2017-01-09,Pittsburgh,PA,2.1818181818181817
2017-01-09,San Antonio,FL,2.0
2017-01-09,San Antonio,TX,2.533333333333333
2017-01-09,San Diego,CA,2.3076923076923075
2017-01-09,San Francisco,CA,2.625
2017-01-09,Seattle,WA,2.1176470588235294
2017-01-10,Atlanta,GA,2.66
2017-01-10,Boston,MA,2.4
2017-01-10,Charlotte,NC,2.0454545454545454
2017-01-10,Chicago,IL,2.590909090909091
2017-01-10,Dallas,TX,2.324074074074074
2017-01-10,Denver,CO,2.0
2017-01-10,Detroit,MI,2.6666666666666665
2017-01-10,Houston,TX,2.168067226890756
2017-01-10,Indianapolis,IN,3.0
2017-01-10,Jacksonville,FL,2.6
2017-01-10,Kansas City,KS,2.5
2017-01-10,Kansas City,MO,2.4
2017-01-10,Las Vegas,NV,2.0
2017-01-10,Los Angeles,CA,2.45
2017-01-10,Miami,FL,2.4838709677419355
2017-01-10,Minneapolis,MN,2.076923076923077
2017-01-10,Nashville,TN,2.4
2017-01-10,New York,NY,2.3
2017-01-10,Phoenix,AZ,2.0
2017-01-10,Pittsburgh,PA,2.3636363636363638
2017-01-10,Portland,OR,3.5
2017-01-10,San Antonio,TX,2.210526315789474
2017-01-10,San Diego,CA,2.4
2017-01-10,San Francisco,CA,2.3333333333333335
2017-01-10,Seattle,WA,2.4444444444444446
2017-01-11,Atlanta,GA,2.6470588235294117
2017-01-11,Boston,MA,2.5
2017-01-11,Charlotte,NC,2.0
2017-01-11,Chicago,IL,2.764705882352941
2017-01-11,Dallas,GA,2.0
2017-01-11,Dallas,TX,2.141025641025641
2017-01-11,Denver,CO,2.0
2017-01-11,Detroit,MI,2.44
2017-01-11,Houston,TX,2.1376146788990824
2017-01-11,Indianapolis,IN,2.5
2017-01-11,Jacksonville,FL,2.4
2017-01-11,Kansas City,KS,2.5
2017-01-11,Kansas City,MO,3.3333333333333335
2017-01-11,Las Vegas,NV,3.0
2017-01-11,Los Angeles,CA,2.5
2017-01-11,Miami,FL,2.260869565217391
2017-01-11,Minneapolis,MN,2.2142857142857144
2017-01-11,Nashville,TN,2.0
2017-01-11,New York,NY,2.2222222222222223
2017-01-11,Philadelphia,PA,2.3333333333333335
2017-01-11,Phoenix,AZ,2.75
2017-01-11,Pittsburgh,PA,2.238095238095238
2017-01-11,Portland,OR,3.142857142857143
2017-01-11,San Antonio,FL,2.0
2017-01-11,San Antonio,TX,2.0
2017-01-11,San Diego,CA,2.5
2017-01-11,San Francisco,CA,2.4
2017-01-11,Seattle,WA,2.3125
2017-01-12,Albuquerque,NM,2.0
2017-01-12,Atlanta,GA,2.731707317073171
2017-01-12,Boston,MA,2.0
2017-01-12,Charlotte,NC,2.0357142857142856
2017-01-12,Chicago,IL,2.4375
2017-01-12,Dallas,TX,2.31
2017-01-12,Denver,CO,3.0
2017-01-12,Detroit,MI,2.6
2017-01-12,Houston,TX,2.187192118226601
2017-01-12,Indianapolis,IN,2.7142857142857144
2017-01-12,Jacksonville,FL,2.5
2017-01-12,Kansas City,KS,2.0
2017-01-12,Kansas City,MO,2.0
2017-01-12,Las Vegas,NV,2.0
2017-01-12,Los Angeles,CA,2.3373493975903616
2017-01-12,Miami,FL,2.3870967741935485
2017-01-12,Minneapolis,MN,2.0
2017-01-12,New York,NY,2.142857142857143
2017-01-12,Philadelphia,PA,2.2222222222222223
2017-01-12,Phoenix,AZ,2.076923076923077
2017-01-12,Pittsburgh,PA,3.0
2017-01-12,Portland,OR,2.5
2017-01-12,San Antonio,TX,2.380952380952381
2017-01-12,San Diego,CA,2.3703703703703702
2017-01-12,San Francisco,CA,2.272727272727273
2017-01-12,Seattle,WA,2.1333333333333333
2017-01-12,Vancouver,WA,3.0
2017-01-13,Atlanta,GA,2.82
2017-01-13,Boston,MA,2.0
2017-01-13,Charlotte,NC,2.0
2017-01-13,Chicago,IL,2.526315789473684
2017-01-13,Dallas,TX,2.2906976744186047
2017-01-13,Denver,CO,2.0
2017-01-13,Detroit,MI,2.619047619047619
2017-01-13,Houston,TX,2.128440366972477
2017-01-13,Jacksonville,FL,2.0
2017-01-13,Las Vegas,NV,2.25
2017-01-13,Los Angeles,CA,2.289473684210526
2017-01-13,Miami,FL,2.375
2017-01-13,Minneapolis,MN,2.0
2017-01-13,Nashville,TN,2.0
2017-01-13,New York,NY,2.4285714285714284
2017-01-13,Philadelphia,PA,2.1666666666666665
2017-01-13,Phoenix,AZ,2.2857142857142856
2017-01-13,Pittsburgh,PA,2.6
2017-01-13,Portland,OR,2.0
2017-01-13,San Antonio,TX,2.0416666666666665
2017-01-13,San Diego,CA,2.4693877551020407
2017-01-13,San Francisco,CA,2.3846153846153846
2017-01-13,Seattle,WA,2.0869565217391304
2017-01-13,Vancouver,WA,2.0
2017-01-14,Atlanta,GA,2.657142857142857
2017-01-14,Chicago,IL,2.6
2017-01-14,Dallas,TX,2.6363636363636362
2017-01-14,Denver,CO,2.0
2017-01-14,Detroit,MI,2.7142857142857144
2017-01-14,Houston,TX,2.32
2017-01-14,Jacksonville,FL,4.0
2017-01-14,Kansas City,MO,3.0
2017-01-14,Los Angeles,CA,2.411764705882353
2017-01-14,Miami,FL,2.5294117647058822
2017-01-14,New York,NY,2.5555555555555554
2017-01-14,Phoenix,AZ,4.0
2017-01-14,San Diego,CA,2.75
2017-01-14,San Francisco,CA,2.6666666666666665
2017-01-14,Seattle,WA,2.5
2017-01-14,Vancouver,WA,2.0
2017-01-15,Atlanta,GA,2.888888888888889
2017-01-15,Chicago,IL,2.75
2017-01-15,Dallas,TX,3.1
2017-01-15,Denver,CO,3.0
2017-01-15,Detroit,MI,3.0
2017-01-15,Houston,TX,2.188679245283019
2017-01-15,Jacksonville,FL,3.0
2017-01-15,Kansas City,KS,2.0
2017-01-15,Las Vegas,NV,4.0
2017-01-15,Los Angeles,CA,2.4375
2017-01-15,Miami,FL,2.888888888888889
2017-01-15,Minneapolis,MN,2.0
2017-01-15,New York,NY,2.6
2017-01-15,Philadelphia,PA,2.5
2017-01-15,Phoenix,AZ,2.0
2017-01-15,Pittsburgh,PA,3.0
2017-01-15,San Antonio,TX,2.75
2017-01-15,San Diego,CA,3.0
2017-01-15,San Francisco,CA,2.5555555555555554
2017-01-15,Seattle,WA,2.5
2017-01-16,Atlanta,GA,2.735294117647059
2017-01-16,Boston,MA,2.2
2017-01-16,Charlotte,NC,2.0
2017-01-16,Chicago,IL,2.8
2017-01-16,Dallas,TX,2.1818181818181817
2017-01-16,Denver,CO,2.5
2017-01-16,Detroit,MI,2.6315789473684212
2017-01-16,Houston,TX,2.110344827586207
2017-01-16,Indianapolis,IN,2.5
2017-01-16,Jacksonville,FL,2.0
2017-01-16,Kansas City,MO,2.0
2017-01-16,Las Vegas,NV,2.6666666666666665
2017-01-16,Los Angeles,CA,2.303030303030303
2017-01-16,Miami,FL,2.5142857142857142
2017-01-16,Minneapolis,MN,2.142857142857143
2017-01-16,Nashville,TN,2.0
2017-01-16,New York,NY,2.5
2017-01-16,Philadelphia,PA,2.4
2017-01-16,Pittsburgh,PA,2.3333333333333335
2017-01-16,Portland,OR,4.0
2017-01-16,San Antonio,FL,2.0
2017-01-16,San Antonio,TX,2.2
2017-01-16,San Diego,CA,2.6
2017-01-16,San Francisco,CA,2.0
2017-01-16,Seattle,WA,2.0
2017-01-17,Atlanta,GA,2.6666666666666665
2017-01-17,Charlotte,NC,2.0
2017-01-17,Chicago,IL,2.6923076923076925
2017-01-17,Dallas,TX,2.268292682926829
2017-01-17,Detroit,MI,2.6666666666666665
2017-01-17,Houston,TX,2.129032258064516
2017-01-17,Indianapolis,IN,2.5
2017-01-17,Jacksonville,FL,2.25
2017-01-17,Kansas City,MO,2.5
2017-01-17,Las Vegas,NV,2.142857142857143
2017-01-17,Los Angeles,CA,2.370967741935484
2017-01-17,Miami,FL,2.4054054054054053
2017-01-17,Minneapolis,MN,2.0
2017-01-17,Nashville,TN,2.3333333333333335
2017-01-17,New York,NY,2.0
2017-01-17,Philadelphia,PA,2.6666666666666665
2017-01-17,Phoenix,AZ,2.25
2017-01-17,Pittsburgh,PA,2.2222222222222223
2017-01-17,San Antonio,FL,4.0
2017-01-17,San Antonio,TX,2.2777777777777777
2017-01-17,San Diego,CA,2.5172413793103448
2017-01-17,San Francisco,CA,2.6
