Date,City,State,Weather_Score,Average_Severity
2016-10-05,Denver,CO,1.3145147100225187,2.0
2016-10-05,Jacksonville,FL,1.6409514275765973,2.0
2016-10-05,Miami,FL,1.7149917898193732,2.411764705882353
2016-10-05,Atlanta,GA,1.6000239780674963,2.5
2016-10-05,Chicago,IL,1.7473350803189898,2.6666666666666665
2016-10-05,Indianapolis,IN,1.7383090185130237,2.0
2016-10-05,Kansas City,KS,1.5360595612612005,2.25
2016-10-05,Kansas City,KS,1.5360595612612005,2.25
2016-10-05,Detroit,MI,1.498923159152363,2.5
2016-10-05,Minneapolis,MN,1.825961963732858,2.0
2016-10-05,Charlotte,NC,1.6888416810208278,2.3076923076923075
2016-10-05,Las Vegas,NV,1.3932807600073782,2.125
2016-10-05,New York,NY,2.0228363859663023,2.1666666666666665
2016-10-05,Portland,OR,2.4267836171462207,2.0
2016-10-05,Philadelphia,PA,2.001332093519406,2.0
2016-10-05,Pittsburgh,PA,1.962901710385029,2.6666666666666665
2016-10-05,Nashville,TN,1.617570023275087,2.0
2016-10-05,Dallas,TX,1.6734738523508597,2.2752293577981653
2016-10-05,Houston,TX,1.6609362549800748,2.324675324675325
2016-10-05,San Antonio,TX,1.6743960340470945,2.083333333333333
2016-10-05,Seattle,WA,1.7788176818950705,2.24
2016-10-06,Phoenix,AZ,1.4478521933293764,2.6
2016-10-06,Los Angeles,CA,1.6154609320582094,2.254237288135593
2016-10-06,San Diego,CA,1.7144346134724116,2.565217391304348
2016-10-06,San Francisco,CA,1.6576684518124332,2.5
2016-10-06,Denver,CO,1.5458588732644587,3.0
2016-10-06,Jacksonville,FL,1.8126160382747276,2.333333333333333
2016-10-06,Miami,FL,1.2713703416149018,2.5
2016-10-06,Atlanta,GA,1.8185015181706097,2.3846153846153846
2016-10-06,Chicago,IL,1.708488374537494,2.6666666666666665
2016-10-06,Indianapolis,IN,1.789562674452763,3.333333333333333
2016-10-06,Kansas City,KS,1.8828379953379923,2.0
2016-10-06,Kansas City,KS,1.8828379953379923,2.0
2016-10-06,Boston,MA,1.4913310961968695,2.0
2016-10-06,Portland,ME,,2.0
2016-10-06,Portland,ME,,2.0
2016-10-06,Detroit,MI,1.3296841952042555,2.4615384615384617
2016-10-06,Minneapolis,MN,1.5962027564649022,2.0
2016-10-06,Charlotte,NC,1.7100622892469055,2.0
2016-10-06,Albuquerque,NM,1.713170583790664,2.0
2016-10-06,Las Vegas,NV,1.7065310361681307,2.0
2016-10-06,New York,NY,2.250399213824433,2.125
2016-10-06,Philadelphia,PA,1.4367525703463184,2.2
2016-10-06,Pittsburgh,PA,1.3230162501012874,2.333333333333333
2016-10-06,Nashville,TN,1.2870673869254718,2.0
2016-10-06,Dallas,TX,1.4876374007486115,2.2222222222222223
2016-10-06,Houston,TX,1.5419808065419005,2.271428571428572
2016-10-06,San Antonio,TX,1.5011754571382354,2.2857142857142856
2016-10-06,Seattle,WA,1.886191605198424,2.3076923076923075
2016-10-06,Vancouver,WA,1.7779801554260342,2.5
2016-10-07,Phoenix,AZ,1.5217660729227531,2.090909090909091
2016-10-07,Los Angeles,CA,1.838537038563832,2.378787878787879
2016-10-07,San Diego,CA,1.8673408431472944,2.4375
2016-10-07,San Francisco,CA,1.8347576153742609,2.5
2016-10-07,Denver,CO,1.5174796159001869,2.75
2016-10-07,Denver,CO,1.5174796159001869,2.75
2016-10-07,Jacksonville,FL,1.117853787978723,2.0
2016-10-07,Miami,FL,1.6209538578018818,2.3125
2016-10-07,Atlanta,GA,1.5046105030530248,2.659090909090909
2016-10-07,Chicago,IL,1.7333721190476323,2.5294117647058822
2016-10-07,Indianapolis,IN,1.1789697807155777,3.0
2016-10-07,Boston,MA,1.8431730847615169,2.5
2016-10-07,Detroit,MI,1.61320702391113,2.357142857142857
2016-10-07,Minneapolis,MN,1.5041718930434462,2.0
2016-10-07,Kansas City,MO,1.6460131222808383,2.0
2016-10-07,Charlotte,NC,2.23866297198956,2.230769230769231
2016-10-07,Albuquerque,NM,1.528434472397405,2.0
2016-10-07,Las Vegas,NV,1.46246858816408,2.0588235294117645
2016-10-07,New York,NY,1.6197833086564215,2.375
2016-10-07,Portland,OR,1.9459203036053292,2.1666666666666665
2016-10-07,Philadelphia,PA,1.5280365947053982,2.6923076923076925
2016-10-07,Pittsburgh,PA,2.0232912422515064,2.625
2016-10-07,Nashville,TN,1.533801771923761,4.0
2016-10-07,Dallas,TX,1.692695401999345,2.328125
2016-10-07,Houston,TX,1.710081608663814,2.207317073170732
2016-10-07,San Antonio,TX,1.5216316872331968,2.555555555555556
2016-10-07,Seattle,WA,1.782599451303145,2.3448275862068964
2016-10-08,Los Angeles,CA,1.9677272779566644,2.65
2016-10-08,San Diego,CA,1.7178642755823614,2.8
2016-10-08,San Francisco,CA,1.7194152984901894,2.6666666666666665
2016-10-08,Miami,FL,1.611076245065303,2.833333333333333
2016-10-08,Atlanta,GA,1.526058162314044,2.333333333333333
2016-10-08,Chicago,IL,,2.571428571428572
2016-10-08,Indianapolis,IN,1.698771020969413,2.0
2016-10-08,Detroit,MI,1.7750769074570374,2.9166666666666665
2016-10-08,Kansas City,MO,1.5493410908511025,2.0
2016-10-08,Las Vegas,NV,1.90484246762141,2.0
2016-10-08,Portland,OR,2.006655160238933,4.0
2016-10-08,Philadelphia,PA,2.052849656816733,2.75
2016-10-08,Pittsburgh,PA,1.5211071728785035,3.0
2016-10-08,Dallas,TX,1.7361394039971274,2.4
2016-10-08,Houston,TX,1.7474644174936669,2.4285714285714284
2016-10-08,San Antonio,TX,1.8021118709835973,2.0
2016-10-08,Seattle,WA,1.6849005091621687,2.375
2016-10-09,Los Angeles,CA,2.0230049423302496,2.5
2016-10-09,San Diego,CA,1.704478629006111,4.0
2016-10-09,San Francisco,CA,1.9524796528051,2.0
2016-10-09,Denver,CO,1.8355368414131683,4.0
2016-10-09,Jacksonville,FL,1.5093290310458236,4.0
2016-10-09,Miami,FL,1.8327990311338287,2.6666666666666665
2016-10-09,Atlanta,GA,1.7540019994968676,3.0
2016-10-09,Detroit,MI,1.6645298531201849,2.0
2016-10-09,Las Vegas,NV,2.049653948309325,3.0
2016-10-09,Dallas,TX,1.680895171145952,3.0
2016-10-09,Seattle,WA,1.5652354691876564,2.0
2016-10-10,Phoenix,AZ,1.5857071365503277,2.0
2016-10-10,Los Angeles,CA,1.703127322821376,2.1621621621621623
2016-10-10,San Diego,CA,1.7531389053860085,2.5
2016-10-10,San Francisco,CA,1.7690663704342338,2.333333333333333
2016-10-10,Denver,CO,1.4651810424136842,3.0
2016-10-10,Denver,CO,1.4651810424136842,3.0
2016-10-10,Jacksonville,FL,1.8113130208384416,3.0
2016-10-10,Miami,FL,1.6157531120740445,2.5
2016-10-10,Atlanta,GA,1.4187580237922877,2.6
2016-10-10,Chicago,IL,1.9614506142479768,2.0
2016-10-10,Indianapolis,IN,1.919637857129702,2.0
2016-10-10,Detroit,MI,1.441713830200331,2.4
2016-10-10,Minneapolis,MN,1.6953286913583077,2.0
2016-10-10,Charlotte,NC,1.687440815938194,2.0
2016-10-10,Albuquerque,NM,1.5733412673047198,3.0
2016-10-10,Las Vegas,NV,1.7174967072769152,2.6666666666666665
2016-10-10,New York,NY,1.9252505402841087,2.333333333333333
2016-10-10,Portland,OR,1.8092241204589297,2.25
2016-10-10,Philadelphia,PA,1.8754831474200329,2.0
2016-10-10,Nashville,TN,1.64076179018857,2.0
2016-10-10,Dallas,TX,1.6061220438456876,2.25
2016-10-10,Houston,TX,1.2549929917960696,2.2222222222222223
2016-10-10,San Antonio,TX,1.3806382920497813,2.0
2016-10-10,Seattle,WA,1.8281321249430027,2.555555555555556
2016-10-11,Phoenix,AZ,1.4919283101927083,2.6
2016-10-11,Los Angeles,CA,1.6390934550995722,2.4
2016-10-11,San Diego,CA,1.7192078374827542,2.4186046511627906
2016-10-11,San Francisco,CA,1.893355855855852,2.6666666666666665
2016-10-11,Denver,CO,1.904323112035518,2.6666666666666665
2016-10-11,Jacksonville,FL,1.4183105247380157,2.5
2016-10-11,Miami,FL,1.298711759023644,2.4615384615384617
2016-10-11,Atlanta,GA,1.4155541768021287,2.8076923076923075
2016-10-11,Chicago,IL,1.8051561081438816,2.2142857142857144
2016-10-11,Indianapolis,IN,1.923798433330215,2.0
2016-10-11,Kansas City,KS,1.714312798185936,2.0
2016-10-11,Kansas City,KS,1.714312798185936,2.0
2016-10-11,Boston,MA,1.7825667532525595,2.6
2016-10-11,Detroit,MI,2.325647276874811,2.230769230769231
2016-10-11,Minneapolis,MN,1.3975436675138213,2.0
2016-10-11,Charlotte,NC,1.889717416493271,2.0
2016-10-11,Las Vegas,NV,1.6360669073850338,2.6666666666666665
2016-10-11,New York,NY,1.850577744250395,2.0
2016-10-11,Portland,OR,1.9296229786938697,2.0
2016-10-11,Philadelphia,PA,1.7581955449029527,2.125
2016-10-11,Pittsburgh,PA,1.7449862819550863,2.2
2016-10-11,Nashville,TN,1.429487604707235,2.0
2016-10-11,Dallas,TX,1.5552129986172918,2.1984126984126986
2016-10-11,Houston,TX,1.6196145621978677,2.2815533980582523
2016-10-11,San Antonio,TX,1.425677858325302,2.2962962962962963
2016-10-11,Seattle,WA,1.7630219339733384,2.380952380952381
2016-10-12,Phoenix,AZ,1.36589488148216,2.555555555555556
2016-10-12,Los Angeles,CA,1.710565936376372,2.453125
2016-10-12,San Diego,CA,1.7360855846695544,2.5294117647058822
2016-10-12,San Francisco,CA,1.6969364160346243,2.5454545454545454
2016-10-12,Denver,CO,1.5482502517623349,2.0
2016-10-12,Denver,CO,1.5482502517623349,2.0
2016-10-12,Portland,CT,1.7961865771584558,2.0
2016-10-12,Portland,CT,1.7961865771584558,2.0
2016-10-12,Jacksonville,FL,1.7898685346786565,3.0
2016-10-12,Miami,FL,1.3920513255786295,2.3548387096774195
2016-10-12,San Antonio,FL,1.8793200257291387,2.0
2016-10-12,San Antonio,FL,1.8793200257291387,2.0
2016-10-12,Atlanta,GA,1.6631972554248629,2.7209302325581395
2016-10-12,Chicago,IL,1.3906686191305906,2.25
2016-10-12,Indianapolis,IN,1.6919241833704546,2.25
2016-10-12,Kansas City,KS,1.7412503804182338,2.0
2016-10-12,Kansas City,KS,1.7412503804182338,2.0
2016-10-12,Boston,MA,1.6996759198660372,2.4
2016-10-12,Detroit,MI,1.671102823059829,2.5454545454545454
2016-10-12,Minneapolis,MN,1.8518513341699023,2.0
2016-10-12,Charlotte,NC,1.7967722503310173,2.0
2016-10-12,Las Vegas,NV,2.038809802956616,2.0
2016-10-12,New York,NY,2.155454620028757,2.571428571428572
2016-10-12,Philadelphia,PA,1.540003359405531,2.333333333333333
2016-10-12,Pittsburgh,PA,1.3299098501189068,2.333333333333333
2016-10-12,Dallas,TX,1.9895046364774036,2.323529411764706
2016-10-12,Houston,TX,1.6043370464372917,2.2054794520547945
2016-10-12,Seattle,WA,1.762170973181861,2.5625
2016-10-13,Phoenix,AZ,1.990599808227437,2.0
2016-10-13,Los Angeles,CA,1.831332371696755,2.5106382978723403
2016-10-13,San Diego,CA,1.844316519530269,2.4838709677419355
2016-10-13,San Francisco,CA,1.6272101548367788,2.3846153846153846
2016-10-13,Denver,CO,1.789049615456101,2.0
2016-10-13,Jacksonville,FL,1.2923405485520625,2.0
2016-10-13,Miami,FL,1.6133227482678802,2.4166666666666665
2016-10-13,Atlanta,GA,,2.5306122448979598
2016-10-13,Chicago,IL,,2.1923076923076925
2016-10-13,Indianapolis,IN,1.4362250047582488,2.0
2016-10-13,Kansas City,KS,1.46338611269637,2.0
2016-10-13,Kansas City,KS,1.46338611269637,2.0
2016-10-13,Boston,MA,1.8056834473769865,2.0
2016-10-13,Charlotte,MI,2.307521980863719,4.0
2016-10-13,Charlotte,MI,2.307521980863719,4.0
2016-10-13,Detroit,MI,1.9150132225771488,2.5
2016-10-13,Minneapolis,MN,1.6864944269029514,2.1538461538461537
2016-10-13,Las Vegas,NV,2.0174590450205896,2.0
2016-10-13,New York,NY,1.7757435455010195,2.1666666666666665
2016-10-13,Portland,OR,1.6744212346430642,2.2222222222222223
2016-10-13,Philadelphia,PA,1.7493370756996056,2.4444444444444446
2016-10-13,Pittsburgh,PA,1.862056720219437,2.142857142857143
2016-10-13,Dallas,TX,1.5827304038128582,2.3846153846153846
2016-10-13,Houston,TX,1.430103294971797,2.211764705882353
2016-10-13,San Antonio,TX,1.7576612166605796,2.2222222222222223
2016-10-13,Seattle,WA,1.8413528290349133,2.2641509433962264
2016-10-13,Vancouver,WA,2.247526233431513,2.0
2016-10-14,Phoenix,AZ,1.4577788875976398,2.0
2016-10-14,Los Angeles,CA,1.6711112638045071,2.4683544303797467
2016-10-14,San Diego,CA,1.8422101826622372,2.526315789473684
2016-10-14,San Francisco,CA,1.883396758001424,2.357142857142857
2016-10-14,Denver,CO,1.7063724373671416,2.0
2016-10-14,Denver,CO,1.7063724373671416,2.0
2016-10-14,Jacksonville,FL,1.804591024848066,2.0
2016-10-14,Miami,FL,1.6589212987626247,2.35
2016-10-14,Atlanta,GA,1.8022360637712929,2.6
2016-10-14,Chicago,IL,2.063365952219609,2.2142857142857144
2016-10-14,Indianapolis,IN,1.670212499769264,2.25
2016-10-14,Kansas City,KS,1.765679267012965,2.0
2016-10-14,Kansas City,KS,1.765679267012965,2.0
2016-10-14,Boston,MA,1.8146858633110656,2.333333333333333
2016-10-14,Portland,ME,1.9109399419500943,2.0
2016-10-14,Portland,ME,1.9109399419500943,2.0
2016-10-14,Detroit,MI,1.7775925680313378,2.090909090909091
2016-10-14,Minneapolis,MN,1.7705633673081689,2.071428571428572
2016-10-14,Charlotte,NC,1.733470316065282,2.0
2016-10-14,Las Vegas,NV,1.4161629371438986,2.1818181818181817
2016-10-14,New York,NY,1.472751145200807,2.375
2016-10-14,Philadelphia,PA,1.6697257626458728,2.272727272727273
2016-10-14,Pittsburgh,PA,,2.0
2016-10-14,Nashville,TN,1.4999624111943155,2.0
2016-10-14,Dallas,TX,1.497668677824008,2.22
2016-10-14,Houston,TX,1.3753793355008306,2.247619047619048
2016-10-14,San Antonio,TX,1.7340760636115915,2.3043478260869565
2016-10-14,Seattle,WA,1.6232310906026914,2.3448275862068964
2016-10-15,Phoenix,AZ,1.4507251811265118,3.5
2016-10-15,Los Angeles,CA,1.7238259963481697,2.735294117647059
2016-10-15,San Diego,CA,1.731889943262118,2.571428571428572
2016-10-15,San Francisco,CA,1.8572010563071824,2.6666666666666665
2016-10-15,Denver,CO,1.5358104863858704,3.0
2016-10-15,Denver,CO,1.5358104863858704,3.0
2016-10-15,Miami,FL,1.874862003129888,2.727272727272727
2016-10-15,Atlanta,GA,1.5193751441385144,2.875
2016-10-15,Chicago,IL,1.992378017609524,2.25
2016-10-15,Kansas City,KS,1.849110177042432,2.0
2016-10-15,Kansas City,KS,1.849110177042432,2.0
2016-10-15,Detroit,MI,1.8256340006671763,2.25
2016-10-15,Minneapolis,MN,2.104026679688604,2.0
2016-10-15,Las Vegas,NV,1.6262319143687858,2.0
2016-10-15,New York,NY,1.8573270436962388,2.25
2016-10-15,Portland,OR,1.3133196139011325,2.0
2016-10-15,Dallas,TX,1.7211545338503065,2.3
2016-10-15,Houston,TX,1.7381050731792889,2.175
2016-10-15,San Antonio,TX,1.585380939735912,2.0
2016-10-15,Seattle,WA,1.6209394603288585,2.333333333333333
2016-10-16,Phoenix,AZ,1.5486439830421868,2.0
2016-10-16,Los Angeles,CA,1.56311792237035,2.636363636363636
2016-10-16,San Diego,CA,1.547883758065543,2.333333333333333
2016-10-16,San Francisco,CA,1.4473949799442176,3.0
2016-10-16,Jacksonville,FL,1.4694908599385532,3.0
2016-10-16,Miami,FL,1.5352053237122638,3.333333333333333
2016-10-16,Atlanta,GA,1.5606005795345816,2.952380952380953
2016-10-16,Chicago,IL,1.824156907798085,2.6666666666666665
2016-10-16,Indianapolis,IN,1.4140082686027955,2.0
2016-10-16,Kansas City,KS,1.5137024762013656,2.0
2016-10-16,Kansas City,KS,1.5137024762013656,2.0
2016-10-16,Boston,MA,1.737287077726006,2.5
2016-10-16,Charlotte,MI,1.873719081454798,2.0
2016-10-16,Detroit,MI,1.463426868717418,2.5
2016-10-16,Minneapolis,MN,1.4205816726588951,2.0
2016-10-16,New York,NY,,2.333333333333333
2016-10-16,Portland,OR,1.508262162593963,2.0
2016-10-16,Philadelphia,PA,1.6298203723234883,3.0
2016-10-16,Pittsburgh,PA,,3.0
2016-10-16,Nashville,TN,1.7575372911276506,2.8
2016-10-16,Dallas,TX,1.783807466685435,2.3
2016-10-16,Houston,TX,1.7235028662311542,2.259259259259259
2016-10-16,Seattle,WA,1.533567915726174,2.4285714285714284
2016-10-17,Phoenix,AZ,1.7878367833086868,2.25
2016-10-17,Los Angeles,CA,1.86719245311292,2.47
2016-10-17,San Diego,CA,1.5860126083530364,2.5
2016-10-17,San Francisco,CA,1.5025339644843845,2.357142857142857
2016-10-17,Denver,CO,1.4979320787750596,3.0
2016-10-17,Jacksonville,FL,1.7559911925607286,2.5
2016-10-17,Miami,FL,1.620671533915302,2.392857142857143
2016-10-17,Atlanta,GA,1.518692858657196,2.52
2016-10-17,Chicago,IL,2.039652437919144,2.3529411764705883
2016-10-17,Indianapolis,IN,1.6518464140120148,3.0
2016-10-17,Kansas City,KS,1.693148175259657,2.0
2016-10-17,Kansas City,KS,1.693148175259657,2.0
2016-10-17,Boston,MA,1.5237443704459035,2.0
2016-10-17,Detroit,MI,1.6830206067198383,2.5
2016-10-17,Minneapolis,MN,1.8522300382459909,2.0
2016-10-17,Charlotte,NC,1.6563155970659655,2.0
2016-10-17,Las Vegas,NV,1.6446837342651088,2.0
2016-10-17,New York,NY,1.8275577722915413,2.1666666666666665
2016-10-17,Portland,OR,1.433893369175636,2.25
2016-10-17,Philadelphia,PA,1.5415355750395214,2.6
2016-10-17,Pittsburgh,PA,1.3206810989643272,2.4545454545454546
2016-10-17,Nashville,TN,1.6542506017990606,2.0
2016-10-17,Dallas,TX,1.5807194754563167,2.128571428571429
2016-10-17,Houston,TX,1.5819248826291077,2.256097560975609
2016-10-17,San Antonio,TX,1.5623139152817815,2.3666666666666667
2016-10-17,Seattle,WA,2.0377895817738576,2.2857142857142856
2016-10-17,Vancouver,WA,,2.0
2016-10-18,Phoenix,AZ,1.6805992527003253,2.25
2016-10-18,Los Angeles,CA,1.5519140026092988,2.408450704225352
2016-10-18,San Diego,CA,1.7373743310129308,2.65
2016-10-18,San Francisco,CA,1.9086784774114327,2.333333333333333
2016-10-18,Denver,CO,1.276496875866063,2.0
2016-10-18,Jacksonville,FL,1.9122709564650675,2.571428571428572
2016-10-18,Miami,FL,1.5440091955169757,2.3902439024390243
2016-10-18,Atlanta,GA,1.72846183176363,2.611111111111111
2016-10-18,Chicago,IL,1.5240104674617785,2.25
2016-10-18,Indianapolis,IN,1.4408528428093543,2.0
2016-10-18,Kansas City,KS,1.369124188953711,2.0
2016-10-18,Kansas City,KS,1.369124188953711,2.0
2016-10-18,Boston,MA,1.6025069450063405,2.5
2016-10-18,Detroit,MI,1.4834382215899848,2.4444444444444446
2016-10-18,Minneapolis,MN,1.4604432724365868,2.375
2016-10-18,Charlotte,NC,1.5030381383322535,2.0
2016-10-18,New York,NY,1.3219291758119402,2.333333333333333
2016-10-18,Portland,OR,2.0259900990098774,2.333333333333333
2016-10-18,Philadelphia,PA,1.6857990911418346,2.5
2016-10-18,Pittsburgh,PA,1.9990001538224909,2.5384615384615383
2016-10-18,Nashville,TN,1.900669752179449,2.0
2016-10-18,Dallas,TX,1.7325933451763749,2.2054794520547945
2016-10-18,Houston,TX,1.5136225929233549,2.3118279569892475
2016-10-18,San Antonio,TX,1.6516996912290476,2.3
2016-10-18,Seattle,WA,1.8694511702986187,2.2916666666666665
2016-10-19,Phoenix,AZ,1.519819171769644,2.333333333333333
2016-10-19,Los Angeles,CA,1.8855306142713169,2.333333333333333
2016-10-19,San Diego,CA,1.7336934986281256,2.4375
2016-10-19,San Francisco,CA,1.6666641344664617,2.272727272727273
2016-10-19,Denver,CO,1.516170387675726,2.0
2016-10-19,Denver,CO,1.516170387675726,2.0
2016-10-19,Jacksonville,FL,1.9625799936207389,2.0
2016-10-19,Miami,FL,1.789821636357972,2.2758620689655173
2016-10-19,San Antonio,FL,1.5871146992394995,2.0
2016-10-19,San Antonio,FL,1.5871146992394995,2.0
2016-10-19,Atlanta,GA,2.132798362182263,2.6440677966101696
2016-10-19,Chicago,IL,1.514156497817067,2.658536585365854
2016-10-19,Indianapolis,IN,1.521877543904697,3.0
2016-10-19,Boston,MA,1.447694418806513,2.272727272727273
2016-10-19,Detroit,MI,1.4432706573811702,2.3
2016-10-19,Minneapolis,MN,1.5632120579785187,2.0
2016-10-19,Kansas City,MO,1.8338799261131211,2.0
2016-10-19,Charlotte,NC,1.433486383610738,2.0
2016-10-19,Albuquerque,NM,1.4629940570880189,2.0
2016-10-19,New York,NY,1.4152740192993494,2.1
2016-10-19,Portland,OR,1.777332174491903,2.7777777777777777
2016-10-19,Philadelphia,PA,1.532715840565795,2.0
2016-10-19,Pittsburgh,PA,1.5799270027568617,2.2857142857142856
2016-10-19,Nashville,TN,2.13236611578769,2.0
2016-10-19,Dallas,TX,1.8759540185718704,2.1649484536082477
2016-10-19,Houston,TX,1.6405719855800625,2.2735849056603774
2016-10-19,Seattle,WA,1.6679043872927806,2.142857142857143
2016-10-20,Phoenix,AZ,1.7334671293952133,2.25
2016-10-20,Los Angeles,CA,2.0815068260695715,2.430555555555556
2016-10-20,San Diego,CA,1.7457022985534845,2.638888888888889
2016-10-20,San Francisco,CA,2.223259921165324,2.2222222222222223
2016-10-20,Denver,CO,1.1611395486557847,3.0
2016-10-20,Denver,CO,1.1611395486557847,3.0
2016-10-20,Jacksonville,FL,1.4368568467957767,2.571428571428572
2016-10-20,Miami,FL,1.5469232331947682,2.606060606060606
2016-10-20,San Antonio,FL,1.353891100373692,2.0
2016-10-20,San Antonio,FL,1.353891100373692,2.0
2016-10-20,Atlanta,GA,1.8781100495684184,2.7222222222222223
2016-10-20,Chicago,IL,1.814271208632789,2.5
2016-10-20,Indianapolis,IN,1.477713468317715,2.833333333333333
2016-10-20,Kansas City,KS,1.3147434795067985,2.0
2016-10-20,Kansas City,KS,1.3147434795067985,2.0
2016-10-20,Boston,MA,1.4980143881409556,2.0
2016-10-20,Detroit,MI,1.777403954963649,2.676470588235294
2016-10-20,Minneapolis,MN,1.5729531914986783,2.0
2016-10-20,Charlotte,NC,1.4219870354505677,2.0
2016-10-20,Las Vegas,NV,1.3161194130212457,2.0
2016-10-20,New York,NY,1.4181732377538814,2.25
2016-10-20,Portland,OR,2.218912381592792,2.0
2016-10-20,Philadelphia,PA,1.4792064878522302,2.0
2016-10-20,Pittsburgh,PA,2.1169195860434646,3.4
2016-10-20,Nashville,TN,1.3793906689648006,2.0
2016-10-20,Dallas,TX,1.5691605961831874,2.309859154929577
2016-10-20,Houston,TX,1.4114150301093635,2.3536585365853657
2016-10-20,Seattle,WA,1.708833733688618,2.333333333333333
2016-10-21,Phoenix,AZ,2.0612385093918646,2.2857142857142856
2016-10-21,Los Angeles,CA,1.9611480089330675,2.533333333333333
2016-10-21,San Diego,CA,1.7575320263058312,2.6666666666666665
2016-10-21,San Francisco,CA,1.582020541473945,2.3
2016-10-21,Denver,CO,1.846581584597168,2.6666666666666665
2016-10-21,Denver,CO,1.846581584597168,2.6666666666666665
2016-10-21,Miami,FL,1.7697934569884817,2.3461538461538463
2016-10-21,San Antonio,FL,1.6662100987733242,3.0
2016-10-21,San Antonio,FL,1.6662100987733242,3.0
2016-10-21,Atlanta,GA,1.5700538490317992,2.9302325581395348
2016-10-21,Chicago,IL,,2.363636363636364
2016-10-21,Indianapolis,IN,2.104572209792458,2.6666666666666665
2016-10-21,Kansas City,KS,1.6785135595607903,2.5
2016-10-21,Kansas City,KS,1.6785135595607903,2.5
2016-10-21,Boston,MA,1.4949301324941089,2.0
2016-10-21,Detroit,MI,,2.5294117647058822
2016-10-21,Minneapolis,MN,1.623750662589399,2.0
2016-10-21,Charlotte,NC,1.1492103337595625,2.0392156862745097
2016-10-21,Albuquerque,NM,1.2955090283406845,2.0
2016-10-21,Las Vegas,NV,2.031193264192183,2.6666666666666665
2016-10-21,New York,NY,1.7834501557631512,2.7777777777777777
2016-10-21,Portland,OR,1.383367851593002,2.0
2016-10-21,Philadelphia,PA,1.5742466225297878,2.4615384615384617
2016-10-21,Pittsburgh,PA,1.7189083024143863,3.0
2016-10-21,Nashville,TN,1.5163713865874324,2.0
2016-10-21,Dallas,TX,1.4473880930321086,2.260869565217391
2016-10-21,Houston,TX,1.7437212542800689,2.371794871794872
2016-10-21,Seattle,WA,1.6288628448027844,2.2
2016-10-22,Phoenix,AZ,1.7235963539969124,2.5
2016-10-22,Los Angeles,CA,1.6192076725490694,2.555555555555556
2016-10-22,San Diego,CA,1.8887600097805484,2.6
2016-10-22,San Francisco,CA,1.938154349499614,2.0
2016-10-22,Jacksonville,FL,1.8294606168374457,2.0
2016-10-22,Miami,FL,1.7588242817045323,2.727272727272727
2016-10-22,Atlanta,GA,1.6247079401827356,2.823529411764706
2016-10-22,Chicago,IL,,2.857142857142857
2016-10-22,Indianapolis,IN,1.783116709142668,2.0
2016-10-22,Boston,MA,1.5222073188315823,3.0
2016-10-22,Detroit,MI,,2.6666666666666665
2016-10-22,Las Vegas,NV,1.6261465421974062,3.5
2016-10-22,New York,NY,2.062896175263062,2.333333333333333
2016-10-22,Philadelphia,PA,2.037092975736422,2.333333333333333
2016-10-22,Pittsburgh,PA,1.818569862155389,3.0
2016-10-22,Nashville,TN,1.355204525508594,3.6666666666666665
2016-10-22,Dallas,TX,1.6193522709060038,2.4
2016-10-22,Houston,TX,1.4353582409441112,2.25
2016-10-22,San Antonio,TX,1.6213362351667948,2.0
2016-10-22,Seattle,WA,1.852305133079856,3.0
2016-10-23,Phoenix,AZ,1.8331764832629864,2.0
2016-10-23,Los Angeles,CA,1.5543312252624346,2.5217391304347827
2016-10-23,San Diego,CA,1.9490212835925824,2.6666666666666665
2016-10-23,San Francisco,CA,1.4751583863700857,2.0
2016-10-23,Miami,FL,1.955737638256343,2.8461538461538463
2016-10-23,Atlanta,GA,1.248736772229562,2.7857142857142856
2016-10-23,Chicago,IL,1.7154745576157882,2.25
2016-10-23,Indianapolis,IN,1.6487557900154357,3.0
2016-10-23,Detroit,MI,1.81891441199015,2.8
2016-10-23,Las Vegas,NV,1.626898915134135,2.0
2016-10-23,Portland,OR,2.0919269361825954,2.0
2016-10-23,Pittsburgh,PA,1.3856386012948836,3.2
2016-10-23,Nashville,TN,1.852891116475432,3.0
2016-10-23,Dallas,TX,1.532347402597398,2.5185185185185186
2016-10-23,Houston,TX,1.665825847890278,2.289473684210526
2016-10-23,Seattle,WA,1.26161953041623,2.4285714285714284
2016-10-24,Phoenix,AZ,1.777722745098037,2.75
2016-10-24,Los Angeles,CA,2.0344852389519748,2.315068493150685
2016-10-24,San Diego,CA,1.5304709381833044,2.3703703703703702
2016-10-24,San Francisco,CA,1.631792588042574,2.4285714285714284
2016-10-24,Denver,CO,1.471624466805204,2.333333333333333
2016-10-24,Denver,CO,1.471624466805204,2.333333333333333
2016-10-24,Jacksonville,FL,1.3220849815335922,2.0
2016-10-24,Miami,FL,1.500636596086388,2.333333333333333
2016-10-24,Atlanta,GA,1.8714107151048105,2.619047619047619
2016-10-24,Chicago,IL,2.127227452988756,2.3125
2016-10-24,Indianapolis,IN,1.18170948485345,2.25
2016-10-24,Kansas City,KS,1.5098594136111618,2.0
2016-10-24,Kansas City,KS,1.5098594136111618,2.0
2016-10-24,Boston,MA,1.411805555555536,2.0
2016-10-24,Detroit,MI,1.830913954189266,2.3846153846153846
