City,Date,Score
Vancouver,2016-07-02,1.4322924441458946
Albuquerque,2016-07-03,1.370459939244352
Atlanta,2016-07-03,1.380312612734485
Boston,2016-07-03,1.7320853462157781
Charlotte,2016-07-03,1.4136293301387588
Chicago,2016-07-03,1.393273004679646
Dallas,2016-07-03,1.5401125472610513
Denver,2016-07-03,1.3379012269225674
Detroit,2016-07-03,1.3424213327942875
Houston,2016-07-03,1.5665626413819873
Indianapolis,2016-07-03,1.612760416666667
Jacksonville,2016-07-03,1.5632970126456367
Kansas City,2016-07-03,1.7081685126582324
Las Vegas,2016-07-03,1.502169657559565
Los Angeles,2016-07-03,1.515061096902531
Miami,2016-07-03,1.578977970861858
Minneapolis,2016-07-03,1.4750216262975735
Nashville,2016-07-03,1.5175802717103217
New York,2016-07-03,1.4588375083557046
Philadelphia,2016-07-03,1.5269956351756695
Phoenix,2016-07-03,1.448024230072461
Pittsburgh,2016-07-03,1.6319922630560957
Portland,2016-07-03,1.708451191438296
San Antonio,2016-07-03,1.591852823102827
San Diego,2016-07-03,1.4769324986390766
San Francisco,2016-07-03,1.5826270360844787
Seattle,2016-07-03,1.5155652146070446
Vancouver,2016-07-03,1.5882458185089763
Albuquerque,2016-07-04,1.2964684671945723
Atlanta,2016-07-04,1.6923403426791261
Boston,2016-07-04,1.626298460844926
Charlotte,2016-07-04,1.7530320248597173
Chicago,2016-07-04,1.5396460423634348
Dallas,2016-07-04,1.2783484395127656
Denver,2016-07-04,1.6764950857904335
Detroit,2016-07-04,1.485462261503922
Houston,2016-07-04,1.5329466914555507
Indianapolis,2016-07-04,1.6056839402427636
Jacksonville,2016-07-04,1.5495401830207427
Kansas City,2016-07-04,1.8393075980392146
Las Vegas,2016-07-04,1.391180784745139
Los Angeles,2016-07-04,1.6255506837874523
Miami,2016-07-04,1.6646839080459686
Minneapolis,2016-07-04,1.7645909228901067
Nashville,2016-07-04,1.4521312550443881
New York,2016-07-04,1.421855642018739
Philadelphia,2016-07-04,1.4519572492458537
Phoenix,2016-07-04,1.3010640602708599
Pittsburgh,2016-07-04,1.5320942078754571
Portland,2016-07-04,1.5189648993756935
San Antonio,2016-07-04,1.692394364909585
San Diego,2016-07-04,1.70033539731682
San Francisco,2016-07-04,1.7345417510975978
Seattle,2016-07-04,1.4850201999910628
Vancouver,2016-07-04,1.62840618703622
Albuquerque,2016-07-05,1.333461858597728
Atlanta,2016-07-05,1.3351887192536027
Boston,2016-07-05,1.338849580712785
Charlotte,2016-07-05,1.5849400871459685
Chicago,2016-07-05,1.5874537847830315
Dallas,2016-07-05,1.4003218157181574
Denver,2016-07-05,1.389290565790003
Detroit,2016-07-05,1.6191757858598843
Houston,2016-07-05,1.8476790419725186
Indianapolis,2016-07-05,1.6225437464142345
Jacksonville,2016-07-05,1.4870228944948087
Kansas City,2016-07-05,1.6720410067422438
Las Vegas,2016-07-05,1.4490093742811054
Los Angeles,2016-07-05,1.620405766196831
Miami,2016-07-05,1.637170623266427
Minneapolis,2016-07-05,1.4420917646108513
Nashville,2016-07-05,1.5932141806912659
New York,2016-07-05,1.6446380825057272
Philadelphia,2016-07-05,1.736706349206346
Phoenix,2016-07-05,1.4240698843640036
Pittsburgh,2016-07-05,1.7516454437997035
Portland,2016-07-05,1.4884882478632442
San Antonio,2016-07-05,1.6755825172681174
San Diego,2016-07-05,1.5526208582292258
San Francisco,2016-07-05,1.693413872018305
Seattle,2016-07-05,1.3642543859648968
Vancouver,2016-07-05,1.5578415915915906
Albuquerque,2016-07-06,1.5640119624351325
Atlanta,2016-07-06,1.5960212759781731
Boston,2016-07-06,1.329655930591869
Charlotte,2016-07-06,1.5891202104632967
Chicago,2016-07-06,1.3782751789365983
Dallas,2016-07-06,1.4699966171659586
Denver,2016-07-06,1.6798402780762456
Detroit,2016-07-06,1.4841178857186
Houston,2016-07-06,1.6020579854828252
Indianapolis,2016-07-06,1.491371298551467
Jacksonville,2016-07-06,1.3892510944340235
Kansas City,2016-07-06,1.5877544728351176
Las Vegas,2016-07-06,1.5034740610794834
Los Angeles,2016-07-06,1.6313625204582642
Miami,2016-07-06,1.5875828424153282
Minneapolis,2016-07-06,1.5596552519888867
Nashville,2016-07-06,1.6485498606669229
New York,2016-07-06,1.4500462893925847
Philadelphia,2016-07-06,1.4222967754966234
Phoenix,2016-07-06,1.5331579796912578
Pittsburgh,2016-07-06,1.4908415217938928
Portland,2016-07-06,1.471507936507932
San Antonio,2016-07-06,1.8538554232395081
San Diego,2016-07-06,1.645372453443319
San Francisco,2016-07-06,1.5120237554358393
Seattle,2016-07-06,1.6574537207777584
Vancouver,2016-07-06,1.4772458628841616
Albuquerque,2016-07-07,1.3767014438220642
Atlanta,2016-07-07,1.8587821333712682
Boston,2016-07-07,1.2845585291931096
Charlotte,2016-07-07,1.4094226579520661
Chicago,2016-07-07,1.4593771566597624
Dallas,2016-07-07,1.5415913291546093
Denver,2016-07-07,1.4548366431774498
Detroit,2016-07-07,1.5670800264550249
Houston,2016-07-07,1.7288179142693822
Indianapolis,2016-07-07,1.4624719416386107
Jacksonville,2016-07-07,1.626868961352656
Kansas City,2016-07-07,1.3895453861207259
Las Vegas,2016-07-07,1.4627642514502455
Los Angeles,2016-07-07,1.4260162497546338
Miami,2016-07-07,1.6574787408332043
Minneapolis,2016-07-07,1.48464243561065
Nashville,2016-07-07,1.7187787831614438
New York,2016-07-07,1.5052460332065494
Philadelphia,2016-07-07,1.4726047102903717
Phoenix,2016-07-07,1.3473950026581536
Pittsburgh,2016-07-07,1.7937900641025672
Portland,2016-07-07,1.5951214202786401
San Antonio,2016-07-07,1.7293232246169428
San Diego,2016-07-07,1.9340614886731353
San Francisco,2016-07-07,1.620150273224037
Seattle,2016-07-07,1.695076624367231
Vancouver,2016-07-07,1.5300925925925901
Albuquerque,2016-07-08,1.3052701652855359
Atlanta,2016-07-08,1.5629813013915226
Boston,2016-07-08,1.4615240240240275
Charlotte,2016-07-08,1.6781127916798664
Chicago,2016-07-08,1.7001420830029066
Dallas,2016-07-08,1.5258979708721911
Denver,2016-07-08,1.3689720785051531
Detroit,2016-07-08,1.5361413271294453
Houston,2016-07-08,1.5684249084249098
Indianapolis,2016-07-08,1.7080920564216777
Jacksonville,2016-07-08,1.5610116642422294
Kansas City,2016-07-08,1.7127162838367387
Las Vegas,2016-07-08,1.266225835340622
Los Angeles,2016-07-08,1.6803242743175701
Miami,2016-07-08,1.4273601882613511
Minneapolis,2016-07-08,1.4643855643675396
Nashville,2016-07-08,1.6471009305654953
New York,2016-07-08,1.4245547450052596
Philadelphia,2016-07-08,1.2544898672257134
Phoenix,2016-07-08,1.3236354065435707
Pittsburgh,2016-07-08,1.8071869197693688
Portland,2016-07-08,1.5505571705426378
San Antonio,2016-07-08,1.7275902097854463
San Diego,2016-07-08,1.593618962736608
San Francisco,2016-07-08,1.7365474339035776
Seattle,2016-07-08,1.695709011452683
Vancouver,2016-07-08,1.8268887808041454
Albuquerque,2016-07-09,1.439980670163597
Atlanta,2016-07-09,1.2239309542138643
Boston,2016-07-09,1.3736930031446604
Charlotte,2016-07-09,1.6615126838600693
Chicago,2016-07-09,1.6031388763452985
Dallas,2016-07-09,1.3015713134568896
Denver,2016-07-09,1.4533530511851003
Detroit,2016-07-09,1.4592515969802524
Houston,2016-07-09,1.4200964691527505
Indianapolis,2016-07-09,1.3770313398822835
Jacksonville,2016-07-09,1.5818096281316731
Kansas City,2016-07-09,1.657008508249112
Las Vegas,2016-07-09,1.5537005729313402
Los Angeles,2016-07-09,1.6579840269441093
Miami,2016-07-09,1.4386044915171161
Minneapolis,2016-07-09,1.3991621725731904
Nashville,2016-07-09,1.4700455852839212
New York,2016-07-09,1.4773355929562135
Philadelphia,2016-07-09,1.5724462365591436
Phoenix,2016-07-09,1.4917558268032913
Pittsburgh,2016-07-09,1.842826617826609
Portland,2016-07-09,1.6447196016771437
San Antonio,2016-07-09,1.570437708255311
San Diego,2016-07-09,1.5094244149272584
San Francisco,2016-07-09,1.8426875692137268
Seattle,2016-07-09,1.7195128521609542
Vancouver,2016-07-09,1.6101855600539803
Albuquerque,2016-07-10,1.2536208328818572
Atlanta,2016-07-10,1.3897425567833055
Boston,2016-07-10,1.708326805065939
Charlotte,2016-07-10,1.5707860337117308
Chicago,2016-07-10,1.3678699712643612
Dallas,2016-07-10,1.6917323775388287
Denver,2016-07-10,1.4500066945810386
Detroit,2016-07-10,1.4489655875525427
Houston,2016-07-10,1.7147269303201391
Indianapolis,2016-07-10,1.284236919948234
Jacksonville,2016-07-10,1.6589016710718285
Kansas City,2016-07-10,1.6747737842483037
Las Vegas,2016-07-10,1.5203137506366875
Los Angeles,2016-07-10,1.6823565341275297
Miami,2016-07-10,1.542833223539748
Minneapolis,2016-07-10,1.3359765748654588
Nashville,2016-07-10,1.354654993065188
New York,2016-07-10,1.6438336176708253
Philadelphia,2016-07-10,1.5160197838868588
Phoenix,2016-07-10,1.5735276307138648
Pittsburgh,2016-07-10,1.555634744659129
Portland,2016-07-10,1.6525303341023507
San Antonio,2016-07-10,1.473644928130288
San Diego,2016-07-10,1.8065335804132978
San Francisco,2016-07-10,1.582943196004992
Seattle,2016-07-10,1.546492616033753
Vancouver,2016-07-10,1.710343799682038
Albuquerque,2016-07-11,1.4426371116365162
Atlanta,2016-07-11,1.284366434745937
Boston,2016-07-11,1.4723552009456247
Charlotte,2016-07-11,1.2549496321914755
Chicago,2016-07-11,1.7616830065359486
Dallas,2016-07-11,1.6330874741200854
Denver,2016-07-11,1.366967566197899
Detroit,2016-07-11,1.4503909229595733
Houston,2016-07-11,1.6426600969511311
Indianapolis,2016-07-11,1.481061973525873
Jacksonville,2016-07-11,1.4247722914669143
Kansas City,2016-07-11,1.519993396008478
Las Vegas,2016-07-11,1.3373536501377368
Los Angeles,2016-07-11,1.5516238880652298
Miami,2016-07-11,1.5961859305125543
Minneapolis,2016-07-11,1.6406644570707136
Nashville,2016-07-11,1.2754800916138067
New York,2016-07-11,1.4470990883504609
Philadelphia,2016-07-11,1.541289623630096
Phoenix,2016-07-11,1.6415231545692688
Pittsburgh,2016-07-11,1.487367765232429
Portland,2016-07-11,1.560134151618868
San Antonio,2016-07-11,1.5824553001277124
San Diego,2016-07-11,1.6316693722943734
San Francisco,2016-07-11,1.6262206543456539
Seattle,2016-07-11,1.533643535539218
Vancouver,2016-07-11,1.3282595268398583
Albuquerque,2016-07-12,1.310366475196378
Atlanta,2016-07-12,1.4795055910720647
Boston,2016-07-12,1.7648888114603083
Charlotte,2016-07-12,1.6171512087930495
Chicago,2016-07-12,1.5110695410674815
Dallas,2016-07-12,1.5408913572184362
Denver,2016-07-12,1.2647773483240208
Detroit,2016-07-12,1.5996344984227564
Houston,2016-07-12,1.6232963384035837
Indianapolis,2016-07-12,1.516894867930631
Jacksonville,2016-07-12,1.5710809220019273
Kansas City,2016-07-12,1.4494473104740204
Las Vegas,2016-07-12,1.3349613617114329
Los Angeles,2016-07-12,1.669222601125934
Miami,2016-07-12,1.6094396741182428
Minneapolis,2016-07-12,1.7381095059673488
Nashville,2016-07-12,1.6542255453069312
New York,2016-07-12,1.442071674030428
Philadelphia,2016-07-12,1.5686290281966142
Phoenix,2016-07-12,1.397282400969813
Pittsburgh,2016-07-12,1.2778421529609558
Portland,2016-07-12,1.674228453854123
San Antonio,2016-07-12,1.4919954312734367
San Diego,2016-07-12,1.8391906220986414
San Francisco,2016-07-12,1.7141853487433316
Seattle,2016-07-12,1.3535677443711789
Vancouver,2016-07-12,1.3052052849027425
Albuquerque,2016-07-13,1.4388021543224454
Atlanta,2016-07-13,1.532751284045182
Boston,2016-07-13,1.7065905660042413
Charlotte,2016-07-13,1.5989902259812794
Chicago,2016-07-13,1.7120041635025927
Dallas,2016-07-13,1.520139221325155
Denver,2016-07-13,1.3132731442866235
Detroit,2016-07-13,1.865572089041041
Houston,2016-07-13,1.5131933656649856
Indianapolis,2016-07-13,1.539914611065693
Jacksonville,2016-07-13,1.555884172226842
Kansas City,2016-07-13,1.23405677913998
Las Vegas,2016-07-13,1.1838309266842915
Los Angeles,2016-07-13,1.6750005601321303
Miami,2016-07-13,1.6269272646117194
Minneapolis,2016-07-13,1.5724572882246284
Nashville,2016-07-13,1.5200557603692302
New York,2016-07-13,1.4357351965619616
Philadelphia,2016-07-13,1.4320091032703397
Phoenix,2016-07-13,1.382293369965438
Pittsburgh,2016-07-13,1.6263084208658354
Portland,2016-07-13,1.6883844022749226
San Antonio,2016-07-13,1.6978679680480124
San Diego,2016-07-13,1.7600558833788462
San Francisco,2016-07-13,1.7916320487734572
Seattle,2016-07-13,1.3940997259584684
Vancouver,2016-07-13,1.5305989583333277
Albuquerque,2016-07-14,1.617558702314779
Atlanta,2016-07-14,1.8668169157576875
Boston,2016-07-14,1.8421795534867647
Charlotte,2016-07-14,1.4652266593056062
Chicago,2016-07-14,1.3256389041502088
Dallas,2016-07-14,1.8861234542862024
Denver,2016-07-14,1.5093080145163469
Detroit,2016-07-14,1.6172960315659382
Houston,2016-07-14,1.4779113588737653
Indianapolis,2016-07-14,1.4984198315509443
Jacksonville,2016-07-14,1.2915917799606147
Kansas City,2016-07-14,1.661439546100455
Las Vegas,2016-07-14,1.2591772120267093
Los Angeles,2016-07-14,1.3015381275777602
Miami,2016-07-14,1.6784462919745937
Minneapolis,2016-07-14,1.8815871710526295
Nashville,2016-07-14,1.6246303996303797
New York,2016-07-14,1.719628300997039
Philadelphia,2016-07-14,1.719318824070945
Phoenix,2016-07-14,1.3387636937719134
Pittsburgh,2016-07-14,1.6793754326756543
Portland,2016-07-14,1.2519284016526029
San Antonio,2016-07-14,1.4966615309574847
San Diego,2016-07-14,1.4752164687117248
San Francisco,2016-07-14,1.4854574913247591
Seattle,2016-07-14,1.4789148843389301
Vancouver,2016-07-14,1.5471543350789927
Albuquerque,2016-07-15,1.2943003809994729
Atlanta,2016-07-15,1.7139038231780164
Boston,2016-07-15,1.5219451677669855
Charlotte,2016-07-15,1.5392113128849134
Chicago,2016-07-15,1.4189703845744162
Dallas,2016-07-15,1.6169831618118926
Denver,2016-07-15,1.9685710638902876
Detroit,2016-07-15,1.5604210434173453
Houston,2016-07-15,1.5504152265968063
Indianapolis,2016-07-15,1.4443136070853468
Jacksonville,2016-07-15,1.649608685011387
Kansas City,2016-07-15,1.8627838150250158
Las Vegas,2016-07-15,1.321555869982064
Los Angeles,2016-07-15,1.522661753747108
Miami,2016-07-15,1.636895956607499
Minneapolis,2016-07-15,1.8567324662369513
Nashville,2016-07-15,1.5460294435281166
New York,2016-07-15,1.6486274972471275
Philadelphia,2016-07-15,1.583388863357841
Phoenix,2016-07-15,1.291036377747733
Pittsburgh,2016-07-15,1.7970857444608213
Portland,2016-07-15,1.237011261332121
San Antonio,2016-07-15,1.4230885319037658
San Diego,2016-07-15,1.8665912141217194
San Francisco,2016-07-15,1.5431078120921138
Seattle,2016-07-15,1.431178675895024
Vancouver,2016-07-15,1.4478073715361874
Albuquerque,2016-07-16,1.3102606036481246
Atlanta,2016-07-16,1.2122892028033345
Boston,2016-07-16,1.4121168979084722
Charlotte,2016-07-16,1.6303185985389228
Chicago,2016-07-16,1.608083238958078
Dallas,2016-07-16,1.4852869885592404
Denver,2016-07-16,1.5363733056297584
Detroit,2016-07-16,1.5480545081280288
Houston,2016-07-16,1.4640312361049306
Indianapolis,2016-07-16,1.8497788609891974
Jacksonville,2016-07-16,1.6695707541309506
Kansas City,2016-07-16,1.7290843146707011
Las Vegas,2016-07-16,1.3275226897689731
Los Angeles,2016-07-16,1.6090209592145013
Miami,2016-07-16,1.587624553638247
Minneapolis,2016-07-16,1.4210886842933599
Nashville,2016-07-16,1.6670755929430978
New York,2016-07-16,1.423304404458979
Philadelphia,2016-07-16,1.5674193739826385
Phoenix,2016-07-16,1.2704111473573205
Pittsburgh,2016-07-16,1.720836229533512
Portland,2016-07-16,1.3865244425385943
San Antonio,2016-07-16,1.4349706756357212
San Diego,2016-07-16,1.5914360646740966
San Francisco,2016-07-16,1.6173854683335014
Seattle,2016-07-16,1.6827694730478167
Vancouver,2016-07-16,1.599982695046792
Albuquerque,2016-07-17,1.5224998519846165
Atlanta,2016-07-17,1.5401083295631657
Boston,2016-07-17,1.721746870767657
Charlotte,2016-07-17,1.7593783563732117
Chicago,2016-07-17,1.442765428339425
Dallas,2016-07-17,1.6186261875884314
Denver,2016-07-17,1.3767363792147775
Detroit,2016-07-17,1.2822480702499812
Houston,2016-07-17,1.4871984729955499
Indianapolis,2016-07-17,1.5238854887203412
Jacksonville,2016-07-17,1.4136716432667689
Kansas City,2016-07-17,1.4944403018565702
Las Vegas,2016-07-17,1.2873625381514884
Los Angeles,2016-07-17,1.531623947022836
Miami,2016-07-17,1.5445267810712384
Minneapolis,2016-07-17,1.6049692009963135
Nashville,2016-07-17,1.3685812113396738
New York,2016-07-17,1.732511970235438
Philadelphia,2016-07-17,1.568463395906634
Phoenix,2016-07-17,1.4628596080782759
Pittsburgh,2016-07-17,
Portland,2016-07-17,1.9009289846920858
San Antonio,2016-07-17,1.600995475591278
San Diego,2016-07-17,1.751547484354974
San Francisco,2016-07-17,1.7241474147414708
Seattle,2016-07-17,1.501738725173866
Vancouver,2016-07-17,1.909977794026049
Albuquerque,2016-07-18,1.49128129435653
Atlanta,2016-07-18,2.1414481864364676
Boston,2016-07-18,1.662667661112327
Charlotte,2016-07-18,1.6412163341917938
Chicago,2016-07-18,1.3274813336766018
Dallas,2016-07-18,1.5219936955720104
Denver,2016-07-18,1.4883613133764846
Detroit,2016-07-18,1.3862813119480997
Houston,2016-07-18,1.7642335187625078
Indianapolis,2016-07-18,1.9284800545807328
Jacksonville,2016-07-18,1.7065508338070647
Kansas City,2016-07-18,1.689866588751131
Las Vegas,2016-07-18,1.3510519511048424
Los Angeles,2016-07-18,1.5737652621197018
Miami,2016-07-18,1.713617413224729
Minneapolis,2016-07-18,1.5203748538874136
Nashville,2016-07-18,1.9193221395872297
New York,2016-07-18,1.5041209035330891
Philadelphia,2016-07-18,1.4021425915597683
Phoenix,2016-07-18,1.5913640106520826
Pittsburgh,2016-07-18,1.448821592387985
Portland,2016-07-18,
San Antonio,2016-07-18,1.4840353381482965
San Diego,2016-07-18,1.568554803846481
San Francisco,2016-07-18,1.5077502727768701
Seattle,2016-07-18,1.667556921300113
Vancouver,2016-07-18,1.8179687499999977
Albuquerque,2016-07-19,
Atlanta,2016-07-19,
Boston,2016-07-19,
Charlotte,2016-07-19,
Chicago,2016-07-19,
Dallas,2016-07-19,
Denver,2016-07-19,
Detroit,2016-07-19,
Houston,2016-07-19,
Indianapolis,2016-07-19,
Jacksonville,2016-07-19,
Kansas City,2016-07-19,
Las Vegas,2016-07-19,
Los Angeles,2016-07-19,
Miami,2016-07-19,
Minneapolis,2016-07-19,
Nashville,2016-07-19,
New York,2016-07-19,
Philadelphia,2016-07-19,
Phoenix,2016-07-19,
Pittsburgh,2016-07-19,
Portland,2016-07-19,
San Antonio,2016-07-19,
San Diego,2016-07-19,
San Francisco,2016-07-19,
Seattle,2016-07-19,
Vancouver,2016-07-19,
Albuquerque,2016-07-20,
Atlanta,2016-07-20,1.97530920090679
Boston,2016-07-20,
Charlotte,2016-07-20,0.5965538847117677
Chicago,2016-07-20,2.435833876929766
Dallas,2016-07-20,2.041520180608644
Denver,2016-07-20,1.8397044825199025
Detroit,2016-07-20,2.4548042825968
Houston,2016-07-20,2.4628136200716773
Indianapolis,2016-07-20,1.2528912327947337
Jacksonville,2016-07-20,2.519765730553945
Kansas City,2016-07-20,1.4834077380952373
Las Vegas,2016-07-20,2.4004381694255117
Los Angeles,2016-07-20,
Miami,2016-07-20,1.7379694835680708
Minneapolis,2016-07-20,1.475074760765546
Nashville,2016-07-20,
New York,2016-07-20,2.607133425760869
Philadelphia,2016-07-20,1.8364907366455334
Phoenix,2016-07-20,1.815006018888809
Pittsburgh,2016-07-20,2.657540603782617
Portland,2016-07-20,
San Antonio,2016-07-20,1.1914134438305375
San Diego,2016-07-20,1.3243010461760427
San Francisco,2016-07-20,1.4503845898812846
Seattle,2016-07-20,1.080454192546583
Vancouver,2016-07-20,
Albuquerque,2016-07-21,1.5002020229534396
Atlanta,2016-07-21,1.426277457833264
Boston,2016-07-21,1.3871933621933612
Charlotte,2016-07-21,1.51646185355862
Chicago,2016-07-21,1.444360571916218
Dallas,2016-07-21,1.6455912546984228
Denver,2016-07-21,1.5238190730837786
Detroit,2016-07-21,1.523225559163058
Houston,2016-07-21,1.3435880099166015
Indianapolis,2016-07-21,1.4542966130114017
Jacksonville,2016-07-21,1.5363525873984072
Kansas City,2016-07-21,1.3883470494618202
Las Vegas,2016-07-21,1.3264768316351288
Los Angeles,2016-07-21,1.4234916901002237
Miami,2016-07-21,1.4087871468306203
Minneapolis,2016-07-21,1.6716382575757565
Nashville,2016-07-21,1.2897881768819326
New York,2016-07-21,1.473775968447356
Philadelphia,2016-07-21,1.4572018585441353
Phoenix,2016-07-21,1.5464865550481968
Pittsburgh,2016-07-21,1.5141498112930987
Portland,2016-07-21,1.5348973171889848
San Antonio,2016-07-21,1.5637316880394763
San Diego,2016-07-21,1.610405931787507
San Francisco,2016-07-21,1.644254017396426
Seattle,2016-07-21,1.4216884641180407
Vancouver,2016-07-21,1.3119082345263071
Albuquerque,2016-07-22,1.1854123607615226
Atlanta,2016-07-22,1.5231381704980793
Boston,2016-07-22,1.602975952571269
Charlotte,2016-07-22,1.4523884302464694
Chicago,2016-07-22,1.5748287671232826
Dallas,2016-07-22,1.3854429271708624
Denver,2016-07-22,1.3382573738450554
Detroit,2016-07-22,1.8400202050879637
Houston,2016-07-22,1.2635788690476206
Indianapolis,2016-07-22,1.8667067950775786
Jacksonville,2016-07-22,1.3755231048805798
Kansas City,2016-07-22,1.4004222206577177
Las Vegas,2016-07-22,1.424094928748328
Los Angeles,2016-07-22,1.5892404036935304
Miami,2016-07-22,1.357917984239323
Minneapolis,2016-07-22,1.5917898745519667
Nashville,2016-07-22,1.3369125427948958
New York,2016-07-22,1.457322462663816
Philadelphia,2016-07-22,1.6514366473173294
Phoenix,2016-07-22,1.5105554416888693
Pittsburgh,2016-07-22,1.3734454869518435
Portland,2016-07-22,1.3770589324649214
San Antonio,2016-07-22,1.4387358757062172
San Diego,2016-07-22,1.7895764299092372
San Francisco,2016-07-22,1.660599046015714
Seattle,2016-07-22,1.4925198171646197
Vancouver,2016-07-22,1.3092824023098182
Albuquerque,2016-07-23,1.4025649550175823
Atlanta,2016-07-23,1.353442879499218
Boston,2016-07-23,1.8179270664735796
Charlotte,2016-07-23,1.453361742424241
Chicago,2016-07-23,1.2421572475143858
Dallas,2016-07-23,1.6019769341845238
Denver,2016-07-23,1.361446272306928
Detroit,2016-07-23,1.4474893162393159
Houston,2016-07-23,1.4492724255056328
Indianapolis,2016-07-23,1.451468561584844
Jacksonville,2016-07-23,1.43015897691
Kansas City,2016-07-23,1.5333561635025916
Las Vegas,2016-07-23,1.2338362068965512
Los Angeles,2016-07-23,1.5176482979440524
Miami,2016-07-23,1.3393155828639698
Minneapolis,2016-07-23,1.609065105927428
Nashville,2016-07-23,1.2536491286491251
New York,2016-07-23,1.3061746269564596
Philadelphia,2016-07-23,1.3312333625059223
Phoenix,2016-07-23,1.5161520995517817
Pittsburgh,2016-07-23,1.5449591503267954
Portland,2016-07-23,1.562194840327263
San Antonio,2016-07-23,1.5147412381760843
San Diego,2016-07-23,1.5357025164244178
San Francisco,2016-07-23,1.426268917460978
Seattle,2016-07-23,1.7208968393130075
Vancouver,2016-07-23,1.5840814145535727
Albuquerque,2016-07-24,1.3198789901237062
Atlanta,2016-07-24,1.6560497173716573
Boston,2016-07-24,1.7421956431102794
Charlotte,2016-07-24,1.5049567531603405
Chicago,2016-07-24,1.6979025481160217
Dallas,2016-07-24,1.5474336601850276
Denver,2016-07-24,1.3075706757982315
Detroit,2016-07-24,1.667756782945737
Houston,2016-07-24,1.4731853741496594
Indianapolis,2016-07-24,1.5611632341723876
Jacksonville,2016-07-24,1.495102713372811
Kansas City,2016-07-24,1.3127873563218375
Las Vegas,2016-07-24,1.4967433429758135
Los Angeles,2016-07-24,1.698422154823804
Miami,2016-07-24,1.465616096866097
Minneapolis,2016-07-24,1.5460778061224552
Nashville,2016-07-24,1.5525296506036972
New York,2016-07-24,1.3737004597368574
Philadelphia,2016-07-24,1.2794674359419291
Phoenix,2016-07-24,1.6469223399796413
Pittsburgh,2016-07-24,1.4170963912630523
Portland,2016-07-24,1.5322860273266306
San Antonio,2016-07-24,1.4766666666666683
San Diego,2016-07-24,1.7492539026629887
San Francisco,2016-07-24,1.6310842803030305
Seattle,2016-07-24,1.3545027594990455
Vancouver,2016-07-24,1.4713524808309248
Albuquerque,2016-07-25,1.4597108866628485
Atlanta,2016-07-25,1.6743535815226982
Boston,2016-07-25,1.8065245306900382
Charlotte,2016-07-25,1.4190257841573612
Chicago,2016-07-25,1.269314604973244
Dallas,2016-07-25,1.4963522989008393
Denver,2016-07-25,1.4027578592616132
Detroit,2016-07-25,1.5794924388674352
Houston,2016-07-25,1.367661824668706
Indianapolis,2016-07-25,1.6729732493075247
Jacksonville,2016-07-25,1.3424562264768438
Kansas City,2016-07-25,1.6777265745007646
Las Vegas,2016-07-25,1.434093291404612
Los Angeles,2016-07-25,1.6537757387783236
Miami,2016-07-25,1.6230956843521642
Minneapolis,2016-07-25,1.4363357843137259
Nashville,2016-07-25,1.4752244097457978
New York,2016-07-25,1.4783091017580579
Philadelphia,2016-07-25,1.305792817298503
Phoenix,2016-07-25,1.4811271014875411
Pittsburgh,2016-07-25,1.6823634607351718
Portland,2016-07-25,1.6079501114827215
San Antonio,2016-07-25,1.5230816626929984
San Diego,2016-07-25,1.5969161310070301
San Francisco,2016-07-25,1.7619708189980723
Seattle,2016-07-25,1.4368296589410212
Vancouver,2016-07-25,1.4037030703754376
Albuquerque,2016-07-26,1.497977462012841
Atlanta,2016-07-26,1.4699548469676413
Boston,2016-07-26,1.531696930096055
Charlotte,2016-07-26,1.5353364304797066
Chicago,2016-07-26,1.3912655971479522
Dallas,2016-07-26,1.537128387266507
Denver,2016-07-26,1.3131021121217192
Detroit,2016-07-26,1.3312183847898151
Houston,2016-07-26,1.4453320802005014
Indianapolis,2016-07-26,1.6123937337172654
Jacksonville,2016-07-26,1.6038667215137812
Kansas City,2016-07-26,1.4038770319427043
Las Vegas,2016-07-26,1.4106999999999983
Los Angeles,2016-07-26,1.6826376202654953
Miami,2016-07-26,1.6772435897435911
Minneapolis,2016-07-26,1.5436219822260204
Nashville,2016-07-26,1.5483570590336238
New York,2016-07-26,1.5143108049766496
Philadelphia,2016-07-26,1.775429553745012
Phoenix,2016-07-26,1.3880991221937373
Pittsburgh,2016-07-26,1.3862920168067219
Portland,2016-07-26,1.5268272054129983
San Antonio,2016-07-26,1.6039111879024115
San Diego,2016-07-26,1.7443690106447929
San Francisco,2016-07-26,1.4889965793330429
Seattle,2016-07-26,1.7522724327253885
Vancouver,2016-07-26,1.5503934305027447
Albuquerque,2016-07-27,1.2461156977410854
Atlanta,2016-07-27,1.5431249337151265
Boston,2016-07-27,1.432373859366614
Charlotte,2016-07-27,1.4903499278499286
Chicago,2016-07-27,1.2366172778869269
Dallas,2016-07-27,1.4179097898151987
Denver,2016-07-27,1.348932715348715
Detroit,2016-07-27,1.501929228542074
Houston,2016-07-27,1.5104998668796428
Indianapolis,2016-07-27,1.3603254257907553
Jacksonville,2016-07-27,1.4129446976530717
Kansas City,2016-07-27,1.3185447125480403
Las Vegas,2016-07-27,1.3063611519008
Los Angeles,2016-07-27,1.5747946520361689
Miami,2016-07-27,1.830873745819395
Minneapolis,2016-07-27,1.2036010525088228
Nashville,2016-07-27,1.374093437544009
