City,ongelukken,lat,lng
Roberta,2,32.7196,-84.0104
Madelia,2,44.0482,-94.4199
Kalona,1,41.4874,-91.7018
Canyon,3,34.9911,-101.919
Enid,2,36.4063,-97.87
Groves,1,29.9457,-93.9164
Lone Oak,1,35.2007,-85.3685
Marysvale,2,38.4384,-112.2544
Athena,1,45.8133,-118.4926
Weed,10,41.4127,-122.3816
Livingston Manor,2,41.8931,-74.8255
Nicholson,7,30.4866,-89.6997
Yorklyn,1,39.9929,-76.6428
Lakeside Park,6,39.0339,-84.5673
Berkey,1,41.7085,-83.8383
Vilas,1,37.3737,-102.4474
Dakota City,1,42.4184,-96.4201
Van Meter,1,41.5192,-93.9426
Winterset,1,41.345,-94.0138
McAllen,2,26.2252,-98.2467
Shavano Park,1,29.5861,-98.5563
Beggs,4,35.7768,-96.0282
Glenn Heights,1,32.5506,-96.8548
Saltillo,2,34.379,-88.6938
Jal,2,32.1148,-103.19
Lake Isabella,15,35.6378,-118.482
Temperanceville,3,37.8991,-75.5526
West Farmington,7,41.391,-80.974
Russiaville,2,40.4187,-86.2728
Dakota,12,42.388,-89.5265
Pleasant Dale,1,40.791,-96.9329
Hill City,3,39.367,-99.846
Lone Jack,1,38.8706,-94.1852
Chouteau,1,36.1894,-95.3374
Colorado City,5,36.9773,-112.9869
Heber,7,40.507,-111.3986
Naubinway,6,46.0911,-85.4518
Harwich Port,1,41.6724,-70.0641
Campbellsburg,4,38.522,-85.2195
Odum,1,31.6665,-82.0269
Hermantown,2,46.8057,-92.2407
Craigmont,6,46.2422,-116.4728
Byhalia,2,34.869,-89.689
Wartrace,1,35.5253,-86.3301
Junction,3,30.4906,-99.7726
Callao,2,39.7621,-92.6237
Gate City,1,36.6401,-82.5782
Wallsburg,7,40.3869,-111.4194
Vaughn,5,47.355,-122.7773
Barney,7,46.2658,-96.9988
Iuka,1,34.8077,-88.1978
Ashland City,1,36.2607,-87.0412
Littlefield,33,33.9192,-102.3348
Orofino,3,46.4866,-116.2572
Calpine,2,39.6633,-120.4436
Copperas Cove,1,31.1192,-97.914
Hazen,2,47.299,-101.6259
Cornersville,5,35.3634,-86.8584
Marblemount,6,48.5418,-121.4397
Spofford,3,29.1733,-100.4112
Corinth,5,33.1434,-97.0682
Mentor,4,41.6893,-81.3362
Burgaw,3,34.5509,-77.9224
Castle Hayne,5,34.3583,-77.9114
Eatonton,7,33.3258,-83.3886
Oronoco,4,44.1598,-92.5401
Lynn Center,3,41.2945,-90.3592
Laporte,13,40.6385,-105.1445
Dassel,1,45.0831,-94.315
Ponca City,1,36.7235,-97.0677
Billingsley,1,32.661,-86.7087
Adamsville,3,33.6073,-86.974
La Junta,1,37.9791,-103.5471
Yacolt,6,45.8652,-122.4062
San Simeon,4,35.6182,-121.1374
Penn Yan,1,42.6609,-77.0535
Springdale,4,36.1901,-94.1574
Steubenville,3,40.3653,-80.6519
Girard,34,41.1665,-80.6963
Rices Landing,1,39.9476,-79.9986
Rock Valley,1,43.2028,-96.2897
Axis,1,30.9309,-88.018
Haleyville,2,34.2331,-87.6175
Clute,4,29.0256,-95.3975
Gypsum,11,39.6287,-106.9348
Cookstown,1,40.0446,-74.5547
Timberville,3,38.6335,-78.7731
Maynardville,7,36.247,-83.8057
Wrenshall,1,46.6217,-92.384
Abiquiu,1,36.2017,-106.3238
Pe Ell,1,46.5713,-123.2982
Armona,2,36.3166,-119.7054
Tonalea,3,36.3218,-110.9667
Maribel,3,44.2775,-87.8025
Heuvelton,1,44.617,-75.4047
Rumson,2,40.3626,-74.0046
Intercourse,1,40.0379,-76.1081
Convoy,3,40.9174,-84.705
West Lafayette,3,40.4432,-86.9238
Goldston,1,35.5929,-79.3286
Scotland Neck,3,36.1308,-77.4214
Wrightsville Beach,1,34.213,-77.798
Bonduel,8,44.7383,-88.4476
Rodessa,1,32.9735,-93.9966
Deary,1,46.8003,-116.5572
Casmalia,2,34.8378,-120.5309
Melfa,6,37.6489,-75.7407
Edgemoor,2,39.7547,-75.5069
Weslaco,2,26.1599,-97.9877
Boerne,6,29.7847,-98.7292
McLoud,2,35.4081,-97.099
Cedar Valley,5,35.8694,-97.5272
Manila,4,35.8847,-90.1652
Chittenango,1,43.0462,-75.8748
Blountville,3,36.533,-82.329
Ochlocknee,1,30.9751,-84.0517
Hermann,1,38.6983,-91.4342
Nickerson,2,38.1488,-98.0883
Thackerville,5,33.7936,-97.142
Foxworth,1,31.2385,-89.8828
Tijeras,3,35.0884,-106.3761
Twain Harte,5,38.0384,-120.234
Middleport,3,38.9948,-82.0643
Haddam,1,39.8553,-97.3045
North Beach,1,38.708,-76.5346
Duffield,2,36.7196,-82.796
Rentz,1,32.3835,-82.9917
Post Falls,15,47.7213,-116.9384
Shingletown,5,40.5035,-121.86
Angola,20,41.6433,-85.005
Franconia,5,38.7682,-77.1587
Haubstadt,6,38.2039,-87.5751
Mount Healthy,1,39.2338,-84.5468
Red Wing,5,44.5817,-92.6036
West Burlington,3,40.8215,-91.1755
Iron Mountain,4,45.8275,-88.0599
Kerrick,1,46.3386,-92.5843
Mora,11,45.8768,-93.2914
Carney,1,39.405,-76.5235
Vaiden,2,33.3332,-89.7533
Graysville,10,33.6567,-86.9665
Vandiver,1,33.4601,-86.5247
Kayenta,11,36.7144,-110.259
Saranac Lake,3,44.3252,-74.1309
North Rose,3,43.1872,-76.8863
New Madison,1,39.9671,-84.7082
Newland,1,36.088,-81.9274
Peculiar,7,38.7306,-94.4735
Talladega,1,33.4333,-86.0986
Elbert,1,39.2189,-104.5404
Tabiona,1,40.3544,-110.7096
Shedd,2,44.4579,-123.1119
Chinook,4,48.5902,-109.2319
Keezletown,1,38.4115,-78.8004
Wilder,4,43.6804,-72.3168
Pound,5,37.126,-82.6071
Blue Ridge,6,37.3783,-79.8206
Virginia,10,47.5168,-92.5127
Chetek,3,45.316,-91.6532
Grantsburg,5,45.7813,-92.6836
La Feria,2,26.1544,-97.8255
Queen City,1,33.1507,-94.1524
Simla,1,39.1408,-104.0824
Peridot,8,33.3016,-110.4572
Continental Divide,5,35.4329,-108.3358
Zephyr Cove,3,39.0082,-119.9307
Grain Valley,28,39.0171,-94.2084
Remlap,3,33.8049,-86.597
Centerview,1,38.7462,-93.8442
Ocean Shores,3,46.9684,-124.152
Moravia,1,40.8918,-92.8187
Mascot,2,36.0673,-83.7649
Vansant,7,37.2359,-82.0961
Boyd,2,33.0843,-97.5632
Jonesburg,4,38.8546,-91.3028
Racine,10,42.7274,-87.8135
Skiatook,3,36.3699,-95.9856
Perdido,4,31.0034,-87.6323
Panguitch,5,37.8236,-112.4342
Brian Head,2,37.6977,-112.8416
Schurz,1,38.9673,-118.824
Swea City,2,43.3834,-94.3104
Detroit Lakes,9,46.806,-95.8449
Elsinore,2,38.6834,-112.1488
Ransomville,3,43.2396,-78.9129
Shadyside,5,39.9716,-80.751
Carrboro,3,35.9259,-79.0878
Elm City,4,35.8044,-77.8561
Beaver Creek,1,30.4491,-96.5618
Bigfork,1,48.0852,-114.0551
Sandstone,8,46.1292,-92.8646
Pleasant Hope,1,37.465,-93.2743
Tuttle,1,35.3068,-97.7564
Childress,1,34.4293,-100.2516
Mantachie,1,34.3251,-88.4961
Zavalla,2,31.1584,-94.418
Pelahatchie,3,32.3148,-89.8083
San Tan Valley,2,33.1786,-111.5629
Wilkesboro,1,36.1424,-81.174
Louisburg,7,38.6202,-94.677
Royston,2,34.2861,-83.1106
Adrian,9,41.8994,-84.0447
Stilwell,7,35.8145,-94.6317
Springer,3,36.3623,-104.5997
Cumberland City,1,36.3828,-87.6403
Powderly,2,33.809,-95.505
Plumas Lake,1,38.9845,-121.5634
Big Pine,2,37.1655,-118.2951
Williamsfield,4,40.9264,-90.0181
Claude,3,35.1075,-101.3629
Craig,3,40.5171,-107.5554
Warm Springs,8,44.7669,-121.2898
Mossyrock,2,46.5305,-122.4887
Wellsburg,2,40.281,-80.6102
Emelle,1,32.7287,-88.3165
Wewoka,1,35.1441,-96.4968
Gainesboro,5,36.3617,-85.6496
Joseph,1,45.3525,-117.2304
Lovington,3,32.9128,-103.3276
Rothbury,1,43.5199,-86.3588
Lapel,1,40.0334,-85.8406
Tazewell,3,37.1268,-81.5134
Staley,1,35.7979,-79.5518
Lakefield,5,43.678,-95.1695
Warba,4,47.1367,-93.2657
Fergus Falls,3,46.2854,-96.0758
Holladay,8,40.66,-111.8226
Hansen,1,42.5314,-114.3011
Salmon,1,45.1743,-113.8947
Emlenton,9,41.1806,-79.7073
Awendaw,1,32.9661,-79.6586
Norway,1,45.7997,-87.914
Batesville,5,35.7687,-91.6227
Park Hill,1,35.8417,-94.9734
Cooper,2,33.3716,-95.6912
Cripple Creek,1,38.7467,-105.1851
Moriarty,10,35.0034,-106.0444
Trout Lake,1,45.9976,-121.529
Jermyn,5,41.5273,-75.5454
Greenback,1,35.6487,-84.1725
Henry,1,41.1172,-89.3569
Mount Croghan,1,34.7697,-80.2264
Gordon,4,32.8866,-83.3349
Sauk Village,1,41.4906,-87.5706
El Reno,9,35.5429,-97.966
Waskom,1,32.4766,-94.0646
Kellyville,1,35.9528,-96.2003
Sekiu,1,48.2639,-124.3015
Bartonsville,6,39.3901,-77.3513
Erwin,1,36.1456,-82.4115
Bee,1,41.0064,-97.0583
Chilhowie,3,36.8009,-81.6832
Jenkinsville,2,34.3129,-81.2874
Raymore,3,38.8029,-94.4583
Gilliam,1,39.2327,-93.0041
Vincent,2,34.0983,-117.9238
Byers,5,39.7101,-104.219
Carnelian Bay,3,39.2336,-120.0764
Patrick Springs,1,36.6343,-80.1985
Union Hall,3,37.0206,-79.6837
Kremmling,10,40.0567,-106.3784
Salyer,1,40.886,-123.5807
Brocton,3,42.3898,-79.4428
Ventnor City,1,39.3457,-74.486
Margate City,1,39.3307,-74.507
Ridgely,1,38.9528,-75.8828
Pine City,13,45.8368,-92.9682
Shiner,1,29.4332,-97.1734
New Augusta,1,31.2036,-89.0272
Ouray,2,38.0276,-107.6734
Manitou Springs,3,38.8575,-104.9127
Cloudcroft,1,32.9532,-105.7326
Grants,7,35.1538,-107.8335
Riddle,2,42.9542,-123.3644
Lorane,1,40.2921,-75.8486
Wallowa,2,45.5704,-117.5286
Whittemore,1,43.0635,-94.4253
Delaware Water Gap,2,40.975,-75.1392
Sea Bright,1,40.3653,-73.977
West Alexander,5,40.107,-80.5092
Montross,6,38.0941,-76.8229
English,2,38.3408,-86.4592
Virgilina,1,36.5463,-78.7755
Talking Rock,11,34.5239,-84.4895
Bliss,5,42.5801,-78.2538
Peoa,1,40.7295,-111.3434
Eagle Mountain,5,40.3137,-112.0114
Jamesburg,2,40.3493,-74.4399
Kenvil,4,40.8816,-74.622
Ferrum,3,36.9314,-80.0148
Onley,2,37.6915,-75.718
Conrad,2,48.1741,-111.9467
Maquoketa,4,42.059,-90.6649
Amana,1,41.8036,-91.8753
Prosper,1,33.2394,-96.8087
Yarmouth,11,41.0245,-91.322
North Syracuse,1,43.1339,-76.1304
Ferdinand,4,38.227,-86.8631
Lockland,1,39.2279,-84.4565
Cloquet,2,46.7221,-92.4923
Anahuac,5,29.7649,-94.6787
Panaca,1,37.7881,-114.4005
Kingsley,1,44.5845,-85.5347
Corsica,7,43.4223,-98.4073
Wellsboro,7,41.7458,-77.3031
Strawberry Plains,7,36.0632,-83.6594
Ulmer,1,33.0987,-81.208
Zumbrota,8,44.295,-92.6736
Emily,1,46.7601,-93.9665
Iraan,1,30.9129,-101.9001
Okmulgee,1,35.6134,-96.0068
Paragould,1,36.0555,-90.5149
Hagerman,2,42.8164,-114.8974
Turner,4,44.8489,-122.9518
Accomac,6,37.7196,-75.6673
Citronelle,1,31.0952,-88.2467
Chase,2,41.2801,-75.9649
Pawnee City,1,40.1106,-96.153
Rantoul,2,40.3031,-88.1549
Cologne,3,44.7696,-93.7931
Menasha,7,44.2125,-88.4271
Tonkawa,1,36.6769,-97.3235
Beeville,1,28.4053,-97.749
Cadiz,10,40.2644,-80.998
Idaho Falls,14,43.4871,-112.0362
Rexburg,1,43.8226,-111.7919
Coulee City,2,47.6122,-119.2895
Weems,3,37.6554,-76.4497
Laurinburg,1,34.7602,-79.4773
Rosemont,9,38.5478,-121.3553
Dyersburg,4,36.0465,-89.3777
Burnt Ranch,2,40.8111,-123.5082
New Cuyama,5,34.943,-119.6819
Blossburg,3,41.6795,-77.069
Owenton,2,38.5385,-84.8411
Lane,1,33.5251,-79.8797
Clarkfield,1,44.7907,-95.8079
Sibley,4,43.4015,-95.743
Cabot,3,34.9766,-92.0274
Kiefer,1,35.9442,-96.0529
Woodland Park,5,38.9985,-105.0594
Kemmerer,1,41.7761,-110.5555
Gering,1,41.8275,-103.6622
Redway,1,40.1208,-123.822
Hydesville,1,40.5579,-124.0822
Bolton Landing,3,43.563,-73.6529
Hughesville,9,38.5376,-76.7748
San Juan,1,18.3985,-66.061
Nocona,2,33.7835,-97.7302
Silverhill,1,30.5455,-87.7506
Wesson,1,31.6999,-90.3961
Allenhurst,1,31.7839,-81.6078
Petrolia,1,34.0131,-98.2313
Deer River,1,47.3391,-93.7929
Ullin,6,37.2776,-89.1752
Iowa Park,1,33.9622,-98.6819
Seadrift,1,28.4142,-96.7162
Chugwater,3,41.7557,-104.8229
Fielding,1,41.8127,-112.1173
Sigurd,1,38.8494,-111.968
Lookout,1,41.2094,-121.1543
Nelson,9,34.3789,-84.3707
Plover,15,44.4615,-89.5382
Salamanca,1,42.1631,-78.7233
Ocean City,4,39.2681,-74.602
Barnardsville,2,35.7819,-82.4556
Cass Lake,2,47.3792,-94.5993
Akeley,5,47.0005,-94.728
Prairie Village,1,38.9874,-94.6362
Hales Corners,2,42.9409,-88.0491
Choudrant,1,32.5503,-92.5121
Vivian,1,32.8711,-93.9862
Eglin AFB,3,30.4592,-86.5499
Pollocksville,1,35.0056,-77.2211
Pierre,1,44.3748,-100.3205
Owensboro,5,37.7575,-87.1172
Donaldsonville,3,30.0954,-90.9925
Mountain City,1,36.4696,-81.8049
Tahoe Vista,2,39.2478,-120.0533
Stinson Beach,4,37.9026,-122.6501
Blountstown,1,30.443,-85.0455
Maple Plain,2,45.0088,-93.6618
San Angelo,1,31.4424,-100.4504
Rifle,24,39.5362,-107.7729
Redkey,2,40.3483,-85.1539
Willshire,1,40.7466,-84.7924
Buckhannon,3,38.9927,-80.2281
Edon,6,41.5562,-84.7693
Economy,5,39.9774,-85.0868
Kendallville,1,41.4441,-85.2578
Avilla,1,41.3637,-85.2317
Ohio City,6,40.7702,-84.6162
Burr Oak,2,41.8472,-85.3212
Deputy,1,38.7952,-85.6528
Bryant,1,34.6152,-92.4914
Pennville,1,39.7869,-76.9921
Olive Hill,5,38.3037,-83.1682
Alliance,6,40.9107,-81.1189
Lucasville,3,38.878,-82.985
Hansford,3,38.2067,-81.396
Clendenin,16,38.4859,-81.3503
Markleville,7,39.9763,-85.6168
Oregon,21,41.6524,-83.4321
Quaker City,5,39.9697,-81.2973
Shipshewana,9,41.6743,-85.5765
Hico,1,31.9859,-98.0291
Sugarcreek,10,41.438,-79.8183
Muncie,7,40.1989,-85.395
Crothersville,9,38.7944,-85.8399
Churubusco,5,41.231,-85.3197
Pierceton,8,41.1993,-85.7033
Summersville,5,38.2864,-80.8409
Sheffield Lake,1,41.4883,-82.0979
Jane Lew,10,39.11,-80.4085
Sarahsville,6,39.8075,-81.4693
Mogadore,1,41.0523,-81.3994
Catlettsburg,8,38.419,-82.6025
Gibsonburg,8,41.3875,-83.3216
South Lake Tahoe,3,38.9393,-119.9828
Markleeville,11,38.684,-119.8228
Amboy,12,41.7287,-89.3685
Calexico,4,32.6849,-115.4944
Fort Irwin,5,35.2477,-116.6834
Yermo,9,34.9073,-116.8235
Desert Center,50,33.7378,-115.3666
Leona Valley,4,34.6147,-118.299
Westmorland,1,33.0389,-115.6223
Daggett,2,45.462,-87.6047
Jacumba,5,32.6278,-116.1826
Grover Beach,1,35.1204,-120.6197
Calipatria,2,33.1493,-115.5055
Royalton,3,45.8302,-94.2931
Aubrey,1,33.2874,-96.9622
Windthorst,2,33.576,-98.4348
Silver City,1,32.7783,-108.2699
Palisade,5,39.1084,-108.3573
Niagara,1,45.7801,-87.9991
Higginsville,8,39.0652,-93.727
Odem,3,27.9462,-97.5875
Hickory Creek,2,33.1109,-97.0308
Calumet,4,40.2189,-79.4891
Decorah,10,43.3012,-91.7839
Waukon,2,43.2686,-91.4785
Wright,2,30.4445,-86.6419
Dodge Center,1,44.0284,-92.8518
Darwin,2,45.0969,-94.4137
Knapp,5,44.9514,-92.0769
Coweta,1,35.9683,-95.6545
Chatfield,3,43.8445,-92.1829
Mullinville,2,37.5885,-99.4754
Bucklin,1,37.5488,-99.6343
Convent,4,30.0132,-90.8232
Inez,2,28.8718,-96.7959
Kingdom City,6,38.9473,-91.9389
Pine Bluffs,1,41.1802,-104.0748
Auxvasse,1,39.0174,-91.8958
Shelbina,1,39.693,-92.0396
Frankford,3,38.5215,-75.2342
Holts Summit,2,38.6472,-92.1142
Colby,1,39.3848,-101.0452
Faucett,2,39.6005,-94.7976
Amazonia,2,39.8888,-94.8927
Clearmont,1,40.508,-95.0326
Burlington Junction,3,40.4466,-95.0667
Bucyrus,3,40.8054,-82.9719
Mayview,3,39.0529,-93.833
Sioux Falls,6,43.5396,-96.7311
Breckenridge,1,32.7566,-98.9125
Haysville,1,37.5648,-97.3527
Vona,1,39.3021,-102.7434
Sachse,5,32.9726,-96.5793
Mangum,1,34.8787,-99.5038
Headrick,1,34.627,-99.1373
Kilkenny,2,44.3151,-93.5741
Two Harbors,1,47.0302,-91.6752
Luverne,1,43.6531,-96.2148
Brazoria,5,29.0454,-95.567
Chanute,3,37.6695,-95.4621
Thayer,1,36.5223,-91.5408
Wibaux,2,46.9865,-104.1899
Asher,4,34.9884,-96.9254
Lahoma,2,36.3874,-98.0908
Fort Madison,4,40.6207,-91.3509
Jena,1,31.6914,-92.1298
Deville,1,31.3398,-92.1389
Wagon Mound,4,36.0048,-104.7091
Ash Grove,3,37.3176,-93.5809
Prague,1,35.499,-96.7001
Bogue Chitto,5,32.8338,-88.9189
Port Gibson,1,31.9558,-90.9834
Milaca,4,45.7574,-93.6513
Maple Hill,2,39.0855,-96.0278
Comfort,3,29.9704,-98.9046
Madison Lake,2,44.2074,-93.8175
Clarinda,2,40.7377,-95.0338
Thorp,6,44.9579,-90.8022
Sloan,17,42.8921,-78.7918
Swaledale,1,42.9765,-93.3155
Willow River,3,46.3206,-92.8346
Rapid City,1,44.0716,-103.2204
Sweeny,4,29.0463,-95.6988
Blomkest,4,44.9428,-95.0235
Danube,3,44.791,-95.1029
Moorcroft,2,44.2645,-104.9476
Rocksprings,2,30.0172,-100.2128
Electra,1,34.0325,-98.92
Eagleville,3,40.1599,-75.4089
Sayre,1,41.9856,-76.5207
Postville,2,43.0842,-91.5676
Altura,4,44.0642,-91.9435
Welcome,4,34.8203,-82.46
Milliken,2,40.3115,-104.8561
Park Falls,1,45.9348,-90.4464
Barron,4,45.4015,-91.8476
Bird Island,1,44.7648,-94.8949
Aguilar,2,37.4036,-104.655
Tonganoxie,3,39.1088,-95.0811
Britt,5,43.0986,-93.803
River Falls,3,44.8609,-92.6247
San Jon,3,35.1113,-103.3364
Mathis,1,28.0909,-97.817
Holcombe,1,45.2261,-91.1217
Culbertson,1,48.1447,-104.5183
Elm Creek,2,28.7783,-100.491
Pierz,2,45.9772,-94.1008
Zwingle,1,42.2972,-90.6874
New Sharon,12,41.4701,-92.651
Merigold,1,33.8392,-90.7264
Neillsville,4,44.5605,-90.5906
High Hill,2,38.8754,-91.3776
Jefferson City,11,38.5676,-92.1759
Chisholm,2,47.4877,-92.8786
Maud,3,33.3299,-94.3461
Dyersville,3,42.4818,-91.1178
Hayfield,2,38.7536,-77.1321
Emmons,4,43.5071,-93.485
Post,1,33.191,-101.3814
Loretto,3,35.0792,-87.4401
Readstown,3,43.4485,-90.759
Lake Jackson,7,29.0516,-95.4521
Montevideo,1,44.9505,-95.7153
Uvalde,5,29.2152,-99.7782
Ogallala,3,41.1292,-101.7211
Pierce,1,42.199,-97.5287
Heron Lake,2,43.7981,-95.3197
Okemah,5,35.4292,-96.2998
Keokuk,1,40.4095,-91.4031
Baldwin City,2,38.7782,-95.188
Lakota,5,48.0429,-98.3468
Wellston,4,39.1172,-82.5375
Paige,2,30.2138,-97.1211
Paxico,3,39.0689,-96.1671
Brownton,2,44.7326,-94.3508
Garyville,1,30.0688,-90.6285
Center City,2,45.3942,-92.8142
McAlester,2,34.9257,-95.7734
Lusk,1,42.7613,-104.4584
Kemah,3,29.5309,-95.0196
Fennimore,3,42.9794,-90.6491
Eleva,2,44.5764,-91.4705
Fulshear,1,29.693,-95.8804
Sturgeon,2,40.3834,-80.2153
Ladysmith,2,45.4606,-91.0973
Viola,3,41.1288,-74.0855
Hobbs,2,32.7281,-103.16
Osborn,2,39.7496,-94.3566
Lake Benton,1,44.2642,-96.2891
Wabbaseka,2,34.3592,-91.7928
Little Elm,1,33.1858,-96.9295
Forest City,1,28.6619,-81.4444
Roxie,1,31.5077,-91.0711
Leonardville,1,39.3642,-96.8596
Blakesburg,4,40.962,-92.6347
Talala,3,36.5295,-95.7011
Ironton,2,38.5323,-82.6779
Lowry,1,45.705,-95.519
Minatare,2,41.8111,-103.5017
Sudan,1,34.0665,-102.5243
North Platte,4,41.1263,-100.7641
Blue Grass,3,41.5102,-90.7669
Penrose,5,38.4213,-105.0004
Waite Park,1,45.5313,-94.2528
Egan,2,30.246,-92.5135
Hager City,7,44.6012,-92.5337
Hubbard,13,41.1595,-80.5672
Eldon,1,38.3511,-92.5766
Bunkie,1,30.954,-92.1884
Texola,1,35.2225,-99.993
Shamrock,1,35.2154,-100.2462
French Settlement,1,30.3156,-90.8031
Menahga,1,46.7471,-95.1012
Council Grove,1,38.6617,-96.4909
Alta Vista,1,38.8628,-96.4888
Gibsland,2,32.5395,-93.0541
Quemado,4,34.3414,-108.506
Dorrance,1,38.8469,-98.59
Caddo,3,34.1256,-96.2636
Waseca,2,44.0827,-93.5029
New Underwood,2,44.0987,-102.8405
Isanti,1,45.4925,-93.2408
Bingham Lake,1,43.9095,-95.046
Mandan,2,46.829,-100.887
Haxtun,1,40.642,-102.6297
Tribune,2,38.472,-101.7546
Callaway,2,30.1349,-85.5568
Grasston,1,45.7958,-93.1526
Rice Lake,5,45.4864,-91.7447
Wiley,2,38.1553,-102.7193
Olney Springs,1,38.1663,-103.9445
Channing,2,35.6819,-102.3322
Dalhart,1,36.058,-102.5123
Iliff,2,40.7592,-103.0661
Peetz,1,40.9617,-103.1139
New Ulm,2,44.312,-94.4685
Idalia,2,39.7029,-102.2938
Joplin,2,37.0757,-94.5018
Darrow,2,30.1212,-90.9843
White Deer,3,35.4332,-101.1751
Hanlontown,1,43.2809,-93.3789
Amery,2,45.3045,-92.3635
Tallulah,2,32.4068,-91.1916
Cheyenne Wells,1,38.8192,-102.3521
Arapahoe,2,42.9911,-108.4562
Nodaway,1,40.9361,-94.8973
Coalgate,3,34.5323,-96.2209
Tupelo,5,34.2692,-88.7318
Remer,2,47.0569,-93.9126
Diamond,3,41.2852,-88.2507
Camdenton,2,38.0121,-92.7499
Tamarack,2,46.6529,-93.125
Montgomery City,3,38.9737,-91.5024
Viroqua,3,43.5603,-90.8858
Trego,1,48.6558,-114.929
Hillrose,1,40.3245,-103.5224
White Castle,1,30.1611,-91.1495
Potosi,2,32.3404,-99.6789
Sheridan Lake,1,38.4667,-102.2943
Kadoka,2,43.8325,-101.5081
Eaton,10,39.7506,-84.6342
Bourbon,2,41.2993,-86.1167
Fort Smith,1,35.3495,-94.3695
Ogilvie,2,45.8301,-93.4232
Sour Lake,1,30.1378,-94.4046
Foreston,2,45.7321,-93.7095
Rhinelander,8,45.6358,-89.4261
Clarion,12,41.2106,-79.3803
Charlevoix,2,45.3137,-85.2558
White Pigeon,12,41.7977,-85.6485
Russellville,5,35.2762,-93.1383
Cave City,2,37.14,-85.9646
Deltaville,1,37.5525,-76.3331
Cape Girardeau,1,37.3109,-89.5597
Delphos,2,40.8465,-84.3368
Rolling Prairie,13,41.6743,-86.6207
Clifton Forge,4,37.8232,-79.825
Tolono,4,39.9914,-88.2625
Argos,4,41.2379,-86.2523
Huntington Woods,37,42.4816,-83.1685
Candor,2,35.2964,-79.7323
Saukville,11,43.3847,-87.9439
Conneaut,5,41.9275,-80.5685
South Portland,25,43.631,-70.2895
Edwardsport,2,38.8125,-87.2513
Mazomanie,3,43.1731,-89.7954
Momence,4,41.164,-87.663
Ruckersville,8,38.2314,-78.3756
Beulah,2,47.2665,-101.7734
Benzonia,1,44.6161,-86.0989
Pinnacle,1,36.323,-80.4241
Jersey Shore,8,41.2012,-77.2666
Interlochen,6,44.6497,-85.7678
Sikeston,1,36.8854,-89.5877
North Manchester,3,41.0044,-85.7751
South Whitley,2,41.084,-85.6278
Mercersburg,2,39.8318,-77.9028
Richboro,3,40.2262,-75.0006
Ramseur,1,35.7371,-79.6543
Wadesboro,3,34.9645,-80.0746
Michigan City,19,41.7092,-86.869
Gas City,2,40.4887,-85.5944
Cantrall,2,39.9353,-89.6788
Volant,2,41.1132,-80.2589
Dennison,4,40.3973,-81.3274
Fayette City,2,40.1008,-79.8387
Greentown,4,40.9266,-81.4015
Bolivar,3,37.6059,-93.4175
Lusby,1,38.362,-76.4372
East Troy,7,42.7846,-88.3973
Union Grove,7,42.6864,-88.0496
Tioga,3,48.3947,-102.9431
Manton,2,44.4114,-85.401
Austinburg,2,41.7692,-80.8556
Willards,1,38.3922,-75.3494
Dahlgren,4,38.3443,-77.0624
Shinnston,2,39.3923,-80.2989
Oak City,1,39.3761,-112.339
Lewiston Woodville,1,36.1141,-77.1811
East Moline,1,41.5199,-90.3879
Casco,10,44.5558,-87.6197
North Star,1,39.755,-75.7331
Charlotte Hall,4,38.4667,-76.7848
Bloomsburg,33,41.0027,-76.4561
Sublette,2,37.4822,-100.8466
Piffard,1,42.8319,-77.8584
Galien,3,41.8015,-86.4995
Frankenmuth,4,43.3322,-83.7391
Cape Charles,6,37.257,-76.0093
Arrington,3,37.6744,-78.8928
Newcomerstown,7,40.2762,-81.5949
Almont,7,42.9206,-83.0434
Columbia City,10,41.1612,-85.4855
South Pittsburg,6,35.0111,-85.7183
Crewe,7,37.1812,-78.1307
Roseboro,3,34.9551,-78.5137
Hope Mills,1,34.971,-78.9597
Coeburn,1,36.9444,-82.4698
Kinston,6,35.2747,-77.5939
North Hudson,2,44.9973,-92.7564
Poland,7,41.022,-80.6156
Mardela Springs,7,38.4589,-75.7565
Whitney Point,7,42.3303,-75.9682
Shickshinny,1,41.1535,-76.1501
West Chazy,1,44.8178,-73.5116
Altona,1,41.115,-90.1648
Cape Neddick,7,43.1706,-70.622
Sheldon,1,43.1797,-95.8437
Constableville,4,43.5649,-75.4281
Rockton,7,42.4445,-89.0634
Shippenville,6,41.251,-79.4626
Grassflat,2,41.0031,-78.1112
Cairo,22,30.879,-84.205
Hahira,5,30.9941,-83.3786
Grayville,1,38.2554,-87.997
Johannesburg,3,35.3719,-117.6419
La Plata,16,38.5352,-76.97
Scott City,4,37.2243,-89.536
Tennyson,1,42.6907,-90.6868
Brazil,12,39.5226,-87.124
Kenova,1,38.4026,-82.5822
Argenta,1,39.9855,-88.8197
Nitro,29,38.4117,-81.8193
Birnamwood,5,44.9319,-89.2094
Odin,1,38.6159,-89.0541
Sandoval,1,38.6121,-89.1193
Brookneal,3,37.0532,-78.9485
Senatobia,2,34.6081,-89.9762
Sawyer,6,34.0206,-95.378
Wolverine,1,45.2732,-84.6052
Three Lakes,3,25.6415,-80.4
Galeton,4,41.7338,-77.6454
Bemus Point,2,42.1631,-79.3896
Coudersport,8,41.7758,-78.016
