City,ongelukken,lat,lng
Lake Barrington,19,42.2121,-88.1684
Malta,19,48.3554,-107.8702
Odell,3,45.6354,-121.5522
Lockport,33,41.5906,-88.0293
Philo,11,40.0033,-88.1563
Gardner,44,38.8122,-94.9275
Park City,99,40.6502,-111.5013
Western Springs,23,41.8023,-87.9006
Monee,9,41.4181,-87.7502
East Dubuque,1,42.4888,-90.6278
Highwood,7,42.206,-87.8128
Capron,4,42.3986,-88.7394
De Witt,8,43.03,-76.0819
Herscher,2,41.0493,-88.1006
Sherman,29,33.6273,-96.6221
Elburn,12,41.8852,-88.4606
Indian Head Park,1,41.769,-87.8977
Worden,9,38.9316,-89.8402
Hazel Green,3,34.9236,-86.5671
La Salle,36,40.3484,-104.7062
Winthrop Harbor,16,42.4805,-87.8293
La Grange Park,5,41.8308,-87.8723
Kankakee,12,41.102,-87.8643
North Pekin,6,40.6114,-89.6225
Loves Park,4,42.3364,-88.9975
Broadview,7,41.8583,-87.8562
Garden Prairie,7,42.2534,-88.7178
Charleston,846,32.8168,-79.9687
Paxton,6,40.4563,-88.102
River Grove,2,41.9243,-87.8379
Midlothian,371,32.4669,-96.989
Merrionette Park,1,41.6812,-87.7012
Maple Park,12,41.9095,-88.6076
Mackinaw,4,40.5341,-89.355
Kenilworth,77,40.6781,-74.289
Hartford,1085,41.7661,-72.6834
Delmar,19,38.445,-75.5662
Cornell,8,45.1632,-91.1497
Bonfield,3,41.145,-88.0542
Wonder Lake,2,42.3794,-88.3493
North Barrington,14,42.2065,-88.1316
Round Lake Park,3,42.3309,-88.075
Swansea,135,38.5507,-89.9858
Savanna,2,42.0904,-90.1395
Grant Park,1,41.2429,-87.6353
Northwoods,1,38.7035,-90.2824
Geneseo,8,41.4509,-90.154
Salem,376,44.9233,-123.0244
Homewood,12,33.4619,-86.809
Elwood,9,40.8462,-73.3389
Abingdon,121,36.709,-81.9713
Grand Rapids,7307,42.9619,-85.6562
Flushing,1183,43.0637,-83.8403
Grand Blanc,1472,42.9258,-83.6181
Detroit,6301,42.3834,-83.1024
Flint,6667,43.0236,-83.6921
Novi,518,42.4786,-83.4893
Burton,1065,42.9974,-83.6175
Madison Heights,546,42.5073,-83.1034
Swartz Creek,530,42.9631,-83.8251
Coopersville,34,43.0658,-85.9341
Davison,1004,43.0318,-83.5187
Hudsonville,46,42.8632,-85.8627
Ann Arbor,322,42.2759,-83.731
Hamtramck,96,42.3954,-83.0559
Taylor,322,42.226,-83.2688
Auburn Hills,215,42.6735,-83.2448
Royal Oak,953,42.5084,-83.1539
Northville,159,42.4355,-83.489
Jenison,23,42.9063,-85.8269
Clio,775,43.1773,-83.7355
Harper Woods,160,42.439,-82.9293
Southfield,990,42.4765,-83.2605
Romulus,455,42.2237,-83.366
Mount Morris,564,42.0484,-89.4294
Sterling Heights,83,42.5809,-83.0305
Hazel Park,348,42.4619,-83.0977
Portland,3163,45.5371,-122.65
Warren,674,42.4934,-83.027
Otisville,135,41.4714,-74.5397
Bridgeport,565,41.1918,-73.1954
New Baltimore,73,42.6904,-82.7398
Allen Park,259,42.2595,-83.2107
Casnovia,6,43.2336,-85.7895
Millington,34,35.335,-89.8991
Bloomfield Hills,65,42.578,-83.2456
East Lansing,33,42.748,-84.4836
Pinckney,1,42.4543,-83.9457
Southgate,49,42.2047,-83.2057
Goodrich,186,42.9147,-83.5092
Holland,177,42.7677,-86.0984
Comstock Park,51,43.0438,-85.6778
Otsego,4,45.266,-93.6201
Brighton,255,39.9716,-104.7963
Lowell,210,42.6389,-71.3217
Wyoming,228,42.8908,-85.7066
Toledo,459,41.6638,-83.5827
Kent City,6,43.2202,-85.7539
Manchester,507,42.9848,-71.4447
Redford,155,44.6063,-73.8114
Center Line,132,42.4805,-83.0274
Grandville,113,42.9004,-85.7564
Belding,3,43.0968,-85.2331
Byron Center,63,42.8121,-85.7279
Lincoln Park,133,42.2432,-83.1811
Livonia,363,42.3972,-83.3733
Dearborn,347,42.3127,-83.213
Ypsilanti,169,42.244,-83.6208
Flat Rock,49,42.0991,-83.2716
Battle Creek,106,42.2985,-85.2296
Bay City,69,43.5902,-83.8887
Grand Haven,47,43.0553,-86.2201
Wayland,54,42.6725,-85.6408
Lenox,27,40.8835,-94.5583
Portage,141,42.2,-85.5906
Kalamazoo,137,42.2749,-85.5882
Genesee,30,39.6872,-105.2718
Holt,61,42.6416,-84.5308
Okemos,23,42.7057,-84.4135
Whitmore Lake,80,42.4258,-83.753
New Era,4,43.5595,-86.3477
South Haven,18,41.5438,-87.1367
Bridgman,17,41.9396,-86.5652
Marne,20,40.0725,-82.3091
Zeeland,56,42.8139,-86.0129
Port Huron,71,42.9821,-82.4388
Benton Harbor,55,42.1159,-86.4488
Paw Paw,44,42.2148,-85.8919
Gaines,69,42.8725,-83.9108
Durand,21,42.9127,-83.989
Corunna,9,42.9837,-84.1162
Muskegon,70,43.2281,-86.2562
Charlotte,21075,35.2083,-80.8303
Grosse Pointe Farms,1,42.4068,-82.8993
Rockwood,31,37.463,-77.5744
Wixom,111,42.5243,-83.5346
Spring Lake,35,35.1843,-78.9962
Holly,184,42.7987,-83.622
Rochester,2622,43.168,-77.6162
Watervliet,333,42.7243,-73.7068
Stevensville,88,38.9745,-76.3184
Lennon,57,42.9855,-83.9325
Howell,46,42.6078,-83.9339
Allendale,29,42.9845,-85.9499
Clarksville,127,36.5692,-87.3413
Olivet,8,42.444,-84.9246
Allegan,12,42.5299,-85.8462
Fowlerville,16,42.6596,-84.0743
Williamston,87,35.8465,-77.0661
Saginaw,153,43.4199,-83.9501
Frederic,10,45.6548,-92.4646
Bingham Farms,2,42.5176,-83.278
Nunica,11,43.081,-86.0721
Parma,47,41.3843,-81.7286
Erie,123,42.1167,-80.0733
Kimball,13,41.2335,-103.6513
Melvindale,6,42.2802,-83.1782
Mattawan,16,42.2165,-85.7858
Fraser,2,42.5388,-82.9496
Grass Lake,30,42.2511,-84.2073
Sunfield,3,42.7612,-84.9952
Birch Run,31,43.2503,-83.7911
Columbiaville,10,43.1567,-83.4069
Plainwell,25,42.4457,-85.6435
Mancelona,4,44.9024,-85.0613
Standish,7,43.9794,-83.9637
Cedar Springs,22,43.2201,-85.5535
Pontiac,20,42.6493,-83.2878
Hastings,83,40.5961,-98.39
Saint Joseph,30,37.6936,-87.3256
Carleton,29,42.0572,-83.3899
Lawrence,107,38.9597,-95.2642
Mesick,2,44.4043,-85.7171
Onsted,4,42.0061,-84.1893
Morrice,4,42.8362,-84.1833
Big Rapids,4,43.6992,-85.4806
Memphis,1412,35.1087,-89.9663
Ortonville,7,45.3018,-96.4415
Eastpointe,8,42.4657,-82.9461
Macomb,18,40.4709,-90.6807
Shelbyville,43,35.4987,-86.4517
Saugatuck,4,41.1143,-73.3717
Saranac,4,42.9294,-85.2105
Gowen,2,34.8781,-95.4742
Ada,18,34.7662,-96.6681
Constantine,7,41.8378,-85.665
Mount Clemens,6,42.5977,-82.8821
New Haven,525,41.3113,-72.9246
Lapeer,10,43.0447,-83.3253
White Lake,7,34.6418,-78.4969
South Lyon,8,42.4614,-83.6526
Luna Pier,5,41.8049,-83.4426
Sand Lake,5,44.3276,-83.6711
Temperance,4,41.7653,-83.5755
Chelsea,173,42.3959,-71.0325
Dearborn Heights,6,42.3164,-83.2769
Ferndale,40,42.4592,-83.1313
Garden City,104,42.3244,-83.3412
Grosse Pointe Park,2,42.3794,-82.9287
Dimondale,10,42.6484,-84.6475
Lawton,17,34.6175,-98.4202
Ionia,8,42.9773,-85.0727
Inkster,2,42.2935,-83.3148
Hart,2,43.6955,-86.3679
Sylvania,22,41.71,-83.7092
Mayville,1,43.4986,-88.5474
Webberville,23,42.6643,-84.1797
Fruitport,7,43.1248,-86.1561
Three Rivers,32,41.947,-85.6281
Bath,15,43.9346,-69.8346
Schoolcraft,11,42.117,-85.6337
Coloma,9,42.1864,-86.3083
New Lothrop,3,43.1168,-83.9693
Newport,269,41.4801,-71.3203
Middleville,9,42.7138,-85.4693
Armada,1,42.8424,-82.8832
Tecumseh,9,42.0066,-83.945
Walled Lake,2,42.5379,-83.4786
Norton Shores,3,43.1621,-86.2519
Otter Lake,3,43.2138,-83.4595
Rochester Hills,3,42.6645,-83.1563
Birmingham,941,33.5279,-86.7971
Brown City,3,43.2115,-82.988
Linwood,22,39.8254,-75.4253
Baldwin,16,40.6511,-73.6075
Ithaca,13,42.4442,-76.5032
Fennville,12,42.5947,-86.1051
Caro,1,43.4891,-83.4025
Farmington Hills,10,42.486,-83.3771
Elk Rapids,1,44.8949,-85.4053
Hartland,11,43.1029,-88.3396
Lake,1,32.3359,-89.3158
Lake Orion,6,42.7827,-83.2453
Ravenna,28,41.1612,-81.2422
Cassopolis,5,41.9116,-86.0085
Pentwater,3,43.7793,-86.4303
Mears,1,43.6835,-86.4222
Romeo,3,42.8049,-83.0041
Eagle,23,43.7223,-116.3866
Pinconning,11,43.8573,-83.9638
Leroy,3,31.4952,-87.969
Ceresco,2,41.058,-96.6459
Roscommon,1,44.4915,-84.5914
Howe,9,33.5067,-96.6155
Grayling,4,44.6566,-84.7091
Cadillac,5,44.2493,-85.4164
New Boston,22,33.4612,-94.4183
Freeport,63,40.6515,-73.585
Chesaning,5,43.1851,-84.12
DeWitt,10,41.8227,-90.5448
Tekonsha,5,42.0964,-84.9903
Berrien Springs,4,41.9474,-86.3403
Bristol,169,36.5572,-82.2154
South Bend,19,41.6767,-86.2696
Burt,4,43.2358,-83.9027
Prudenville,1,44.3013,-84.6654
Traverse City,5,44.7546,-85.6038
Hemlock,15,43.4186,-84.2311
Evart,1,43.9003,-85.2751
Bear Lake,1,44.7182,-84.9486
Potterville,10,42.6299,-84.7433
Petersburg,207,37.2043,-77.3913
Climax,13,42.2383,-85.336
Grosse Pointe,2,42.3915,-82.9118
Sloatsburg,94,41.162,-74.1902
Suffern,272,41.1138,-74.1422
White Plains,742,41.022,-73.7547
Brewster,775,48.1015,-119.7762
Chicopee,31,42.1764,-72.5719
Providence,1986,41.823,-71.4187
Pawtucket,387,41.8744,-71.3743
Burlington,466,36.076,-79.4685
Peabody,238,42.5335,-70.9725
Fair Lawn,55,40.9359,-74.1177
Little Ferry,6,40.8464,-74.0388
Bay Shore,254,40.7288,-73.2495
Cranston,360,41.7658,-71.4858
Medford,547,42.3372,-122.854
Rye,623,37.9212,-104.9322
Quincy,264,42.2506,-71.0187
Elizabeth,289,40.6658,-74.1913
West Harrison,270,39.2581,-84.8225
Andover,469,45.2571,-93.3265
Schenectady,472,42.8025,-73.9275
Dorchester,549,45.0025,-90.3308
Haverhill,133,42.7838,-71.0871
West Nyack,363,41.0907,-73.9714
Hopewell Junction,414,41.5805,-73.8103
Nanuet,459,41.0957,-74.0155
Valhalla,134,41.0773,-73.7778
Latham,512,42.7427,-73.7497
Demarest,2,40.955,-73.9568
Bronx,4192,40.8501,-73.8662
Yonkers,937,40.9466,-73.8673
Somers,152,42.6411,-87.8919
Irvington,497,41.0349,-73.866
Paterson,261,40.9147,-74.1624
Briarcliff Manor,101,41.14,-73.8438
Kearny,374,40.7528,-74.1202
Perth Amboy,80,40.5202,-74.2724
Boston,922,42.3188,-71.0852
Greenwich,440,41.0318,-82.5198
Mount Vernon,439,48.4203,-122.3115
Scarsdale,189,40.9902,-73.7773
Everett,856,47.9525,-122.1669
Staten Island,1207,40.5834,-74.1496
Keasbey,119,40.5143,-74.3078
Clifton,397,40.863,-74.1575
Iselin,179,40.5697,-74.3172
East Islip,48,40.7257,-73.1869
Chester,578,39.8456,-75.3718
Buchanan,67,41.8283,-86.3656
Wappingers Falls,255,41.5984,-73.9181
Great River,4,40.7137,-73.1628
Bellport,25,40.754,-72.9422
Avon,132,41.4485,-82.0187
Blairstown,88,41.906,-92.0821
Roseland,55,40.8208,-74.3086
Roslyn,27,40.1311,-75.1374
Berlin,132,44.4869,-71.2599
Reading,354,40.34,-75.9267
Edison,336,31.5608,-84.7374
South Amboy,263,40.4852,-74.2831
Bronxville,201,40.9395,-73.8265
Rensselaer,156,42.6465,-73.7328
Worcester,226,42.2705,-71.8079
Seymour,73,38.9476,-85.8911
Hamden,62,39.1592,-82.5243
Northampton,44,42.3266,-72.6745
Jersey City,650,40.7184,-74.0686
Katonah,463,41.256,-73.6857
Wantagh,163,40.6686,-73.5104
Florham Park,21,40.7773,-74.3953
New Providence,19,40.6996,-74.4035
New York,3145,40.6943,-73.9249
Tuckahoe,42,37.5878,-77.5858
Plainville,218,39.2341,-99.3009
Branford,125,29.9623,-82.9243
Brockton,97,42.0821,-71.0242
Roslyn Heights,203,40.7788,-73.6396
Tarrytown,396,41.0647,-73.8672
East Orange,360,40.7651,-74.2117
Deer Park,97,29.6898,-95.1151
Meriden,330,41.5369,-72.7946
Hopkinton,170,42.3428,-91.249
Dix Hills,22,40.8033,-73.3375
Woodhaven,12,42.132,-83.2374
Valley Stream,160,40.6647,-73.7043
Sandy Hook,29,41.4128,-73.244
New Hyde Park,48,40.7323,-73.6858
Danbury,155,41.4015,-73.4709
Hadley,30,43.9987,-95.8575
Poughkeepsie,148,41.695,-73.9211
Huntington Station,226,40.8446,-73.405
Waltham,333,42.3889,-71.2423
Ridge,18,40.9068,-72.8816
Morristown,125,36.2043,-83.3001
Nassau,53,45.0677,-96.4417
East Providence,210,41.8065,-71.3565
West Orange,118,30.0791,-93.7598
Pleasant Valley,152,39.4504,-80.1552
Manhattan,68,40.7834,-73.9662
Elmsford,430,41.0541,-73.8143
Whippany,72,40.8233,-74.4184
Nyack,464,41.0919,-73.9143
Southport,83,33.9411,-78.0205
Stratford,177,39.829,-75.0156
Wharton,58,29.3177,-96.1022
Cedar Knolls,47,40.8199,-74.4551
Jamaica,688,41.8454,-94.307
Smithtown,57,36.2326,-80.5711
Shoreham,26,42.0604,-86.5115
Waterbury,310,41.5582,-73.0361
Randolph,114,43.5397,-89.0029
Littleton,349,39.5915,-105.0188
West Babylon,139,40.7129,-73.3585
Hyde Park,61,41.8008,-111.8121
Melville,160,40.7824,-73.4088
Westford,105,44.6079,-73.0113
Fort Lee,610,40.8509,-73.9713
Charlestown,129,38.427,-85.6677
Stamford,288,41.1039,-73.5585
Ronkonkoma,113,40.8037,-73.1246
Selden,33,40.8714,-73.0466
Millbury,64,41.5648,-83.4255
Leominster,100,42.5209,-71.7717
Ridgewood,134,40.9821,-74.1127
Paramus,237,40.9455,-74.0712
Manhasset,103,40.7884,-73.6943
Dover Plains,38,41.7395,-73.5733
Somerville,155,42.3908,-71.1014
Clark,168,44.8809,-97.7348
Canaan,45,42.0347,-73.3322
Newtonville,29,39.5633,-74.8559
Pleasantville,213,39.39,-74.5169
Millbrook,63,32.5027,-86.3737
Marlborough,121,42.3494,-71.5468
Marshfield,14,44.6627,-90.1728
Hasbrouck Heights,19,40.8618,-74.0741
Peekskill,99,41.2884,-73.9227
Woburn,243,42.4869,-71.1543
Larchmont,140,40.9258,-73.7531
Warwick,411,41.7062,-71.4334
Chappaqua,127,41.1575,-73.766
Armonk,188,41.1319,-73.7138
Cromwell,161,41.4033,-85.6142
Center Moriches,17,40.8004,-72.7958
Pompton Lakes,8,41.0024,-74.2859
Fords,226,40.5359,-74.3126
Passaic,40,40.8574,-74.1282
Middle Village,15,44.9347,-88.7334
Hillburn,121,41.1263,-74.1706
Farmingdale,131,40.7328,-73.4468
North Salem,229,39.86,-86.6437
Port Jervis,20,41.3783,-74.691
Beacon,226,41.5036,-73.9655
Shirley,67,40.7936,-72.8748
Palmer,19,61.5971,-149.1148
New London,86,41.3502,-72.1022
West Newton,60,40.2094,-79.7699
Unionville,4,35.0716,-80.5173
South Glastonbury,17,45.3121,-110.8076
Middlebury,55,41.6696,-85.7075
Pelham,167,33.3114,-86.7573
Manville,4,40.542,-74.5892
Nashua,214,42.7491,-71.491
Bayside,136,43.1827,-87.9017
Enfield,70,36.18,-77.669
Whitestone,242,64.1527,-145.9061
Massapequa,128,40.6676,-73.4706
Rockland,29,44.1274,-69.1369
Totowa,47,40.9039,-74.2214
Bohemia,96,40.7717,-73.1271
Rutland,12,43.6092,-72.9783
Westport,326,35.5103,-80.9783
Morris Plains,41,40.8356,-74.4786
Uniondale,59,40.7176,-73.5947
East Meadow,53,40.7197,-73.5604
Eastport,12,40.8402,-72.7285
Beverly,36,42.5681,-70.8627
Parsippany,282,40.8645,-74.4135
Merrick,235,40.6515,-73.5535
Wheatley Heights,2,40.7624,-73.3705
Cranford,222,40.6548,-74.3053
Blackstone,19,37.0822,-78.003
Harvard,27,42.4296,-88.6211
West Haven,149,41.2739,-72.9672
Framingham,162,42.3085,-71.4368
Secaucus,133,40.781,-74.0659
South Salem,76,39.3372,-83.3067
Lancaster,3865,40.042,-76.3012
Newburgh,347,37.9494,-87.4053
Millerton,18,41.9534,-73.5113
Milton,460,34.1353,-84.3139
Islip Terrace,23,40.7503,-73.1869
East Rutherford,98,40.8179,-74.0854
New Brunswick,100,40.487,-74.445
New Rochelle,339,40.9304,-73.7836
Astoria,272,46.1856,-123.8053
Bedford,580,32.8464,-97.135
Sharon,106,41.234,-80.4998
New Bedford,43,41.6697,-70.9428
Gloucester,53,42.626,-70.6897
Bellerose,104,40.7243,-73.7167
Bridgewater,156,38.3862,-78.9674
Seaford,83,40.6678,-73.4922
West Hempstead,135,40.6959,-73.6507
Raynham,60,34.5761,-79.1908
Yorktown Heights,267,41.2697,-73.7755
Malden,36,42.4305,-71.0576
Leonia,46,40.8638,-73.99
Westhampton Beach,14,40.8081,-72.6457
Watertown,54,43.9734,-75.9094
Wakefield,106,38.823,-77.2406
Mastic,18,40.8096,-72.8479
Revere,107,42.4189,-71.004
New Canaan,55,41.142,-73.4905
Cold Spring,31,39.013,-84.435
Central Valley,144,38.6991,-112.0967
Hackensack,125,40.8891,-74.0462
Danvers,112,40.53,-89.1751
Old Westbury,154,40.7866,-73.5975
Fitchburg,41,42.5912,-71.8156
Highland Falls,126,41.3643,-73.9682
Templeton,22,35.556,-120.7181
Dobbs Ferry,102,41.0127,-73.8697
North Haven,94,41.023,-72.314
Newington,7,38.7358,-77.1993
Roxbury,91,38.5511,-97.4274
New Britain,78,41.6759,-72.7862
Sag Harbor,18,40.9971,-72.2892
Norwich,59,41.5495,-72.0882
Bergenfield,16,40.9236,-73.9982
Mahopac,71,41.3688,-73.7414
Upper Saddle River,5,41.0634,-74.0985
Orangeburg,420,33.4928,-80.8671
Hollis,36,34.6897,-99.9153
Hingham,31,43.6465,-87.9151
Elmont,8,40.7033,-73.7078
Patchogue,60,40.7621,-73.0185
Farmingville,58,40.839,-73.0404
Durham,431,35.9792,-78.9022
Amenia,26,47.0065,-97.2241
Miller Place,17,40.9374,-72.9864
Port Chester,175,41.0051,-73.668
Upton,7,44.1039,-104.6362
Montvale,16,41.0529,-74.0499
Hamburg,91,40.5561,-75.9825
Hoboken,7,40.7452,-74.0281
Jericho,165,40.7875,-73.5416
Mount Kisco,197,41.2016,-73.7281
Rutherford,80,40.8203,-74.1057
Greenlawn,8,40.8632,-73.3646
Floral Park,35,40.7227,-73.7029
Greenfield,127,42.9619,-88.0052
Port Murray,16,40.7915,-74.924
Cheshire,103,44.1901,-123.2834
Bayonne,92,40.6668,-74.1158
North Babylon,76,40.7314,-73.3248
Teaticket,4,41.5624,-70.5858
Bolton,50,40.9431,-81.1253
Commack,131,40.8435,-73.2833
Coram,32,40.8812,-73.0059
Westbury,187,40.7599,-73.5891
Ellington,34,37.2364,-90.9733
Forest Hills,380,42.9577,-85.4895
Palisades Park,21,40.8472,-73.9966
Bayport,28,40.7461,-73.0546
Annandale,412,38.8324,-77.196
Naugatuck,27,41.489,-73.0518
Hempstead,125,30.1006,-96.0777
Germantown,232,39.1755,-77.2643
Hackettstown,182,40.854,-74.8257
Shelton,117,41.306,-73.1383
Great Neck,113,40.8029,-73.7333
Syosset,84,40.8157,-73.502
Shrewsbury,52,38.5866,-90.3282
Guilford,59,40.1685,-94.7358
Richmond Hill,78,31.9012,-81.3125
Ledgewood,31,40.8769,-74.6724
Franklin Lakes,29,41.0086,-74.2083
Elizaville,37,38.4167,-83.8243
Holyoke,23,42.2125,-72.6411
Wallingford,90,43.3203,-94.7922
New Hampton,32,43.0563,-92.3153
Salisbury Mills,2,41.4308,-74.1098
Greenvale,2,40.8118,-73.6262
Kings Park,17,40.8881,-73.2475
Plainview,91,40.7832,-73.4732
Bethpage,36,40.7495,-73.4856
Hauppauge,107,40.8211,-73.2109
Sterling,1078,39.0052,-77.405
Mattituck,17,41.0012,-72.5419
Flemington,32,40.5087,-74.8599
Jewett City,27,41.607,-71.9806
Cohoes,40,42.7732,-73.7077
West Milford,15,39.2045,-80.4034
Plantsville,91,41.5832,-72.8919
Midland Park,9,40.9952,-74.141
Dedham,65,41.9084,-94.8233
Wyandanch,12,40.7496,-73.3633
Rockville Centre,44,40.6643,-73.6383
Trumbull,132,40.6801,-98.2734
Monticello,116,45.2991,-93.7996
Rosedale,290,39.3266,-76.5084
Wading River,13,40.9464,-72.823
Ravena,6,42.4755,-73.8112
Marblehead,5,41.5236,-82.7285
Sea Cliff,2,40.8441,-73.6442
Hicksville,32,40.7637,-73.5245
Chatham,80,39.6733,-89.6934
Westfield,57,40.0341,-86.1529
Rocky Hill,171,40.4001,-74.6405
Manorville,37,40.8574,-72.7915
Saddle River,19,41.0273,-74.0956
Holtsville,63,40.8124,-73.0447
Central Islip,49,40.7836,-73.1945
East Northport,15,40.8791,-73.3233
Centereach,17,40.8681,-73.0821
Glen Rock,81,40.9601,-74.125
Shelburne Falls,8,42.6063,-72.7436
Rahway,28,40.6077,-74.2807
South Plainfield,37,40.5748,-74.4152
Devens,4,42.5439,-71.6146
Metuchen,74,40.5424,-74.3628
West Islip,49,40.7041,-73.2954
Copiague,23,40.6707,-73.3922
Willimantic,6,41.7171,-72.2114
Northford,1,41.3949,-72.7826
North Bellmore,7,40.6904,-73.539
Yaphank,41,40.8323,-72.9233
Fall River,65,41.7136,-71.1015
Bound Brook,47,40.5676,-74.5383
Flanders,18,40.8412,-74.7102
New Windsor,41,39.5443,-77.1012
Basking Ridge,52,40.7061,-74.5568
Summit,82,40.7154,-74.3647
Cumberland,92,39.6515,-78.7584
Bedminster,118,40.6745,-74.6592
Carle Place,33,40.7499,-73.6124
New City,139,41.1542,-73.9912
Carlstadt,36,40.8247,-74.0613
Short Hills,17,40.7389,-74.3278
Attleboro,77,41.9311,-71.295
Mount Sinai,7,40.9372,-73.0179
Islandia,102,40.8069,-73.1711
Wingdale,17,41.6376,-73.5687
Newtown,71,39.1243,-84.3517
Levittown,38,40.7241,-73.5125
Amityville,74,40.6696,-73.4156
Ridgefield Park,95,40.8543,-74.0201
Cliffside Park,4,40.8222,-73.9879
Englewood Cliffs,39,40.8823,-73.9467
North Arlington,11,40.7874,-74.1273
Avenel,9,40.5842,-74.2716
Ridgefield,122,40.8313,-74.0147
Taunton,34,41.9036,-71.0943
Athol,13,47.9469,-116.7079
Woodcliff Lake,18,41.0253,-74.0604
Fairview,51,40.8182,-74.0022
Little Falls,102,45.9862,-94.3586
Groton,59,45.4517,-98.1
Florence,624,34.178,-79.7898
East Setauket,14,40.921,-73.0942
South Deerfield,17,42.4795,-72.5947
Stafford Springs,42,41.9595,-72.3105
Lynbrook,7,40.6579,-73.6742
Waldwick,15,41.0133,-74.1259
Wallington,1,40.8536,-74.1069
East Falmouth,13,41.5708,-70.5556
Staatsburg,12,41.854,-73.9233
Bellingham,265,48.7548,-122.469
Kinderhook,12,39.7037,-91.1526
Moriches,7,40.807,-72.8235
Salt Point,25,41.8061,-73.79
East Quogue,15,40.8489,-72.5785
Garfield,8,40.8791,-74.1085
Valatie,60,42.4134,-73.6779
Hillsdale,42,41.0074,-74.044
Wolcott,9,40.7589,-87.042
Carteret,79,40.5849,-74.2284
Huntington,138,38.4109,-82.4345
Colonia,24,40.5926,-74.3148
East Nassau,11,42.533,-73.5085
Ardsley,54,41.0134,-73.8394
Averill Park,23,42.6393,-73.5583
Port Jefferson Station,12,40.9259,-73.0652
Stony Point,75,41.9451,-83.2751
Cornwall,12,40.2659,-76.4077
Lynn,51,42.4781,-70.9664
Wassaic,2,41.8064,-73.5593
Falmouth,48,38.3319,-77.4655
East Patchogue,9,40.7704,-72.9817
Monmouth Junction,46,40.3754,-74.5582
Stoughton,82,42.9237,-89.2225
Far Hills,2,40.6906,-74.6257
Sayreville,27,40.4656,-74.3237
Netcong,21,40.8985,-74.7019
New Lebanon,13,39.744,-84.3943
Montague,19,43.4128,-86.3636
Lee,39,30.4114,-83.3003
Sussex,9,43.1346,-88.2226
Ghent,18,37.6221,-81.1057
Amherst,34,41.4022,-82.2303
Hatfield,333,37.903,-87.2219
Matawan,75,40.4127,-74.2365
Stockholm,4,45.1018,-96.7998
Wynantskill,9,42.6879,-73.6449
Hubbardston,6,43.0943,-84.842
Windham,72,41.2375,-81.0373
Sayville,29,40.7478,-73.084
Putnam,13,32.3703,-99.1955
Massapequa Park,9,40.6817,-73.4496
Harrison,79,41.0236,-73.7193
Pawcatuck,14,41.3774,-71.8492
Winthrop,9,44.5424,-94.3598
Lake Grove,3,40.8586,-73.1168
Hartsdale,10,41.0154,-73.8036
New Milford,20,40.9337,-74.0196
Blauvelt,3,41.0689,-73.9545
Colchester,35,40.4256,-90.7922
Stonington,22,39.6385,-89.1921
Hampton Bays,28,40.8695,-72.5225
Barre,15,44.1998,-72.5085
Lunenburg,12,44.457,-71.6803
Higganum,17,41.4905,-72.558
Pine Brook,8,40.8676,-74.3438
Buzzards Bay,32,41.755,-70.6128
Pocasset,7,41.6877,-70.6195
Watchung,41,40.6431,-74.4391
Westbrook,37,43.6954,-70.3539
Westwood,27,40.9878,-74.0308
Great Meadows,7,40.877,-74.9034
Danielson,19,41.8086,-71.8854
Derby,27,37.5571,-97.2551
Holbrook,112,40.7944,-73.07
Smithfield,127,35.5133,-78.3495
Hanover,649,39.8118,-76.9836
Stony Brook,18,40.9061,-73.1278
Stone Ridge,3,38.9294,-77.5557
Budd Lake,21,40.8733,-74.7375
North Middletown,3,40.4395,-74.1179
Harriman,28,35.9307,-84.5602
South Windham,2,41.685,-72.1845
Lake Hopatcong,9,40.9599,-74.6094
Roosevelt,91,40.6797,-73.5837
Butler,90,40.8616,-79.8962
Neshanic Station,5,40.5291,-74.7358
Gladstone,15,39.2134,-94.5592
West Wareham,7,41.79,-70.755
New Hartford,45,42.5682,-92.6214
Halifax,55,36.7612,-78.9279
Middle Island,19,40.8857,-72.9454
West Sand Lake,22,42.6402,-73.6033
Tivoli,12,42.0587,-73.9119
Tenafly,16,40.9176,-73.9532
Roselle Park,8,40.6653,-74.2666
Ledyard,7,43.4192,-94.1593
Shrub Oak,51,41.3257,-73.8296
Asbury,38,42.512,-90.7802
North Plainfield,8,40.6209,-74.4386
Lake Hiawatha,8,40.8816,-74.3826
Cedar Grove,23,30.1812,-85.6268
West Springfield,23,38.7771,-77.2268
Bellmore,76,40.6569,-73.5285
Queens,35,40.7498,-73.7976
Boonton,21,40.9047,-74.4048
Sutton,24,40.6072,-97.8589
Caldwell,34,43.6453,-116.6594
Woodmere,5,40.6375,-73.7219
Maynard,6,42.7738,-91.8774
Lyndhurst,18,41.5172,-81.4922
South River,7,40.4455,-74.3783
Parksville,1,33.7866,-82.2174
Monson,9,36.4924,-119.336
Brookfield,177,43.064,-88.1231
Central Falls,8,41.8901,-71.3934
Jackson Heights,22,35.2236,-77.6333
Port Washington,9,40.8268,-73.6765
Mystic,19,41.3562,-71.9546
Chaplin,3,37.8996,-85.2196
Prospect Park,1,39.8859,-75.3075
East Moriches,13,40.8085,-72.7573
Middleton,23,43.1064,-89.5059
Monsey,24,41.1181,-74.0682
Tariffville,2,41.9071,-72.7684
Dayville,32,41.8443,-71.8823
