datetime,Temp,Humidity,Wind_Speed_km,Temp_bins,Humidity_bins,Wind_Speed_bins,date,count,count_bins,Temp_norm,Humid_norm,weather_score
2017-01-11,291.385,70.41666666666667,0.12635609444798981,Medium,Medium,Low,January,92,High,0.006484852811691583,0.6747230614300103,0.8075640086896916
2017-01-13,284.41416666666663,87.04166666666667,0.09572431397574986,Low,High,Low,January,76,High,0.5041526855619828,0.8756294058408864,1.475506405378619
2017-01-14,285.87583333333333,74.0,0.30950861518825784,Low,High,High,January,34,Low,0.39980009995002486,0.718026183282981,1.4273348984212637
2017-01-15,286.5620833333333,71.41666666666667,0.21250797702616467,Low,Medium,Medium,January,32,Low,0.35080673948740115,0.6868076535750253,1.250122370088591
2017-01-16,286.3025,78.625,0.22399489470325468,Low,High,Medium,January,33,Low,0.3693391399538319,0.773917421953676,1.3672514566107625
2017-01-17,285.3645833333333,73.45833333333333,0.22271857051691132,Low,Medium,Medium,January,62,High,0.4362997072892135,0.7114803625377644,1.3704986403438892
2017-01-18,284.94,72.625,0.1857051691129547,Low,Medium,Medium,January,49,Medium,0.4666119321291732,0.7014098690835852,1.353726970325713
2017-01-19,286.0125,80.04166666666667,0.4843650287172942,Low,High,High,January,73,High,0.3900430737012453,0.7910372608257807,1.6654453632443202
2017-01-20,285.1166666666667,87.75,0.47734524569240594,Low,High,High,January,65,High,0.45399919088074914,0.8841893252769388,1.815533761850094
2017-01-21,284.33708333333334,68.58333333333333,0.9693682195277602,Low,Medium,High,January,36,Low,0.5096558863425419,0.6525679758308157,2.131592081701118
2017-01-22,284.3854166666667,79.875,0.6343331206126358,Low,High,High,January,28,Low,0.5062052307179723,0.7890231621349448,1.9295615134655528
2017-01-23,284.4504166666666,86.125,0.5851946394384174,Low,High,High,January,65,High,0.5015646938435566,0.8645518630412893,1.9513111963232634
2017-01-24,279.6245416666667,81.625,0.1678366305041481,Low,High,Medium,January,34,Low,0.8460977844411092,0.8101711983887212,1.8241056133339786
2017-01-25,277.4688333333333,77.0,0.1506062539885131,Low,High,Low,January,43,Medium,1.0,0.7542799597180263,1.9048862137065394
2017-01-26,282.53416666666664,61.958333333333336,0.15507338864071477,Low,Low,Medium,January,40,Medium,0.6383712905452046,0.5725075528700907,1.36595223205601
2017-01-27,285.37416666666667,47.125,0.4014039566049777,Low,Low,High,January,34,Low,0.43561552557054767,0.3932527693856999,1.2302722515612252
2017-01-28,286.08458333333334,42.75,0.20740268028079137,Low,Low,Medium,January,26,Low,0.3848968372956372,0.3403826787512588,0.9326821963276873
2017-01-29,287.71541666666667,36.04166666666666,0.14550095724313977,Low,Low,Low,January,33,Low,0.2684669569976918,0.2593152064451157,0.6732831206859473
2017-01-30,290.1829166666667,32.791666666666664,0.10912571793235483,Medium,Low,Low,January,49,Medium,0.0923050379572107,0.2200402819738167,0.42147103786338225
2017-01-31,288.91791666666666,42.16666666666666,0.11869814932992982,Low,Low,Low,January,47,Medium,0.1826170248209244,0.33333333333333326,0.6346485074841874
2017-02-01,284.2008333333333,73.625,0.1678366305041481,Low,High,Medium,February,34,Low,0.5193831655600772,0.7134944612286003,1.4007142572928255
2017-02-02,286.37375,71.95833333333333,0.10338225909380984,Low,Medium,Low,February,60,High,0.36425239761072037,0.6933534743202417,1.160988131024772
2017-02-03,289.4841666666667,36.75,0.1640076579451181,Low,Low,Medium,February,54,Medium,0.14219080935722606,0.2678751258811682,0.5740735931835124
2017-02-04,290.4945833333333,66.625,0.24952137843012126,Medium,Medium,Medium,February,31,Low,0.07005425858499616,0.6289023162134946,0.948477953228612
2017-02-05,294.2333333333333,66.66666666666667,0.24696873005743464,High,Medium,Medium,February,27,Low,0.19442064681944707,0.6294058408862035,1.0707952177630853
2017-02-06,292.72666666666663,74.875,0.3331206126356095,Medium,High,High,February,70,High,0.08685538183289365,0.7286002014098691,1.1485761958783722
2017-02-07,293.66739221250003,76.95833333333333,0.25973197192086794,Medium,High,Medium,February,86,High,0.15401648312748906,0.7537764350453172,1.167524890093674
2017-02-08,300.01375,61.5,0.08359923420548822,High,Low,Low,February,85,High,0.6071012112991143,0.5669687814702921,1.2576692269748946
2017-02-09,303.33375,45.833333333333336,0.1448627951499681,High,Low,Low,February,54,Medium,0.8441255562694847,0.37764350453172213,1.366631855951175
2017-02-10,293.07958333333335,67.875,0.10976388002552652,Medium,Medium,Low,February,43,Medium,0.11205111729849752,0.6440080563947634,0.8658230537187874
2017-02-11,290.76166666666666,73.5,0.19783024888321638,Medium,Medium,Medium,February,58,High,0.0509864115561288,0.7119838872104735,0.9608005476498186
2017-02-13,289.6208511125,54.208333333333336,0.20421186981493303,Medium,Low,Medium,February,56,Medium,0.13243251380262205,0.47885196374622363,0.8154963473637786
2017-02-14,286.7352140958333,48.04166666666666,0.016592214422463312,Low,Low,Low,February,67,High,0.33844643660312745,0.404330312185297,0.7593689632108878
2017-02-15,285.14525,49.083333333333336,0.025526483726866632,Low,Low,Low,February,46,Medium,0.4519585445372565,0.41691842900302123,0.8944034572671443
2017-02-16,284.397375,64.5,0.012763241863433316,Low,Medium,Low,February,62,High,0.5053514909212046,0.6032225579053374,1.1213372906899752
2017-02-17,284.169625,80.375,0.2201659221442247,Low,High,Medium,February,38,Medium,0.5216112182004231,0.7950654582074523,1.5368425985521001
2017-02-18,282.808875,95.95833333333331,0.22973835354179967,Low,High,Medium,February,43,Medium,0.6187590728445289,0.9833836858006042,1.8318811121869327
2017-02-19,280.47016666666667,88.54166666666667,0.031908104658583285,Low,High,Low,February,41,Medium,0.785726184526782,0.8937562940584092,1.7113905832437744
2017-02-20,283.27566666666667,97.33333333333331,0.0,Low,High,Low,February,29,Low,0.5854334737393199,1.0,1.5854334737393199
2017-02-21,284.8723426458333,91.54166666666669,0.06445437141033825,Low,High,Low,February,32,Low,0.47144218515742115,0.9300100704934546,1.465906627061214
2017-02-22,287.41041666666666,79.83333333333333,0.3286534779834078,Low,High,High,February,54,Medium,0.29024178386997035,0.7885196374622357,1.4074148993156137
2017-02-23,284.8383333333333,44.29166666666666,0.6490108487555839,Low,Low,High,February,52,Medium,0.4738702077532674,0.35901309164149037,1.4818941481503418
2017-02-24,283.3275,36.41666666666666,0.4741544352265476,Low,Low,High,February,51,Medium,0.5817329430522834,0.26384692849949637,1.3197343067783274
2017-02-25,283.29375,60.75,0.24186343331206128,Low,Low,Medium,February,33,Low,0.5841424525832319,0.5579053373615308,1.383911223256824
2017-02-26,284.09041666666667,72.41666666666667,0.29674537332482454,Low,Medium,Medium,February,45,Medium,0.5272661288403407,0.6988922457200404,1.5229037478852057
2017-02-27,284.32916666666665,70.45833333333333,0.16336949585194643,Low,Medium,Medium,February,23,Low,0.5102210799362228,0.675226586102719,1.3488171618908882
2017-02-28,284.77375,64.0,0.2712188895979579,Low,Medium,Medium,February,35,Low,0.47848099759643886,0.5971802618328299,1.3468801490272266
2017-03-01,283.65625,75.95833333333333,0.06445437141033825,Low,High,Low,March,42,Medium,0.5582625353989663,0.7416918429003022,1.364408749709607
2017-03-02,287.1170833333333,83.0,0.15507338864071477,Low,High,Medium,March,55,Medium,0.31118369386735373,0.826787512588117,1.2930445950961855
2017-03-03,290.7908333333333,30.791666666666668,0.1933631142310147,Medium,Low,Medium,March,60,High,0.04890411936889099,0.19587109768378658,0.4381383312836923
2017-03-04,288.73583333333335,78.45833333333333,0.3388640714741545,Low,High,High,March,31,Low,0.19561647747554772,0.77190332326284,1.3063838722125423
2017-03-05,294.5,67.08333333333333,0.36056158264199106,High,Medium,High,March,32,Low,0.21345874681707022,0.6344410876132931,1.2084614170723542
2017-03-06,293.8475,81.45833333333333,0.3994894703254627,Medium,High,High,March,46,Medium,0.16687489588539517,0.8081570996978853,1.3745214659087432
2017-03-07,294.555,75.33333333333333,0.2559029993618379,High,High,Medium,March,35,Low,0.21738535494157984,0.7341389728096677,1.2074273271130855
2017-03-08,300.5054166666667,62.333333333333336,0.0950861518825782,High,Low,Low,March,37,Low,0.642202708169727,0.5770392749244714,1.3143281349767766
2017-03-09,304.12333333333333,47.875,0.33567326100829614,High,Low,High,March,68,High,0.9004961804811876,0.4023162134944613,1.638485654983945
2017-03-10,292.7083333333333,70.95833333333333,0.18889597957881304,Medium,Medium,Medium,March,46,Medium,0.08554651245805846,0.6812688821752266,0.9557113742120981
2017-03-11,290.37666666666667,61.208333333333336,0.037013401403956606,Medium,Low,Low,March,26,Low,0.07847266842769225,0.5634441087613294,0.6789301785929783
2017-03-13,291.27872414166666,84.875,0.18761965539246972,Medium,High,Medium,March,36,Low,0.014072191880252513,0.8494461228600203,1.0511379701327426
2017-03-14,291.37833333333333,82.75,0.15315890236119978,Medium,High,Medium,March,38,Medium,0.006960805311631654,0.8237663645518633,0.9838860722246947
2017-03-15,292.56336157916667,79.54166666666667,0.2693044033184429,Medium,High,Medium,March,40,Medium,0.07519656213560207,0.7849949647532731,1.1294959302073182
2017-03-16,291.5458333333333,75.45833333333333,0.24696873005743464,Medium,High,Medium,March,46,Medium,0.0025522952809314712,0.7356495468277946,0.9851705721661607
2017-03-17,290.5754166666666,83.20833333333333,0.2208040842373963,Medium,High,Medium,March,45,Medium,0.06428333452321873,0.8293051359516618,1.1143925547122768
2017-03-18,290.15333333333336,81.625,0.20165922144224638,Medium,High,Medium,March,57,High,0.09441707717569679,0.8101711983887212,1.1062474970066642
2017-03-19,290.30125000000004,81.66666666666667,0.29100191448627954,Medium,High,Medium,March,41,Medium,0.08385688108326633,0.8106747230614303,1.1855335186309761
2017-03-20,289.13375,73.45833333333333,0.29036375239310785,Low,Medium,Medium,March,59,High,0.16720806263534838,0.7114803625377644,1.1690521775662206
2017-03-21,288.47391666666664,77.375,0.31844288449266117,Low,High,High,March,51,Medium,0.21431546131696316,0.758811681772407,1.2915700275820312
2017-03-22,288.4083333333333,84.20833333333333,0.2801531589023612,Low,High,Medium,March,59,High,0.21899764403512806,0.8413897280966769,1.340540531034166
2017-03-23,287.68541666666664,58.833333333333336,0.6847479259731973,Low,Low,High,March,50,Medium,0.2706087432474262,0.5347432024169185,1.4900998716375422
2017-03-24,287.5754166666666,68.45833333333333,0.4607530312699426,Low,Medium,High,March,74,High,0.2784619594964455,0.6510574018126889,1.390272392579077
2017-03-25,288.4325,74.66666666666667,0.49776643267389925,Low,High,High,March,26,Low,0.21727231622284124,0.7260825780463245,1.441121326943065
2017-03-26,288.1433333333333,77.125,0.2814294830887046,Low,High,Medium,March,40,Medium,0.23791675590776212,0.7557905337361531,1.27513677273262
2017-03-27,288.6779166666667,70.54166666666667,0.6790044671346523,Low,Medium,High,March,48,Medium,0.1997513148187791,0.6762336354481371,1.5549894174015684
2017-03-28,290.11375,40.708333333333336,0.9285258455647735,Medium,Low,High,March,67,High,0.09724304514409705,0.3157099697885197,1.3414788604973902
2017-03-29,291.75125,58.458333333333336,0.23739629865985967,Medium,Low,Medium,March,69,High,0.01721758168535317,0.5302114803625378,0.7848253607077507
2017-03-30,291.5229166666667,66.20833333333333,0.3497128270580728,Medium,Medium,High,March,57,High,0.0009162085623895064,0.6238670694864048,0.974496105106867
2017-03-31,289.7404166666667,33.041666666666664,0.7932354818123806,Medium,Low,High,March,52,Medium,0.12389638514076132,0.22306143001007048,1.1401932969632123
2017-04-01,284.265,73.79166666666667,0.2201659221442247,Low,High,Medium,April,26,Low,0.51480212274815,0.7155085599194362,1.450476604811811
2017-04-02,287.3329166666667,88.5,0.12252712188895981,Low,High,Low,April,35,Low,0.2957747316817777,0.8932527693857001,1.3115546229564377
2017-04-03,288.51,55.04166666666666,0.1882578174856414,Low,Low,Medium,April,72,High,0.21173936841103386,0.4889224572004028,0.888919643097078
2017-04-04,289.30958333333336,72.375,0.2552648372686662,Low,Medium,Medium,April,33,Low,0.1546548154494168,0.6983887210473314,1.1083083737654145
2017-04-05,294.58708333333334,77.95833333333333,0.4365028717294193,High,High,High,April,49,Medium,0.2196758763475435,0.7658610271903323,1.422039775267295
2017-04-06,293.12916666666666,84.625,0.29802169751116786,Medium,High,Medium,April,47,Medium,0.11559101401680384,0.8464249748237666,1.2600376863517384
2017-04-07,296.4375,77.79166666666667,0.410338225909381,High,High,High,April,72,High,0.35178244211227916,0.7638469284994966,1.525967596521157
2017-04-08,299.37416666666667,63.458333333333336,0.15762603701340144,High,Low,Medium,April,37,Low,0.5614395183360711,0.5906344410876134,1.309699996437086
2017-04-09,298.15416666666664,73.375,0.29674537332482454,High,Medium,Medium,April,11,Low,0.474340210846957,0.7104733131923465,1.481558897364128
2017-04-10,291.8129166666667,67.45833333333333,0.16847479259731973,Medium,Medium,Medium,April,46,Medium,0.021620142309802883,0.6389728096676738,0.8290677445747964
2017-04-11,290.32916666666665,65.20833333333333,0.07147415443522655,Medium,Medium,Low,April,40,Medium,0.08186382998976931,0.6117824773413898,0.7651204617663856
2017-04-13,288.33586057916665,74.75,0.43714103382259095,Low,High,High,April,57,High,0.22417168231360693,0.7270896273917423,1.3884023435279402
2017-04-14,288.2241666666667,63.41666666666666,0.620293554562859,Low,Low,High,April,82,High,0.23214583184598064,0.5901309164149043,1.4425703028237438
2017-04-15,289.4116666666667,56.16666666666666,0.414167198468411,Low,Low,High,April,34,Low,0.14736679279407838,0.5025176233635448,1.0640516146260341
2017-04-16,290.845,61.25,0.2635609444798979,Medium,Low,Medium,April,17,Low,0.0450370053068698,0.5639476334340383,0.872545583220806
2017-04-17,290.4275,62.75,0.38800255264837274,Medium,Low,High,April,52,Medium,0.07484353061564515,0.582074521651561,1.044920604915579
2017-04-18,291.47083333333336,83.45833333333333,0.48819400127632423,Medium,High,High,April,58,High,0.0003569643749550532,0.8323262839879155,1.3208772496391947
2017-04-19,291.33125,82.125,0.44479897894065096,Medium,High,High,April,73,High,0.010322219842460435,0.8162134944612288,1.2713346932443401
2017-04-20,291.4008333333333,69.0,0.46330567964262925,Medium,Medium,High,April,51,Medium,0.0053544656243339145,0.6576032225579054,1.1262633678248686
2017-04-21,293.5,56.375,0.3363114231014678,Medium,Low,High,April,51,Medium,0.14206587182599464,0.5050352467270897,0.983412541654552
2017-04-22,296.1254166666667,50.875,0.31525207402680283,High,Low,High,April,43,Medium,0.3295019157088163,0.4385699899295066,1.0833239796651257
2017-04-23,293.77625,63.875,0.4307594128908743,Medium,Medium,High,April,33,Low,0.1617881535422796,0.595669687814703,1.1882172542478568
2017-04-24,290.81166666666667,68.375,0.3439693682195278,Medium,Medium,High,April,47,Medium,0.04741676780657421,0.6500503524672709,1.041436488493373
2017-04-25,290.86583333333334,55.29166666666666,0.570516911295469,Medium,Low,High,April,53,Medium,0.043549653744557076,0.49194360523665653,1.1060101702766825
2017-04-26,292.15125,57.875,0.5947670708359925,Medium,Low,High,April,71,High,0.045774731681781776,0.5231621349446124,1.1637039374623865
2017-04-27,291.47583333333336,72.625,0.44862795149968093,Medium,Medium,High,April,45,Medium,0.0,0.7014098690835852,1.150037820583266
2017-04-28,294.53541666666666,25.95833333333333,0.8998085513720485,High,Low,High,April,66,High,0.21598724447300385,0.1374622356495468,1.2532580314945991
2017-04-29,296.08916666666664,14.583333333333334,0.5947670708359925,High,Low,High,April,42,Medium,0.3269139239903861,0.0,0.9216809948263786
2017-04-30,293.8695833333333,35.0,0.43969368219527766,Medium,Low,High,April,31,Low,0.16845148854144465,0.24672708962739176,0.854872260364114
2017-05-01,286.6304166666667,94.04166666666669,0.19081046585832806,Low,High,Medium,May,56,Medium,0.34592822636300735,0.9602215508559924,1.4969602430773277
2017-05-02,286.0325,84.0,0.1416719846841098,Low,High,Low,May,44,Medium,0.388615216201421,0.8388721047331321,1.3691593056186628
2017-05-03,286.53125,77.875,0.25143586470963625,Low,High,Medium,May,44,Medium,0.353008019799624,0.7648539778449145,1.3692978623541747
2017-05-04,291.8775,71.5,0.31844288449266117,Medium,Medium,High,May,34,Low,0.02623093215297435,0.6878147029204432,1.0324885195660787
2017-05-05,291.18666666666667,81.04166666666667,0.3050414805360562,Medium,High,High,May,51,Medium,0.02064443968492087,0.8031218529707959,1.128807773191773
2017-05-06,292.5495833333334,80.45833333333333,0.3209955328653478,Medium,High,High,May,43,Medium,0.07421289355322942,0.7960725075528702,1.1912809339714474
2017-05-07,296.845,70.95833333333333,0.412252712188896,High,Medium,High,May,43,Medium,0.38087503867114436,0.6812688821752266,1.474396633035267
2017-05-08,297.37833333333333,70.04166666666667,0.1378430121250798,High,Medium,Low,May,44,Medium,0.4189512386663825,0.6701913393756296,1.2269855901670919
2017-05-09,297.1458333333333,74.20833333333333,0.219527760051053,High,High,Medium,May,40,Medium,0.40235239523095634,0.7205438066465257,1.3424239619285352
2017-05-10,293.1070833333333,54.04166666666666,0.08998085513720486,Medium,Low,Low,May,23,Low,0.11401442136075032,0.47683786505538767,0.6808331415533428
2017-05-11,290.82875,77.04166666666667,0.12061263560944481,Medium,High,Low,May,40,Medium,0.04619713952547575,0.7547834843907353,0.9215932595256559
2017-05-13,290.7241666666667,62.958333333333336,0.5666879387364391,Medium,Low,High,May,27,Low,0.0536636443682917,0.5845921450151058,1.2049437281198365
2017-05-14,290.1204166666667,63.333333333333336,0.414167198468411,Medium,Low,High,May,28,Low,0.09676709264415292,0.5891238670694865,1.1000581581820503
2017-05-15,288.61125,66.33333333333333,0.46585832801531596,Low,Medium,High,May,43,Medium,0.20451083981818793,0.6253776435045317,1.2957468113380355
2017-05-16,288.2320833333333,64.25,0.5283982131461391,Low,Medium,High,May,18,Low,0.23158063825230382,0.6002014098690837,1.3601802612675267
2017-05-17,288.72208333333333,67.375,0.3318442884492661,Low,Medium,High,May,52,Medium,0.19659812950667616,0.6379657603222558,1.166408178278198
2017-05-18,289.74875000000003,70.25,0.49202297383535426,Medium,Medium,High,May,57,High,0.12330144451583623,0.6727089627391744,1.2880333810903648
2017-05-19,293.27208333333334,63.375,0.30567964262922787,Medium,Low,High,May,77,High,0.12579424573427925,0.5896273917421955,1.0211012801057027
2017-05-20,296.16291666666666,43.91666666666666,0.507977026164646,High,Low,High,May,28,Low,0.3321791485209792,0.3544813695871097,1.194637544272735
2017-05-21,296.7891666666667,57.833333333333336,0.30950861518825784,High,Low,High,May,37,Low,0.37688893648414223,0.5226586102719034,1.2090561619443037
2017-05-22,294.58,74.875,0.3567326100829611,High,High,High,May,41,Medium,0.21917017681635512,0.7286002014098691,1.3045029883091854
2017-05-23,294.32166666666666,79.41666666666667,0.43458838544990436,High,High,High,May,54,Medium,0.20072701744366114,0.7834843907351463,1.4187997936287118
2017-05-24,292.72125,78.33333333333333,0.45628589661774094,Medium,High,High,May,51,Medium,0.08646867042669437,0.770392749244713,1.3131473162891483
2017-05-25,290.30583333333334,70.33333333333333,0.44288449266113594,Medium,Medium,High,May,19,Low,0.08352966373955956,0.6737160120845922,1.2001301684852876
2017-05-26,290.7604166666667,65.95833333333333,0.48947032546266755,Medium,Medium,High,May,13,Low,0.051075652649865536,0.620845921450151,1.1613918995626842
2017-05-27,290.6879166666667,67.41666666666667,0.5749840459476708,Medium,Medium,High,May,8,Low,0.05625163608671786,0.6384692849949649,1.2697049670293536
2017-05-28,291.715,71.75,0.45245692405871096,Medium,Medium,High,May,3,Low,0.014629589966922946,0.690835850956697,1.157922364982331
2017-05-29,291.89125,77.08333333333333,0.32035737077217613,Medium,High,High,May,4,Low,0.027212584184102776,0.7552870090634441,1.1028569640197232
2017-05-30,291.3958333333333,77.25,0.31716656030631785,Medium,High,High,May,20,Low,0.005711429999288968,0.7573011077542801,1.0801790980598867
2017-05-31,290.8270833333333,80.125,0.31716656030631785,Medium,High,High,May,19,Low,0.046316127650464826,0.7920443101711986,1.1555269981279812
2017-06-01,286.27458333333334,82.29166666666667,0.13465220165922148,Low,High,Low,June,56,Medium,0.37133219104733295,0.8182275931520647,1.3242119858586192
2017-06-02,285.83375,91.25,0.2763241863433312,Low,High,Medium,June,35,Low,0.40280455010589855,0.9264853977844917,1.6056141342337213
2017-06-03,283.99375,45.91666666666666,0.585832801531589,Low,Low,High,June,44,Medium,0.5341674400894799,0.3786505538771399,1.4986507954982087
2017-06-04,291.29211385,79.625,0.2693044033184429,Medium,High,Medium,June,35,Low,0.013116262107041723,0.7860020140986911,1.0684226795241758
2017-06-05,289.71791666666667,73.66666666666667,0.4052329291640077,Medium,High,High,June,50,Medium,0.12550272482806313,0.7139979859013094,1.2447336398933802
2017-06-06,292.1475,79.75,0.24824505424377794,Medium,High,Medium,June,45,Medium,0.04550700840056346,0.7875125881168179,1.0812646507611594
2017-06-07,297.43083333333334,70.66666666666667,0.3158902361199745,High,Medium,High,June,78,High,0.4226993646034146,0.677744209466264,1.416333810189653
2017-06-08,296.63375,73.625,0.17421825143586472,High,High,Medium,June,56,Medium,0.36579329382927916,0.7134944612286003,1.2535060064937442
2017-06-09,298.04625,66.75,0.1193363114231015,High,Medium,Low,June,58,High,0.466635729754171,0.6304128902316214,1.216384931408894
2017-06-10,294.78833333333336,53.29166666666666,0.13592852584556478,High,Low,Low,June,42,Medium,0.23404369243949857,0.4677744209466263,0.8377466392316897
2017-06-11,290.22666666666663,68.45833333333333,0.1340140395660498,Medium,Medium,Low,June,40,Medium,0.08918159967635601,0.6510574018126889,0.8742530410550947
2017-06-13,292.26666666666665,66.66666666666667,0.440970006381621,Medium,Medium,High,June,28,Low,0.054014659337000344,0.6294058408862035,1.124390506604825
2017-06-14,294.6095833333333,62.16666666666666,0.3407785577536695,High,Low,High,June,41,Medium,0.22128221603484122,0.5750251762336354,1.1370859500221462
2017-06-15,295.9270833333333,66.91666666666667,0.30887045309508615,High,Medium,High,June,32,Low,0.31534232883558294,0.6324269889224573,1.2566397708531265
2017-06-16,296.7325,68.5,0.3126994256541162,High,Medium,High,June,59,High,0.37284334023464755,0.6515609264853979,1.3371036923741617
2017-06-17,296.9195833333333,73.79166666666667,0.3841735800893427,High,High,High,June,28,Low,0.38619975726422595,0.7155085599194362,1.4858818972730048
2017-06-18,296.4266666666667,74.58333333333333,0.3656668793873644,High,High,High,June,33,Low,0.35100901929987655,0.7250755287009064,1.4417514273881473
2017-06-19,296.50125,79.54166666666667,0.37268666241225273,High,High,High,June,51,Medium,0.35633373789296213,0.7849949647532731,1.514015365058488
2017-06-20,296.9525,85.20833333333333,0.39119336311423103,High,High,High,June,47,Medium,0.3885497727326821,0.853474320241692,1.6332174560886052
2017-06-21,297.326,79.125,0.35800893426930447,High,High,High,June,58,High,0.41521501154185136,0.7799597180261835,1.5531836638373393
2017-06-22,295.2054166666667,82.125,0.3082322910019145,High,High,High,June,55,Medium,0.26382047071702563,0.8162134944612288,1.3882662561801689
2017-06-23,294.3433333333333,80.91666666666667,0.3790682833439694,High,High,High,June,41,Medium,0.20227386306846637,0.8016112789526689,1.3829534253651048
2017-06-24,294.10083333333336,83.95833333333333,0.4684109763880026,Medium,High,High,June,33,Low,0.18496109088313412,0.8383685800604231,1.4917406473315598
2017-06-25,296.81041666666664,75.83333333333333,0.4039566049776644,High,High,High,June,25,Low,0.37840603507769915,0.7401812688821753,1.522543908937539
2017-06-26,298.85125,63.833333333333336,0.3586470963624761,High,Medium,High,June,59,High,0.5241069941219874,0.5951661631419941,1.4779202536264575
2017-06-27,298.3316038291667,55.208333333333336,0.30567964262922787,High,Low,High,June,64,High,0.4870079600080936,0.49093655589123875,1.2836241585285602
2017-06-28,295.08458333333334,70.0,0.37523931078493944,High,Medium,High,June,54,Medium,0.2551938316556037,0.6696878147029205,1.3001209571434638
2017-06-29,293.6095833333333,73.0,0.3267389917038928,Medium,Medium,High,June,52,Medium,0.14988934104376564,0.7059415911379658,1.1825699238856242
2017-06-30,293.4108333333333,74.83333333333333,0.31652839821314616,Medium,High,High,June,51,Medium,0.13570000713928806,0.7280966767371602,1.1803250820895943
2017-07-01,286.22666666666663,71.16666666666667,0.31652839821314616,Low,Medium,High,July,34,Low,0.37475309964065834,0.6837865055387715,1.375068003392576
2017-07-02,288.0933333333333,92.41666666666669,0.1378430121250798,Low,High,Low,July,25,Low,0.2414863996573167,0.9405840886203428,1.3199135004027394
2017-07-03,286.50375,44.41666666666666,0.25909380982769625,Low,Low,Medium,July,42,Medium,0.3549713238618768,0.36052366565961724,0.9745887993491903
2017-07-04,289.81370028333333,77.08333333333333,0.37396298659859606,Medium,High,High,July,30,Low,0.11866445705718678,0.7552870090634441,1.247914452719227
2017-07-05,286.1033333333333,67.79166666666667,0.9751116783663052,Low,Medium,High,July,50,Medium,0.38355822088955777,0.6430010070493456,2.0016709063052085
2017-07-06,291.73875,83.375,0.2565411614550096,Medium,High,Medium,July,42,Medium,0.016325170747961477,0.8313192346424977,1.1041855668454688
2017-07-07,299.49,67.625,0.2878111040204212,High,Medium,Medium,July,45,Medium,0.569709193022538,0.6409869083585097,1.4985072054014688
2017-07-08,296.3545833333333,73.66666666666667,0.16336949585194643,High,High,Medium,July,27,Low,0.3458627828942684,0.7139979859013094,1.2232302646475242
2017-07-09,296.8983333333333,67.75,0.13337587747287813,High,Medium,Low,July,39,Medium,0.3846826586706649,0.6424974823766365,1.1605560185201795
2017-07-10,297.0825,28.70833333333333,0.04913848117421826,High,Low,Low,July,42,Medium,0.39783084648152156,0.17069486404833834,0.6176641917040782
2017-07-11,291.16333333333336,66.95833333333333,0.059987236758136574,Medium,Medium,Low,July,45,Medium,0.022310273434711116,0.6329305135951662,0.7152280237880139
2017-07-13,296.835,77.66666666666667,0.34205488194001277,High,High,High,July,30,Low,0.3801611099212302,0.7623363544813697,1.4845523463426127
2017-07-14,296.6245833333333,78.54166666666667,0.410338225909381,High,High,High,July,31,Low,0.3651388591418575,0.772910372608258,1.5483874576594965
2017-07-15,297.3675,77.625,0.39310784939374604,High,High,High,July,18,Low,0.4181778158539799,0.7618328298086607,1.5731184950563868
2017-07-16,297.44375,73.25,0.33567326100829614,High,Medium,High,July,24,Low,0.42362152257205055,0.7089627391742196,1.4682575227545662
2017-07-17,297.1816666666667,72.125,0.16719846841097644,High,Medium,Medium,July,36,Low,0.40491063991813825,0.6953675730110777,1.2674766813401923
2017-07-18,296.77375,72.375,0.2724952137843012,High,Medium,Medium,July,57,High,0.3757882963280288,0.6983887210473314,1.3466722311596615
2017-07-19,297.2275,71.41666666666667,0.24505424377791962,High,Medium,Medium,July,45,Medium,0.4081828133552303,0.6868076535750253,1.3400447107081752
2017-07-20,297.5733333333333,70.29166666666667,0.13911933631142312,High,Medium,Low,July,34,Low,0.43287284928964176,0.6732124874118833,1.2452046730129482
2017-07-21,296.7091666666667,68.04166666666667,0.06636885768985325,High,Medium,Low,July,32,Low,0.3711775064848573,0.6460221550855993,1.08356851926031
2017-07-22,297.0308333333333,71.125,0.14677728142948313,High,Medium,Low,July,30,Low,0.39414221460698196,0.6832829808660625,1.2242024769025277
2017-07-23,297.05875,72.375,0.1735800893426931,High,Medium,Medium,July,30,Low,0.3961352657004831,0.6983887210473314,1.2681040760905076
2017-07-24,296.1175,70.375,0.15890236119974477,High,Medium,Medium,July,40,Medium,0.3289367221151354,0.6742195367573012,1.1620586200721814
2017-07-25,296.0720833333333,73.125,0.14932992980216978,High,Medium,Low,July,40,Medium,0.3256942957092876,0.7074521651560928,1.1824763906675502
2017-07-26,296.34125,71.79166666666667,0.3261008296107211,High,Medium,High,July,33,Low,0.3449108778943883,0.691339375629406,1.3623510831345154
2017-07-27,296.7754166666667,70.54166666666667,0.13082322910019148,High,Medium,Low,July,33,Low,0.3759072844530138,0.6762336354481371,1.1829641490013425
2017-07-28,296.59375,73.79166666666667,0.1640076579451181,High,High,Medium,July,27,Low,0.3629375788296347,0.7155085599194362,1.2424537966941889
2017-07-29,295.85375,71.375,0.11614550095724317,High,Medium,Low,July,23,Low,0.3101068513362381,0.6863041289023163,1.1125564811957975
