datetime,Temp,Humidity,Wind_Speed_km,Temp_bins,Humidity_bins,Wind_Speed_bins,date,count,count_bins,Temp_norm,Humid_norm,weather_score
2016-07-16,294.865125,56.75,0.031908104658583285,High,Low,Low,July,18,Low,0.2395260702981851,0.5095669687814703,0.7810011437382387
2016-07-17,294.39283333333333,56.208333333333336,0.022335673261008302,High,Low,Low,July,5,Low,0.20580781038052626,0.5030211480362539,0.7311646316777884
2016-07-18,295.91058333333336,45.833333333333336,0.022335673261008302,High,Low,Low,July,61,High,0.3141643463982337,0.37764350453172213,0.7141435241909642
2016-07-19,305.088,24.0,0.06062539885130824,High,Low,Low,July,54,Medium,0.96936650722258,0.1137965760322256,1.143788482106114
2016-07-20,305.06462500000004,26.041666666666668,0.06062539885130824,High,Low,Low,July,68,High,0.9676976987696645,0.13846928499496478,1.1667923826159374
2016-07-21,300.1489166666667,53.458333333333336,0.18506700701978307,High,Low,Medium,July,66,High,0.6167511482354098,0.4697885196374623,1.271606674892655
2016-07-22,301.52458333333334,54.458333333333336,0.3516273133375878,High,Low,High,July,82,High,0.7149639465981302,0.48187311178247744,1.5484643717181954
2016-07-23,301.9975,55.833333333333336,0.24633056796426295,High,Low,Medium,July,36,Low,0.7487268270626595,0.4984894259818732,1.4935468210087957
2016-07-24,299.60875,69.0,0.2342054881940013,High,Medium,Medium,July,13,Low,0.5781870969277266,0.6576032225579054,1.4699958076796333
2016-07-25,299.965,71.04166666666667,0.31780472239948954,High,Medium,High,July,61,High,0.6036208086432965,0.6822759315206447,1.6037014625634307
2016-07-26,300.39666666666665,74.79166666666667,0.536694320357371,High,High,High,July,75,High,0.6344387330144444,0.7275931520644513,1.8987262054362666
2016-07-27,300.66875,69.58333333333333,0.39119336311423103,High,Medium,High,July,50,Medium,0.6538635444182669,0.6646525679758308,1.7097094755083289
2016-07-28,300.31458333333336,71.41666666666667,0.38608806636885773,High,Medium,High,July,58,High,0.6285785678589303,0.6868076535750253,1.7014742878028133
2016-07-29,300.25125,69.75,0.36056158264199106,High,Medium,High,July,63,High,0.6240570191094955,0.6666666666666667,1.6512852684181532
2016-07-30,299.19041666666664,69.75,0.28462029355456286,High,Medium,Medium,July,33,Low,0.5483210775564588,0.6666666666666667,1.4996080377776884
2016-07-31,298.71708333333333,73.08333333333333,0.3497128270580728,High,Medium,High,July,39,Medium,0.5145284500606853,0.7069486404833837,1.5711899176021418
2016-08-01,282.37395802916666,65.0,0.7849393746011487,Low,Medium,High,August,75,High,0.649809045774731,0.609264853977845,2.0440132743537247
2016-08-02,294.89958333333334,30.95833333333333,0.1844288449266114,High,Low,Medium,August,89,High,0.24198614978225458,0.1978851963746223,0.6243001910834882
2016-08-03,284.4396879625,66.95833333333333,0.7708998085513722,Low,Medium,High,August,26,Low,0.5023306468789417,0.6329305135951662,1.9061609690254802
2016-08-04,288.85759574166667,85.79166666666667,0.2048500319081047,Low,High,Medium,August,50,Medium,0.18692350907879438,0.8605236656596176,1.2522972066465168
2016-08-05,288.82041666666663,67.08333333333333,0.49904275686024263,Low,Medium,High,August,81,High,0.18957783013255605,0.6344410876132931,1.323061674606092
2016-08-06,294.10166666666663,73.16666666666667,0.16719846841097644,Medium,Medium,Medium,August,45,Medium,0.18502058494562257,0.7079556898288017,1.0601747431854007
2016-08-07,295.4604166666667,74.08333333333333,0.4575622208040843,High,High,High,August,35,Low,0.2820256538397496,0.7190332326283988,1.4586211072722328
2016-08-08,296.33166666666665,67.83333333333333,0.07211231652839824,High,Medium,Low,August,75,High,0.3442266961757224,0.6435045317220544,1.059843544426175
2016-08-09,294.80583333333334,70.625,0.37970644543714105,High,Medium,High,August,68,High,0.23529306775184125,0.6772406847935549,1.2922401979825373
2016-08-10,291.1501929,29.25,0.047862156987874924,Medium,Low,Low,August,83,High,0.02324840674900941,0.1772406847935549,0.24835124853043922
2016-08-11,293.33625,74.29166666666667,0.12571793235481815,Medium,High,Low,August,63,High,0.1303752885462065,0.7215508559919438,0.9776440768929685
2016-08-12,285.79833333333335,68.33333333333333,0.2086790044671347,Low,Medium,Medium,August,66,High,0.4053330477618322,0.649546827794562,1.263558880023529
2016-08-13,298.58666666666664,65.58333333333333,0.036375239310784936,High,Medium,Low,August,42,Medium,0.5052176292805975,0.6163141993957704,1.1579070679871528
2016-08-14,300.4370833333333,62.0,0.07530312699425654,High,Low,Low,August,36,Low,0.6373241950453331,0.5730110775427997,1.2856383995823895
2016-08-15,301.4479166666667,49.375,0.022973835354179965,High,Low,Low,August,83,High,0.7094904928488154,0.42044310171198396,1.1529074299149793
2016-08-16,299.97541666666666,36.5,0.033822590938098286,High,Low,Low,August,67,High,0.6043644844244548,0.26485397784491443,0.9030410532074675
2016-08-17,298.72291666666666,42.91666666666666,0.04658583280153159,High,Low,Low,August,53,Medium,0.5149449084981328,0.34239677744209457,0.903927518741759
2016-08-18,298.05,45.833333333333336,0.039566049776643276,High,Low,Low,August,42,Medium,0.4669034530353893,0.37764350453172213,0.8841130073437548
2016-08-19,297.23291666666665,63.125,0.0408423739629866,High,Low,Low,August,44,Medium,0.4085695247614296,0.5866062437059416,1.0360181424303578
2016-08-20,296.03416666666664,70.08333333333333,0.24633056796426295,High,Medium,Medium,August,28,Low,0.3229873158658764,0.6706948640483384,1.240012747878478
2016-08-21,296.34458333333333,74.91666666666667,0.400765794511806,High,High,High,August,53,Medium,0.3451488541443583,0.7291037260825782,1.4750183747387426
2016-08-22,296.69916666666666,73.875,0.3771537970644544,High,High,High,August,56,Medium,0.37046357773494315,0.716515609264854,1.4641329840642516
2016-08-23,296.40291666666667,74.625,0.3286534779834078,High,High,High,August,57,High,0.349313438518838,0.7255790533736154,1.4035459698758612
2016-08-24,296.7907754125,70.375,0.3318442884492661,High,Medium,High,August,44,Medium,0.37700378947431307,0.6742195367573012,1.3830676146808802
2016-08-25,295.70916666666665,73.08333333333333,0.2814294830887046,High,Medium,Medium,August,74,High,0.2997846314937777,0.7069486404833837,1.288162755065866
2016-08-26,294.21250000000003,70.45833333333333,0.3126994256541162,High,Medium,High,August,71,High,0.19293329525713843,0.675226586102719,1.1808593070139737
2016-08-27,293.53125,70.83333333333333,0.3375877472878111,Medium,Medium,High,August,35,Low,0.14429689916946575,0.6797583081570997,1.1616429546143765
2016-08-28,295.5229166666667,74.79166666666667,0.4097000638162094,High,High,High,August,45,Medium,0.2864877085266918,0.7275931520644513,1.4237809244073523
2016-08-29,297.6275,70.04166666666667,0.3656668793873644,High,Medium,High,August,81,High,0.43673996335165893,0.6701913393756296,1.472598182114653
2016-08-30,298.94166666666666,70.83333333333333,0.31078493937460117,High,Medium,High,August,66,High,0.5305620999024306,0.6797583081570997,1.5211053474341316
2016-08-31,298.7325,78.25,0.3216336949585195,High,High,High,August,52,Medium,0.5156290902167987,0.7693856998992952,1.6066484850746132
2016-09-01,282.1647360708333,62.375,0.09189534141671986,Low,Low,Low,September,73,High,0.6647460028914104,0.5775427995971804,1.3341841439053106
2016-09-02,294.55333333333334,19.666666666666668,0.23165283982131468,High,Low,Medium,September,74,High,0.21726636681659484,0.06143001007049347,0.5103492167084029
2016-09-03,288.34865529583334,58.0,0.38736439055520105,Low,Low,High,September,42,Medium,0.2232582307060757,0.5246727089627392,1.135295330224016
2016-09-04,288.77175313333333,81.875,0.2010210593490747,Low,High,Medium,September,28,Low,0.19305205968444417,0.8131923464249751,1.207265465458494
2016-09-05,289.3929166666667,72.0,0.3082322910019145,Low,Medium,High,September,32,Low,0.14870540920016187,0.6938569989929507,1.150794699195027
2016-09-06,294.3808333333333,78.95833333333333,0.037013401403956606,High,High,Low,September,78,High,0.20495109588063332,0.7779456193353476,1.0199101166199376
2016-09-07,296.10125,75.45833333333333,0.3650287172941928,High,High,High,September,58,High,0.32777658789652947,0.7356495468277946,1.428454852018517
2016-09-08,294.10795833333333,65.58333333333333,0.05488194001276325,Medium,Medium,Low,September,80,High,0.18546976511744365,0.6163141993957704,0.8566659045259772
2016-09-09,294.89625,77.20833333333333,0.5469049138481176,High,High,High,September,85,High,0.24174817353228456,0.7567975830815711,1.5454506704619733
2016-09-10,292.642125,30.541666666666668,0.0446713465220166,Medium,Low,Low,September,28,Low,0.0808197091930272,0.19284994964753277,0.3183410053625766
2016-09-11,297.02375,39.66666666666666,0.1735800893426931,High,Low,Medium,September,43,Medium,0.39363651507579767,0.30312185297079547,0.8703384573892863
2016-09-12,286.75391895,78.54166666666667,0.2827058072750479,Low,High,Medium,September,68,High,0.337111043287879,0.772910372608258,1.392727223171185
2016-09-13,291.5720833333333,72.375,0.5035098915124442,Medium,Medium,High,September,59,High,0.0044263582494475295,0.6983887210473314,1.2063249708092232
2016-09-14,290.57416666666666,66.33333333333333,0.2916400765794512,Medium,Medium,Medium,September,57,High,0.06437257561695547,0.6253776435045317,0.9813902957009384
2016-09-15,292.4275,68.83333333333333,0.2878111040204212,Medium,Medium,Medium,September,57,High,0.06549701339806673,0.6555891238670695,1.0088972412855575
2016-09-16,293.2716666666667,73.25,0.2788768347160179,Medium,Medium,Medium,September,40,Medium,0.12576449870303502,0.7089627391742196,1.1136040725932725
2016-09-17,294.34083333333336,76.79166666666667,0.2782386726228462,High,High,Medium,September,17,Low,0.2020953808809929,0.7517623363544815,1.2320963898583206
2016-09-18,296.60952667916666,80.79166666666667,0.17230376515634974,High,High,Medium,September,28,Low,0.36406392131315457,0.800100704934542,1.3364683914040463
2016-09-19,298.9479166666667,56.79166666666666,0.17740906190172306,High,Low,Medium,September,39,Medium,0.5310083053711264,0.5100704934541792,1.2184878607270289
2016-09-20,298.03418497083334,43.91666666666666,0.06253988513082324,High,Low,Low,September,43,Medium,0.46577437263511273,0.3544813695871097,0.8827956273530457
2016-09-21,296.7644228916667,53.625,0.08232291001914488,High,Low,Low,September,36,Low,0.3751224072487606,0.4718026183282981,0.9292479355962036
2016-09-22,294.15745559166663,60.41666666666666,0.19081046585832806,Medium,Low,Medium,September,46,Medium,0.18900351669403417,0.553877139979859,0.9336911225322212
2016-09-23,292.38916666666665,46.083333333333336,0.5315890236119976,Medium,Low,High,September,54,Medium,0.06276028652340726,0.3806646525679759,0.9750139627033807
2016-09-24,294.83625,42.458333333333336,0.020421186981493304,High,Low,Low,September,39,Medium,0.23746460103281986,0.33685800604229615,0.5947437940566094
2016-09-25,298.3229922208333,26.916666666666668,0.07275047862156989,High,Low,Low,September,34,Low,0.4863931525308784,0.14904330312185302,0.7081869342743012
2016-09-26,301.8384696708333,22.375,0.07913209955328654,High,Low,Low,September,68,High,0.7373731946526729,0.09415911379657604,0.9106644080025355
2016-09-27,300.86953385833334,27.20833333333333,0.042118698149329926,High,Low,Low,September,77,High,0.6681980813164857,0.15256797583081566,0.8628847552966313
2016-09-28,298.7270833333333,42.75,0.01978302488832164,High,Low,Low,September,46,Medium,0.5152423788105954,0.3403826787512588,0.8754080824501759
2016-09-29,298.62916666666666,45.875,0.05041480536056159,High,Low,Low,September,56,Medium,0.5082518264677195,0.37814702920443105,0.9368136610327121
2016-09-30,297.90208333333334,48.91666666666666,0.039566049776643276,High,Low,Low,September,47,Medium,0.45634325694295885,0.4149043303121852,0.9108136370317874
2016-10-01,284.97151095416666,76.125,0.14613911933631146,Low,High,Low,October,32,Low,0.4643622745175031,0.7437059415911381,1.3542073354449526
2016-10-02,293.57960145833334,28.375,0.05871091257179325,Medium,Low,Low,October,25,Low,0.1477488487898943,0.16666666666666669,0.3731264280283543
2016-10-03,290.0479895375,69.20833333333333,0.19783024888321638,Medium,Medium,Medium,October,72,High,0.10193787362271552,0.6601208459214502,0.959888968427382
2016-10-04,289.16398726666665,69.20833333333333,0.219527760051053,Low,Medium,Medium,October,83,High,0.16504933723614573,0.6601208459214502,1.044697943208649
2016-10-05,289.65791666666667,70.54166666666667,0.29738353541799617,Medium,Medium,Medium,October,61,High,0.1297862973275278,0.6762336354481371,1.103403468193661
2016-10-06,293.99916666666667,79.58333333333333,0.022973835354179965,Medium,High,Low,October,59,High,0.17770281525903991,0.785498489425982,0.9861751400392018
2016-10-07,296.4725,74.41666666666667,0.45245692405871096,High,High,High,October,66,High,0.35428119273696856,0.7230614300100706,1.5297995468057501
2016-10-08,295.5917083333333,66.25,0.012763241863433316,High,Medium,Low,October,40,Medium,0.291398943385451,0.6243705941591139,0.9285327794079983
2016-10-09,295.7308333333333,80.54166666666667,0.3899170389278877,High,High,High,October,8,Low,0.30133147711858294,0.7970795568982882,1.4883280729447588
2016-10-10,292.0240833333333,43.91666666666666,0.019144862795149972,Medium,Low,Low,October,37,Low,0.03669593774541356,0.3544813695871097,0.41032217012767325
2016-10-11,297.38625,25.916666666666668,0.18698149329929806,High,Low,Medium,October,80,High,0.4195164322600634,0.1369587109768379,0.7434566365361994
2016-10-12,287.40500000000003,87.79166666666667,0.1544352265475431,Low,High,Medium,October,64,High,0.29062849527616963,0.8846928499496478,1.3297565717733604
2016-10-13,287.45008333333334,70.95833333333333,0.025526483726866632,Low,Medium,Low,October,47,Medium,0.2874098664953237,0.6812688821752266,0.9942052323974169
2016-10-14,287.8700343125,69.41666666666667,0.009572431397574986,Low,Medium,Low,October,79,High,0.2574283587372967,0.6626384692849951,0.9296392594198668
2016-10-15,287.58633352916667,74.625,0.009572431397574986,Low,High,Low,October,34,Low,0.2776825732966854,0.7255790533736154,1.0128340580678759
2016-10-16,289.40353055,82.54166666666667,0.012763241863433316,Low,High,Low,October,22,Low,0.14794765355417422,0.8212487411883185,0.981959636605926
2016-10-17,288.23075,88.875,0.015954052329291646,Low,High,Low,October,100,High,0.23167582875229104,0.8977844914400808,1.1454143725216634
2016-10-18,287.11225,76.41666666666667,0.0063816209317166615,Low,High,Low,October,71,High,0.31152875942980784,0.7472306143001008,1.0651409946616255
2016-10-19,286.35926097916666,60.54166666666666,0.028717294192724955,Low,Low,Low,October,63,High,0.3652868104638159,0.5553877139979858,0.9493918186545267
2016-10-20,289.65856584166664,32.791666666666664,0.0446713465220166,Medium,Low,Low,October,72,High,0.12973995085790704,0.2200402819738167,0.3944515793537403
2016-10-21,291.1799470708333,27.25,0.03828972559029994,Medium,Low,Low,October,30,Low,0.0211241709502435,0.1530715005035247,0.21248539704406813
2016-10-22,289.26375,40.208333333333336,0.009572431397574986,Low,Low,Low,October,36,Low,0.15792698888650886,0.3096676737160121,0.47716709400009594
2016-10-23,288.57425,55.91666666666666,0.0031908104658583307,Low,Low,Low,October,46,Medium,0.20715237619285615,0.49949647532729097,0.7098396619860055
2016-10-24,289.58475,78.25,0.04148053605615827,Medium,High,Low,October,73,High,0.13500987601437578,0.7693856998992952,0.9458761119698292
2016-10-25,287.9814166666667,77.375,0.022335673261008302,Low,High,Low,October,86,High,0.2494764522500643,0.758811681772407,1.0306238072834795
