date,mean_humidity,normalized_mean_humidity
2016-01-01,64.02192982456143,0.4747120388235988
2016-01-02,72.90789473684211,0.7116295386774252
2016-01-03,61.48684210526316,0.40712155762146995
2016-01-04,67.20833333333334,0.5596678945214293
2016-01-05,70.84429824561406,0.6566099514705028
2016-01-06,60.29605263157896,0.3753727416242767
2016-01-07,67.67324561403508,0.5720633806934454
2016-01-08,67.97368421052632,0.5800736712857393
2016-01-09,71.23245614035088,0.6669590130386482
2016-01-10,71.46553884711781,0.6731734616316274
2016-01-11,73.10964912280703,0.7170087119218853
2016-01-12,67.31798245614036,0.5625913582412443
2016-01-13,61.712719298245624,0.41314389288428943
2016-01-14,66.32894736842105,0.5362217154885109
2016-01-15,73.0548245614035,0.7155469800619774
2016-01-16,79.54605263157895,0.8886160322750396
2016-01-17,74.64912280701756,0.7580541425480916
2016-01-18,68.24561403508773,0.5873238613108813
2016-01-19,65.99342105263159,0.5272759165058765
2016-01-20,69.1951754385965,0.6126410571244811
2016-01-21,71.51535087719299,0.6745015494357716
2016-01-22,70.0219298245614,0.6346839735718879
2016-01-23,71.19298245614034,0.6659065660995145
2016-01-24,67.27412280701756,0.5614219727533185
2016-01-25,65.15131578947368,0.5048237151376951
2016-01-26,67.34649122807016,0.5633514588083959
2016-01-27,67.32236842105263,0.5627082967900368
2016-01-28,65.91008771929823,0.5250540840788163
2016-01-29,64.57894736842105,0.4895632345202596
2016-01-30,62.9078947368421,0.4450096474302754
2016-01-31,69.83114035087718,0.629597146699409
2016-02-01,61.14035087719297,0.39788341226685353
2016-02-02,70.74122807017542,0.6538618955738755
2016-02-03,63.51973684210526,0.46132257498684437
2016-02-04,63.31798245614034,0.45594340174238424
2016-02-05,69.95175438596492,0.6328129567912064
2016-02-06,63.623379099923724,0.46408588373766113
2016-02-07,66.37938596491227,0.5375665087996255
2016-02-08,67.46710526315789,0.5665672689001928
2016-02-09,67.36403508771929,0.5638192130035664
2016-02-10,73.55833333333334,0.7289715254633691
2016-02-11,66.52412280701753,0.5414254809097816
2016-02-12,62.77412280701755,0.4414430216921008
2016-02-13,60.66666666666667,0.385254048997252
2016-02-14,54.93201754385966,0.23235689645091528
2016-02-15,62.559210526315795,0.43571303280126306
2016-02-16,69.21929824561404,0.6132842191428407
2016-02-17,65.41228070175438,0.5117815587908554
2016-02-18,63.793859649122815,0.46863123428638276
2016-02-19,57.66228070175439,0.30515114307431457
2016-02-20,59.92324561403508,0.36543296497690436
2016-02-21,64.88596491228071,0.4977489329357425
2016-02-22,68.36622807017545,0.5905396714026783
2016-02-23,66.62938596491227,0.5442320060808044
2016-02-24,67.66447368421055,0.5718295035958609
2016-02-25,60.9342105263158,0.3923873004736014
2016-02-26,55.99122807017543,0.2605975559843301
2016-02-27,58.21491228070175,0.31988540022218315
2016-02-28,55.33114035087719,0.24299830439104242
2016-02-29,55.984649122807014,0.2604221481611413
2016-03-01,66.41447368421052,0.5385020171899666
2016-03-02,71.53289473684211,0.6749693036309421
2016-03-03,59.6578947368421,0.3583581827749516
2016-03-04,50.89254385964912,0.1246564930129217
2016-03-05,67.67543859649122,0.5721218499678415
2016-03-06,61.957379862700236,0.419667030193025
2016-03-07,62.24780701754387,0.4274103958369879
2016-03-08,68.29226475279108,0.5885676622389484
2016-03-09,65.25,0.5074548324855288
2016-03-10,71.810568469228,0.6823726376640338
2016-03-11,68.56140350877193,0.5957434368239491
2016-03-12,60.896929824561404,0.39139332280886396
2016-03-13,65.19078947368419,0.5058761620768282
2016-03-14,69.34429824561403,0.6166169677834297
2016-03-15,67.51096491228071,0.5677366543881193
2016-03-16,59.041666666666664,0.3419283166695901
2016-03-17,53.80005720823799,0.20217658229296154
2016-03-18,50.1359649122807,0.10448459334619642
2016-03-19,60.74342105263158,0.38730047360112274
2016-03-20,61.56798245614035,0.40928492077413314
2016-03-21,58.93125476735317,0.3389845158108544
2016-03-22,49.344298245614034,0.08337718528913052
2016-03-23,49.86622807017544,0.09729287259545094
2016-03-24,60.38596491228071,0.37776998187452526
2016-03-25,62.61622807017544,0.4372332339355669
2016-03-26,64.01754385964912,0.47459510027480567
2016-03-27,67.53070175438599,0.5682628778576864
2016-03-28,66.92105263157895,0.552008419575513
2016-03-29,53.09429824561404,0.18335964450681175
2016-03-30,55.171052631578945,0.23873004736011216
2016-03-31,62.225877192982445,0.42682570309302426
2016-04-01,65.12280701754386,0.5040636145705433
2016-04-02,68.50219298245615,0.594164766415249
2016-04-03,68.03289473684211,0.5816523416944397
2016-04-04,55.37280701754387,0.24410922060457252
2016-04-05,66.25657894736841,0.5342922294334325
2016-04-06,60.41786283891546,0.3786204440475618
2016-04-07,62.89473684210526,0.44465883178389753
2016-04-08,71.15657894736843,0.6649359761445364
2016-04-09,61.92763157894736,0.41887388177512697
2016-04-10,67.86155606407323,0.5770841118644325
2016-04-11,62.938596491228076,0.44582821727182376
2016-04-12,63.38815789473684,0.45781441852306615
2016-04-13,62.95614035087719,0.44629597146699407
2016-04-14,58.61622807017543,0.33058527743670685
2016-04-15,53.07675438596491,0.18289189031164121
2016-04-16,52.39912280701755,0.16482488452318322
2016-04-17,49.69736842105263,0.09279073846693553
2016-04-18,46.72587719298246,0.013564871659942801
2016-04-19,47.92982456140351,0.045664503303513904
2016-04-20,46.2171052631579,0.0
2016-04-21,52.13855661881979,0.15787767164718614
2016-04-22,64.14035087719297,0.4778693796409983
2016-04-23,63.313596491228076,0.455826463193592
2016-04-24,50.021929824561404,0.10144419107758873
2016-04-25,54.83114035087719,0.229667309828685
